Soil Order,Mineralogy Class,Texture Class,Genetic Horizons,Soil Depth,pH 1:5 W,pH 1:5 CaCl2,pH 1:1 W,pH 1:2 CaCl2,Extractable Acidity,CEC,CEC Sum Bases,EC 1:2 W
GELISOLS,mixed,Coarse Loamy,B,60,4.53,4.08,4.98,4.09,14.50232,12.4679005,5.2,0.545
GELISOLS,mixed,Coarse Loamy,B,60,4.41,4.06,4.98,4.26,44.357474,26.7896225,10.1,0.545
GELISOLS,mixed,Coarse Loamy,O,60,4.29,3.97,4.95,4.14,47.705,34.1276119,12.5,0.545
GELISOLS,mixed,Fine Silty,B,60,5.16,4.74,5.71,5.07,17.11928,12.2254447,5.8,0.545
GELISOLS,mixed,Fine Silty,B,60,4.74,4.28,5.23,4.36,17.0375,11.5139904,5.3,0.545
GELISOLS,mixed,Fine Silty,A,15,4.75,4.26,5.2,4.33,18.48228,12.7930036,5.3,0.545
GELISOLS,mixed,Fine Silty,B,100,5.43,5,5.52,4.86,19.8998,15.8939878,8.3,0.545
GELISOLS,mixed,Coarse Loamy,C,100,5.24,4.82,5.09,4.42,15.562249,13.7051247,6.3,0.545
GELISOLS,mixed,Fine Silty,C,100,5.79,5.25,6,5.37,10.4115828,10.0453427,8.2,0.545
GELISOLS,mixed,Coarse Loamy,B,60,5.05,4.57,5.47,4.63,25.2591942,16.0668648,11.1,0.545
GELISOLS,mixed,Coarse Loamy,B,100,4.67,4.22,4.98,4.29,26.6092107,13.4289984,7,0.545
GELISOLS,mixed,Coarse Loamy,B,60,6.3,5.6,6.94,6.09,8.119293,29.07294,28.3,0.545
GELISOLS,mixed,Coarse Loamy,C,100,6.17,6,7.29,6.62,4.533182,20.43243,24.1,0.545
HISTOSOLS,,Coarse Loamy,A,15,5.07,4.66,5.11,4.57,19.5281238,14.1313258,4.5,0.045
HISTOSOLS,,Coarse Loamy,A,60,6.06,5.06,6.44,5.43,16.7466963,9.667315,4.8,0.045
HISTOSOLS,,Sandy,B,100,5.96,5.18,6.47,5.53,10.7629894,5.8399566,2.4,0.045
HISTOSOLS,,Sandy,C,200,6.14,5.22,6.76,5.58,5.187606,3.5209241,1.7,0.045
HISTOSOLS,,Sandy,C,200,6.3,5.35,6.89,5.71,1.9158009,3.0445899,2.4,0.045
HISTOSOLS,,Coarse Loamy,C,200,4.81,4.72,5.26,4.53,30.1798774,16.7616468,0.3,0.045
HISTOSOLS,,Clayey,A,100,7.58,7.13,7.74,7.61,,21.6979783,113.9,0.045
HISTOSOLS,,Clayey,C,350,7.5,7.2,7.795,7.685,,18.7369773,52.5,0.045
HISTOSOLS,,Coarse Loamy,C,350,7.63,7,7.75,7.58,-5.4992683,6.946756,196.2,0.045
HISTOSOLS,,Coarse Loamy,B,30,5.61,5.4,6.42,5.71,5.720304,14.0682,12.2,0.045
HISTOSOLS,,Coarse Loamy,O,60,5.778,5.49,6.51,5.85,39.1075,77.1739,67.4,0.045
HISTOSOLS,,Coarse Loamy,C,60,5.75,5.33,6.42,5.6,12.25266,23.75111,20.9,0.045
HISTOSOLS,,Sandy,O,15,4.5,4.37,4.81,4.47,87.27376,67.19112,19.8,0.045
HISTOSOLS,,Coarse Loamy,C,350,3.95,3.73,4.44,4.2,6.261726,7.386444,3.9,0.045
HISTOSOLS,kaolinitic,Sandy,C,100,4.33,3.72,4.18,3.68,4.8803927,2.0396231,0.2,0.045
HISTOSOLS,kaolinitic,Sandy,C,200,4.11,3.39,4.13,3.34,22.733535,14.6845149,0.8,0.045
HISTOSOLS,kaolinitic,Coarse Loamy,C,100,4.65,4.81,5.13,4.66,40.5632457,21.1016557,0.3,0.045
HISTOSOLS,mixed,Sandy,A,200,4.61,3.87,4.26,4.09,3.3277276,2.2191038,0.9,0.045
HISTOSOLS,mixed,Sandy,B,200,4.33,4.05,4.33,4.46,20.7562345,9.2337361,1,0.045
HISTOSOLS,mixed,Sandy,C,200,4.42,4.27,4.69,4.71,3.7801368,1.948161,1,0.045
HISTOSOLS,mixed,Coarse Loamy,B,100,6.38,5.63,7.31,6.48,1.7018069,6.6248646,7.9,0.045
HISTOSOLS,mixed,Coarse Loamy,B,200,6.84,5.93,7.75,7.2,1.6847012,9.8358363,12.6,0.045
HISTOSOLS,mixed,Coarse Loamy,C,200,7.84,6.34,8.13,7.59,,5.8985312,23.8,0.045
HISTOSOLS,mixed,Sandy,C,60,4.26,3.41,3.89,3.22,27.885118,14.4349731,1,0.045
HISTOSOLS,mixed,Sandy,C,100,3.67,3.71,3.84,3.76,4.413439,2.366502,3.1,0.045
HISTOSOLS,mixed,Sandy,C,200,3.53,3.54,3.35,3.45,4.68122,1.389953,3.5,0.045
HISTOSOLS,mixed,Sandy,C,350,3.79,3.8,3.71,3.76,1.334959,0.824903,2.8,0.045
INCEPTISOLS,amorphic,Sandy,B,60,5.51,5.42,6.3,5.8,12.8742107,7.4859365,0.1,0.119
INCEPTISOLS,mixed,Coarse Loamy,A,60,6.69,6.08,5.88,5.38,7.8103749,5.6849953,4.3,0.119
INCEPTISOLS,mixed,Coarse Loamy,B,60,6.8,5.99,6.34,5.66,4.8559586,3.0319464,1.5,0.119
INCEPTISOLS,mixed,Sandy,B,100,6.82,5.94,6.38,5.67,2.2088308,1.3159697,0.6,0.119
INCEPTISOLS,mixed,Sandy,C,200,6.83,5.9,6.37,5.7,1.4402425,0.4647343,0.1,0.119
INCEPTISOLS,mixed,Sandy,C,100,6.99,5.92,6.41,5.69,0.4791346,0.118173,0.02,0.119
INCEPTISOLS,mixed,Coarse Loamy,A,30,4.57,4.36,4.53,4.04,14.9194518,6.2331323,0.1,0.119
INCEPTISOLS,mixed,Coarse Loamy,B,60,4.61,4.28,4.71,4.23,5.0952293,2.5416536,0.02,0.119
INCEPTISOLS,mixed,Sandy,B,100,4.69,4.29,4.81,4.29,5.3575919,1.8978624,0.02,0.119
INCEPTISOLS,mixed,Sandy,C,200,4.89,4.65,5.09,4.77,0.455606,0.2170478,0.02,0.119
INCEPTISOLS,mixed,Sandy,C,200,5.03,4.85,5.23,4.9,-0.0719334,0.1178049,0.02,0.119
INCEPTISOLS,mixed,Coarse Loamy,A,15,4.12,3.7,4.09,3.73,44.6703474,23.090096,1.7,0.119
INCEPTISOLS,mixed,Coarse Loamy,A,30,4.41,3.81,4.48,3.84,62.851431,28.5402058,0.6,0.119
INCEPTISOLS,mixed,Coarse Loamy,A,60,4.58,4.05,4.71,4.14,39.0098501,18.7812157,0.4,0.119
INCEPTISOLS,mixed,Coarse Loamy,B,60,4.7,4.17,4.86,4.24,16.1701373,8.8402321,0.1,0.119
INCEPTISOLS,mixed,Coarse Loamy,B,100,4.65,4.05,4.82,4.12,12.5903475,6.6538474,0.2,0.119
INCEPTISOLS,mixed,Coarse Loamy,C,200,4.75,4.01,4.9,4.02,10.3150696,5.8409207,0.3,0.119
INCEPTISOLS,mixed,Coarse Loamy,C,200,5.04,4.05,5.16,4.14,8.7181345,5.7855992,1,0.119
INCEPTISOLS,mixed,Coarse Loamy,,15,5.9,5.36,6.29,5.72,6.6627086,11.2180802,9.7,0.119
INCEPTISOLS,mixed,Coarse Loamy,,30,5.73,5.24,5.84,5.19,6.1975666,8.344576,7,0.119
INCEPTISOLS,mixed,Coarse Loamy,,60,6,5.39,6.26,5.51,2.9400286,5.6312576,4.4,0.119
INCEPTISOLS,mixed,Coarse Loamy,,60,6.53,5.86,7.39,6.76,1.9091955,4.5641453,6.8,0.119
INCEPTISOLS,mixed,Coarse Loamy,,100,7.52,6.35,7.73,7.41,-0.7059616,3.8921602,27,0.119
INCEPTISOLS,mixed,Sandy,,200,7.72,6.5,7.97,7.48,-0.0214478,4.6593882,30.8,0.119
INCEPTISOLS,mixed,Coarse Loamy,,15,5.41,6.15,4.95,4.39,7.30825,5.8046421,3.2,0.119
INCEPTISOLS,mixed,Coarse Loamy,,30,5.48,5.02,5.31,4.63,5.8724847,5.2195257,4.4,0.119
INCEPTISOLS,mixed,Coarse Loamy,,60,5.64,5.12,5.49,4.89,6.3868292,5.922364,5,0.119
INCEPTISOLS,mixed,Coarse Loamy,,60,5.83,5.23,5.77,5.15,4.1921675,4.6891501,5.2,0.119
INCEPTISOLS,mixed,Coarse Loamy,,100,5.92,5.34,5.99,5.41,4.1937395,4.5552541,4.8,0.119
INCEPTISOLS,mixed,Coarse Loamy,,100,6.13,5.44,6.15,5.58,1.5195999,2.0520089,2.9,0.119
INCEPTISOLS,mixed,Coarse Loamy,,200,6.1,5.58,6.18,5.64,0.9612966,1.8208816,2.6,0.119
INCEPTISOLS,mixed,Coarse Loamy,,200,6.13,5.56,6.21,5.67,0.7270846,1.9306744,2.5,0.119
INCEPTISOLS,mixed,Coarse Loamy,,15,5.35,5.05,5.27,4.87,18.8029955,19.4075584,15.1,0.119
INCEPTISOLS,mixed,Coarse Loamy,A,30,5.15,4.69,4.97,4.48,14.7989057,11.2129146,5.4,0.119
INCEPTISOLS,mixed,Coarse Loamy,B,60,4.95,4.35,4.78,4.13,10.4988606,6.9220717,1.8,0.119
INCEPTISOLS,mixed,Coarse Loamy,B,60,5.18,4.46,5.02,4.29,4.3776029,4.9238771,3.4,0.119
INCEPTISOLS,mixed,Coarse Loamy,B,200,5.51,5.04,5.48,4.66,6.1130518,6.1402039,3.7,0.119
INCEPTISOLS,mixed,Coarse Loamy,A,30,8.35,7.52,7.59,7.28,,11.2550973,52,0.119
INCEPTISOLS,mixed,Coarse Loamy,B,60,8.44,7.74,7.91,7.46,,11.475106,54.8,0.119
INCEPTISOLS,mixed,Sandy,C,100,8.75,7.88,8.31,7.8,,4.8210063,87.3,0.119
INCEPTISOLS,mixed,Sandy,C,350,9.07,8.28,8.39,8.05,,4.078003,81.1,0.119
INCEPTISOLS,mixed,Coarse Loamy,A,30,8.38,7.81,7.905,7.46,,10.8852952,47.8,0.119
INCEPTISOLS,mixed,Sandy,B,100,8.69,7.96,8.17,7.7,,9.2646001,47.9,0.119
INCEPTISOLS,mixed,Sandy,B,200,8.24,6.4,8.18,7.64,,9.1567182,44.7,0.119
INCEPTISOLS,mixed,Coarse Loamy,C,350,6.59,6.7,6.27,5.82,1.2967129,4.2848847,4.9,0.119
INCEPTISOLS,mixed,Coarse Loamy,A,30,6.2,6.02,6.36,5.96,11.699909,14.7780102,12.9,0.119
INCEPTISOLS,mixed,Coarse Loamy,B,60,5.5,4.89,5.96,5.19,2.884524,2.8089072,1,0.119
INCEPTISOLS,mixed,Coarse Loamy,A,60,4.79,4.44,5.05,4.52,23.50639,13.92966,3.4,0.119
INCEPTISOLS,mixed,Coarse Loamy,A,100,5.03,4.53,5.33,4.65,8.12042,6.856552,3.5,0.119
INCEPTISOLS,mixed,Coarse Loamy,A,350,7.72,6.89,8.43,7.86,,22.01469,,0.119
MOLLISOLS,,Fine Loamy,A,15,7.68,6.43,7.42,7.06,,25.176613,59.2,0.092
MOLLISOLS,,Coarse Loamy,B,60,8.04,6.49,7.62,7.24,,8.9443111,46.5,0.092
MOLLISOLS,,Coarse Loamy,C,100,8.59,6.68,7.77,7.36,,7.0076841,44.1,0.092
MOLLISOLS,isotic,Fine Silty,B,200,6.3,6.3,7.01,5.97,15.6596486,18.6150322,15.1,0.092
MOLLISOLS,isotic,Fine Silty,B,200,6.41,5.89,6.97,5.97,14.2235479,18.9882143,15.5,0.092
MOLLISOLS,isotic,Fine Silty,B,350,6.49,5.8,7.02,6.04,11.545888,26.2805982,16.8,0.092
MOLLISOLS,isotic,Fine Silty,B,350,6.43,5.8,6.99,6.06,8.0094526,26.410077,17.3,0.092
MOLLISOLS,isotic,Coarse Loamy,A,30,5.9,5.44,6.64,5.46,11.739541,24.947886,24.3,0.092
MOLLISOLS,isotic,Fine Silty,A,60,6.1,5.41,5.97,5.52,10.8966354,24.2421974,23.9,0.092
MOLLISOLS,isotic,Fine Silty,B,100,6.62,5.72,6.17,5.8,6.726683,25.6404475,28.2,0.092
MOLLISOLS,isotic,Coarse Loamy,B,100,7.22,6.25,7.09,6.59,5.0169126,19.7094084,23.5,0.092
MOLLISOLS,isotic,Fine Loamy,A,200,7.08,6.21,6.97,6.45,7.3847357,33.0769399,37,0.092
MOLLISOLS,isotic,Fine Silty,A,200,7.13,6.1,6.89,6.4,6.4441669,26.967337,29.8,0.092
MOLLISOLS,kaolinitic,Coarse Loamy,A,30,5.73,5.22,5.6,5.08,13.1685204,11.8328785,9.1,0.092
MOLLISOLS,kaolinitic,Clayey,B,100,5.55,5.07,5.7,5.09,15.2958137,16.2482148,10.6,0.092
MOLLISOLS,kaolinitic,Clayey,B,200,5.56,5.09,5.64,5.2,15.8809177,15.4487923,11.3,0.092
MOLLISOLS,kaolinitic,Fine Loamy,C,200,5.78,5.3,6.05,5.38,11.9638775,13.6171411,9.5,0.092
MOLLISOLS,mixed,Fine Silty,A,30,6.75,5.8,7.06,6.47,4.590728,15.1992129,16.4,0.092
MOLLISOLS,mixed,Coarse Loamy,A,60,6.84,5.83,7.11,6.42,4.8796799,14.7616258,15.8,0.092
MOLLISOLS,mixed,Fine Loamy,B,60,6.92,5.81,6.96,6.21,4.5822935,13.5086239,14,0.092
MOLLISOLS,mixed,Fine Loamy,B,100,6.93,5.79,6.825,6.05,6.5913216,16.7258159,16.3,0.092
MOLLISOLS,mixed,Fine Loamy,B,100,6.07,5.23,5.72,4.96,11.1919037,19.1720435,15.2,0.092
MOLLISOLS,mixed,Fine Loamy,B,200,6.23,5.15,5.64,4.91,10.8052322,18.5750105,15.7,0.092
MOLLISOLS,mixed,Coarse Loamy,A,30,6.65,6.23,5.86,5.37,4.2432219,6.5038508,5.4,0.092
MOLLISOLS,mixed,Coarse Loamy,A,60,6.81,6.09,6.46,5.75,3.8709837,7.2181044,5.4,0.092
MOLLISOLS,mixed,Coarse Loamy,B,60,6.51,5.81,6.09,5.22,4.2640107,5.8017207,4.4,0.092
MOLLISOLS,mixed,Coarse Loamy,B,100,6.01,5.19,5.59,4.65,2.812016,4.0216915,2.7,0.092
MOLLISOLS,mixed,Coarse Loamy,A,30,5.98,5.38,5.81,5.34,7.4391614,12.3422775,11.5,0.092
MOLLISOLS,mixed,Coarse Loamy,A,60,6.15,5.34,6.1,5.28,6.9359371,11.9910817,11,0.092
MOLLISOLS,mixed,Coarse Loamy,B,60,6.17,5.21,5.97,5.13,6.6132412,13.2261973,12.2,0.092
MOLLISOLS,mixed,Coarse Loamy,B,100,6.1,4.99,5.67,4.77,6.5073107,11.2134781,9.7,0.092
MOLLISOLS,mixed,Coarse Loamy,C,200,6.22,4.97,5.7,4.78,2.1636355,5.3047189,5,0.092
MOLLISOLS,mixed,Fine Loamy,C,200,6.2,4.97,5.65,4.92,3.237769,9.4532081,9.8,0.092
MOLLISOLS,mixed,Coarse Loamy,A,30,6.14,5.4,6.16,5.81,6.5737015,15.8431623,15.6,0.092
MOLLISOLS,mixed,Coarse Loamy,A,60,5.81,5.23,6.1,5.42,7.3609466,12.6132496,11.3,0.092
MOLLISOLS,mixed,Coarse Loamy,B,60,5.43,4.92,5.74,4.9,9.965644,11.5755306,8.7,0.092
MOLLISOLS,mixed,Coarse Loamy,B,100,5.08,4.6,5.39,4.53,11.7024794,12.8139387,8.3,0.092
MOLLISOLS,mixed,Coarse Loamy,B,200,4.88,4.44,5.06,4.33,7.0368059,11.3741026,8.3,0.092
MOLLISOLS,mixed,Sandy,C,200,5.19,4.54,5.2,4.48,2.6842839,4.7273905,4,0.092
MOLLISOLS,mixed,Sandy,C,200,5.34,4.75,5.35,4.7,1.3738878,3.6303761,3.2,0.092
MOLLISOLS,mixed,Fine Silty,A,15,7.38,6.42,7.36,7.15,,39.9574723,77,0.092
MOLLISOLS,mixed,Clayey,B,30,7.76,6.72,7.84,7.38,,36.8668414,73.5,0.092
MOLLISOLS,mixed,Clayey,B,60,7.95,6.81,8.04,7.5,,34.6201793,62.8,0.092
MOLLISOLS,mixed,Coarse Loamy,C,200,6.49,5.35,7.22,6.16,3.3543731,10.9335522,14.5,0.092
MOLLISOLS,mixed,Fine Silty,A,15,7.35,6.63,7.28,6.94,2.5781015,17.7837247,21.2,0.092
MOLLISOLS,mixed,Fine Silty,A,30,7.38,6.75,7.47,6.955,3.1560714,17.3476071,19.9,0.092
MOLLISOLS,mixed,Fine Silty,A,15,5.91,5.39,5.8,5.34,8.3419919,19.1864387,18.5,0.092
MOLLISOLS,mixed,Fine Silty,A,30,6.5,5.8,6.46,5.88,6.736496,19.7923505,21.9,0.092
MOLLISOLS,mixed,Fine Silty,A,15,6.51,6.11,6.44,6.23,7.8114201,29.1064195,34,0.092
MOLLISOLS,mixed,Fine Silty,A,30,6.39,5.79,6.45,5.87,8.7205895,19.6752617,25.4,0.092
MOLLISOLS,mixed,Fine Silty,A,60,7.34,6.86,6.16,5.57,9.7511485,13.9266696,16.1,0.092
MOLLISOLS,mixed,Fine Silty,A,15,6.16,5.66,7.17,6.99,5.2189986,23.0645718,32.9,0.092
MOLLISOLS,mixed,Fine Silty,A,30,6.39,5.71,6.47,5.83,9.7217084,18.608331,11,0.092
MOLLISOLS,mixed,Fine Silty,A,15,5.25,4.87,5.68,4.87,13.591616,17.9785854,14.6,0.092
MOLLISOLS,mixed,Fine Silty,B,100,6.67,5.99,6.7,6.18,14.6094334,32.3824048,31,0.092
MOLLISOLS,mixed,Fine Silty,B,200,7.02,6.29,7.09,6.65,7.0385558,30.8476871,34.1,0.092
MOLLISOLS,mixed,Fine Silty,B,200,7.09,6.38,6.99,6.71,5.6544083,26.5696191,29.8,0.092
MOLLISOLS,mixed,Fine Silty,C,350,7.3,6.56,7.26,6.97,3.8964112,20.5119972,25,0.092
MOLLISOLS,mixed,Sandy,A,30,5.84,5,5.91,5.28,3.9637114,5.1998173,4.6,0.092
MOLLISOLS,mixed,Sandy,A,30,6,5.19,6.23,5.43,1.3755411,1.7016451,1.3,0.092
MOLLISOLS,mixed,Sandy,A,60,6.22,5.31,6.36,5.57,1.2884153,1.7366447,,0.092
MOLLISOLS,mixed,Sandy,B,100,6.23,5.43,6.53,5.69,1.1979082,0.99016,0.5,0.092
MOLLISOLS,mixed,Coarse Loamy,B,200,6.61,7.2,6.85,6.01,3.007629,24.48645,25.2,0.092
MOLLISOLS,mixed,Coarse Loamy,,10,8.56,7.77,8.44,7.81,,11.20853,,0.092
MOLLISOLS,smectitic,Fine Silty,A,15,7.31,6.3,7.37,6.95,5.6992287,27.9012202,28.2,0.092
MOLLISOLS,smectitic,Clayey,B,30,7.03,6.1,7.27,6.34,7.4865406,34.8737818,32.7,0.092
MOLLISOLS,smectitic,Clayey,B,60,7.03,6.05,7.01,6.3,6.8488012,34.1914703,33.4,0.092
MOLLISOLS,smectitic,Clayey,B,100,7.3,6.3,7.57,6.63,5.0658339,34.4192993,37.8,0.092
MOLLISOLS,smectitic,Clayey,B,200,7.42,6.42,7.65,6.79,3.8441332,33.8972589,37.3,0.092
MOLLISOLS,smectitic,Clayey,C,200,7.76,6.7,8.07,7.14,3.0296729,33.3274299,36.9,0.092
MOLLISOLS,smectitic,Clayey,C,350,7.65,6.65,7.93,6.97,3.7983309,32.9761482,35.7,0.092
MOLLISOLS,smectitic,Fine Silty,A,30,7.05,6.4,7,6.43,6.8217055,29.6038935,33,0.092
MOLLISOLS,smectitic,Fine Silty,A,15,7.49,7.04,7.45,7.12,6.8338904,42.512539,57.6,0.092
MOLLISOLS,smectitic,Fine Silty,A,30,7.32,6.89,7.39,6.88,7.5582972,38.4121681,44.1,0.092
MOLLISOLS,smectitic,Fine Loamy,A,30,8.29,7.49,8.28,7.78,,24.0980555,74.3,0.092
MOLLISOLS,smectitic,Fine Loamy,A,60,8.25,7.59,8.3,7.81,,30.3804954,83.5,0.092
MOLLISOLS,smectitic,Clayey,B,100,8.42,7.7,8.41,7.73,,34.9960664,86.6,0.092
MOLLISOLS,smectitic,Clayey,B,100,8.56,7.75,8.64,7.84,,27.4769918,69.4,0.092
MOLLISOLS,smectitic,Clayey,C,200,8.58,7.75,8.53,7.9,,21.8747202,71.8,0.092
MOLLISOLS,smectitic,Sandy,C,200,8.62,7.75,8.56,7.89,,19.2443855,68,0.092
MOLLISOLS,smectitic,Fine Silty,B,60,10.12,9.36,9.88,9.75,,21.9039549,67.1,0.092
MOLLISOLS,smectitic,Fine Silty,B,100,10.16,9.52,9.97,9.79,,23.1891052,65.1,0.092
MOLLISOLS,smectitic,Clayey,B,100,10.12,9.4,9.66,9.63,,23.1308082,58.5,0.092
MOLLISOLS,smectitic,Clayey,B,200,10.01,9.19,9.44,9.44,,16.8939717,64.3,0.092
MOLLISOLS,smectitic,Clayey,B,200,9.86,9.09,9.34,9.29,,21.4259954,79.4,0.092
MOLLISOLS,smectitic,Clayey,B,350,9.62,8.77,9.15,9.1,,23.3661116,71.7,0.092
MOLLISOLS,smectitic,Fine Loamy,A,15,7.33,6.96,7.55,6.81,3.3637028,10.6762918,13.4,0.092
MOLLISOLS,smectitic,Fine Loamy,A,30,7.02,6.57,7.03,6.48,2.9207656,5.3454382,12.6,0.092
MOLLISOLS,smectitic,Fine Loamy,B,60,6.08,5.67,6.03,5.64,4.5113786,9.8161674,11.7,0.092
MOLLISOLS,smectitic,Fine Loamy,B,100,6.91,6.02,6.78,6.32,4.4420057,9.7605229,13.9,0.092
MOLLISOLS,smectitic,Fine Loamy,C,200,7.15,6.14,7,6.49,3.569273,9.953867,17.4,0.092
MOLLISOLS,smectitic,Coarse Loamy,B,60,9.48,8.86,9.02,8.86,,57.67027,,0.092
MOLLISOLS,smectitic,Coarse Loamy,B,100,9.2,8.73,8.7,8.65,,44.06912,,0.092
SPODOSOLS,,Sandy,A,15,4.01,4.57,4.01,3.3,29.5215549,34.8404708,3.4,0.262
SPODOSOLS,,Coarse Loamy,B,100,5.54,5.3,5.98,5.55,25.8304151,11.670604,1,0.262
SPODOSOLS,isotic,Coarse Loamy,A,30,4.56,3.94,4.51,3.86,3.9350698,2.694554,0.4,0.262
SPODOSOLS,isotic,Coarse Loamy,B,30,4.34,3.96,4.58,3.99,,15.953982,0.8,0.262
SPODOSOLS,isotic,Coarse Loamy,B,60,4.58,4.31,4.97,4.3,,13.5651984,0.3,0.262
SPODOSOLS,isotic,Sandy,A,30,3.9,2.82,3.8,2.94,11.7953159,7.710075,0.9,0.262
SPODOSOLS,isotic,Sandy,B,60,4.55,4.33,5.23,4.55,7.8230027,2.2339137,0.02,0.262
SPODOSOLS,isotic,Sandy,B,100,4.55,4.25,5.09,4.36,7.1095841,1.9960511,0.02,0.262
SPODOSOLS,isotic,Sandy,C,100,4.7,4.16,5.34,4.73,2.3771385,0.57939,0.02,0.262
SPODOSOLS,isotic,Sandy,C,200,4.96,4.74,5.55,4.99,2.4642857,0.3121102,0.02,0.262
SPODOSOLS,isotic,Sandy,A,30,4,3.23,4.23,3.38,15.3928081,7.3333889,0.1,0.262
SPODOSOLS,isotic,Sandy,B,60,4.74,4.45,5.19,4.69,11.0177393,3.5668119,0.02,0.262
SPODOSOLS,isotic,Sandy,B,100,4.45,4.49,5.13,4.7,5.6279015,2.1125857,0.02,0.262
SPODOSOLS,kaolinitic,Coarse Loamy,A,15,4.5,4.06,4.74,4.18,10.4913335,6.6266598,3.1,0.262
SPODOSOLS,kaolinitic,Sandy,A,30,4.34,3.8,4.35,3.63,0.6751824,0.436686,0.1,0.262
SPODOSOLS,kaolinitic,Sandy,A,100,4.41,4.61,5.33,4.67,1.8656416,0.5239018,,0.262
SPODOSOLS,kaolinitic,Sandy,B,200,4.66,4.78,5.4,4.72,0.1890617,0.0721835,0.02,0.262
SPODOSOLS,kaolinitic,Sandy,B,200,4.63,4.67,5.51,4.76,2.8676764,0.8929435,,0.262
SPODOSOLS,kaolinitic,Sandy,B,350,4.46,4.63,5.19,4.64,14.0589343,5.0437562,,0.262
SPODOSOLS,kaolinitic,Sandy,A,60,4.02,4.46,3.81,3.46,2.7376281,1.6954979,0.02,0.262
SPODOSOLS,kaolinitic,Sandy,B,60,3.83,3.25,3.66,3.4,7.8897894,1.3677928,0.5,0.262
SPODOSOLS,kaolinitic,Sandy,B,60,3.82,3.49,3.68,3.43,9.8003553,2.7916716,0.02,0.262
SPODOSOLS,kaolinitic,Sandy,B,100,4.09,3.9,4.11,3.79,2.9510643,4.3696219,0.2,0.262
SPODOSOLS,kaolinitic,Coarse Loamy,C,200,4.06,3.74,4.33,3.81,3.4597858,1.4685543,0.2,0.262
SPODOSOLS,kaolinitic,Sandy,A,30,4.22,3.77,4.3,3.6,2.9071426,1.818154,0.02,0.262
SPODOSOLS,kaolinitic,Sandy,A,60,4.64,3.99,4.58,3.85,0.6875681,1.1153511,0.02,0.262
SPODOSOLS,kaolinitic,Sandy,B,60,4.06,3.86,4.32,3.8,21.8087418,10.6301233,0.02,0.262
SPODOSOLS,kaolinitic,Sandy,B,100,4.33,4.46,4.96,4.54,5.5286454,9.7989137,0.1,0.262
SPODOSOLS,kaolinitic,Sandy,C,200,4.42,4.55,5.07,4.54,1.3001421,1.1346227,0.02,0.262
SPODOSOLS,kaolinitic,Coarse Loamy,B,100,5.45,5.06,5.93,5.4,33.6475275,17.0694765,1.6,0.262
SPODOSOLS,mixed,Sandy,A,15,4.15,3.36,4.02,3.21,4.3818431,3.1771188,0.7,0.262
SPODOSOLS,mixed,Sandy,A,15,5.79,5.5,5.92,5.33,7.9380175,9.7262059,9.5,0.262
SPODOSOLS,mixed,Sandy,A,60,4.45,3.85,4.71,3.87,4.6072059,3.1105863,0.4,0.262
SPODOSOLS,mixed,Sandy,A,60,4.59,4.04,4.8,4.18,1.8099695,0.9634518,0.02,0.262
SPODOSOLS,mixed,Sandy,B,100,4.57,4.41,5.19,4.47,27.107602,10.0595794,0.2,0.262
SPODOSOLS,mixed,Sandy,B,100,4.72,4.68,5.475,4.845,4.4097351,1.5927677,0.2,0.262
SPODOSOLS,mixed,Sandy,C,200,4.93,4.72,5.44,4.87,1.3960102,0.5443614,0.3,0.262
SPODOSOLS,mixed,Sandy,C,350,6.02,5.4,6.51,5.81,0.9152965,0.4740137,0.3,0.262
SPODOSOLS,mixed,Coarse Loamy,C,100,4.39,4.62,4.74,4.38,5.678189,0.199179,0.02,0.262
ULTISOLS,,Coarse Loamy,A,15,4.84,4.29,4.86,4.68,8.7937206,6.3361544,2.2,0.162
ULTISOLS,,Coarse Loamy,A,15,4.86,4.43,5.31,4.5,13.2838176,7.3160206,1.7,0.162
ULTISOLS,,Coarse Loamy,A,30,4.84,4.38,5.33,4.5,4.4589102,1.9506532,0.5,0.162
ULTISOLS,,Coarse Loamy,B,100,5.38,4.71,5.9,4.94,1.3623269,2.012558,1.2,0.162
ULTISOLS,,Coarse Loamy,B,100,5.13,4.48,5.74,4.64,3.479515,4.4041809,2.9,0.162
ULTISOLS,,Clayey,B,200,4.68,3.99,5.25,4.19,14.5467631,10.1325478,3.4,0.162
ULTISOLS,,Clayey,B,350,4.69,3.93,5.33,4.09,12.2153686,11.544313,1.9,0.162
ULTISOLS,,Coarse Loamy,A,15,5.41,4.88,5.49,5.12,9.1739767,6.7996335,4.4,0.162
ULTISOLS,,Coarse Loamy,B,30,5.09,4.47,5.51,4.56,3.6378554,3.050949,1,0.162
ULTISOLS,,Fine Silty,B,60,4.91,4.11,5.43,4.33,5.1973659,6.0481482,2.8,0.162
ULTISOLS,,Fine Silty,B,200,4.75,3.92,5.13,4.14,8.150178,7.8479207,2.3,0.162
ULTISOLS,,Fine Loamy,B,200,4.56,3.75,4.97,3.96,14.2689736,12.4532159,2.1,0.162
ULTISOLS,,Clayey,B,350,4.62,3.69,4.94,3.89,17.0662717,13.3623651,1.2,0.162
ULTISOLS,,Coarse Loamy,A,30,5.42,4.99,5.52,5.21,8.224975,8.3222888,6.2,0.162
