FID,Field1,red,green,blue,nir,ndvi,X,Y,Observed,GlobalID,CreationDate,Creator,EditDate,Editor,x2,y2
299,299,113,145,106,201,0.280254777,280506.5,4308502.5,Grassland,aebe5f48-a84e-439d-b16c-ee95b651d31f,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:21,kennyyerardi_USDA_APHIS,-77.53100466,38.8980036
300,300,150,154,139,184,0.101796407,281535.5,4311827.5,Grassland,714bd579-48d5-4049-84cc-616ec4985db0,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:21,kennyyerardi_USDA_APHIS,-77.52020893,38.92819431
301,301,84,104,92,196,0.4,275594.5,4313095.5,Forest,1b44ef17-07cf-4dab-b645-8e76f796ba3b,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:21,kennyyerardi_USDA_APHIS,-77.58909529,38.93810989
302,302,173,173,147,200,0.072386059,272947.5,4308760.5,Grassland,3087d664-af92-4308-acdd-7226db41d9a9,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:21,kennyyerardi_USDA_APHIS,-77.61817031,38.89840481
303,303,80,108,94,180,0.384615385,276981.5,4310688.5,Forest,6a0582bf-73bf-49e4-be2e-eb5b6f63956f,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:21,kennyyerardi_USDA_APHIS,-77.57232455,38.91679495
304,304,141,167,120,219,0.216666667,274059.5,4311400.5,Grassland,dacef845-b996-460f-ad74-84b57f174c1c,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:22,kennyyerardi_USDA_APHIS,-77.60622961,38.92245725
305,305,148,148,122,176,0.086419753,272184.5,4309397.5,Crop,abffcbe0-e5be-42d1-ac51-5e5d5810e135,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:22,kennyyerardi_USDA_APHIS,-77.6271714,38.90394154
307,307,107,132,111,217,0.339506173,273876.5,4307509.5,Forest,477120e5-f49c-4537-80a4-ce3ea2c54785,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:22,kennyyerardi_USDA_APHIS,-77.60705624,38.88738274
308,308,188,189,181,169,-0.053221289,274992.5,4308479.5,Urban,6f2ad1fe-6698-48eb-8f4a-96f59c2d2ebe,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:22,kennyyerardi_USDA_APHIS,-77.59451968,38.89640142
309,309,79,111,88,204,0.441696113,272624.5,4306404.5,Forest,c1d754f7-b8bd-4dde-9fe8-e891d875fc0c,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:22,kennyyerardi_USDA_APHIS,-77.6211112,38.87711236
310,310,87,108,93,141,0.236842105,273777.5,4307980.5,Forest,80f4c0ff-81e6-4322-ade7-4b14a4909dc6,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:22,kennyyerardi_USDA_APHIS,-77.60835171,38.89159728
311,311,156,171,130,218,0.165775401,274924.5,4306008.5,Crop,4b74481b-be9d-4d1f-ae52-ad02f51de8a8,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:22,kennyyerardi_USDA_APHIS,-77.5944933,38.87413938
312,312,236,227,218,193,-0.1002331,273768.5,4312882.5,Barren,7e6e89ab-4acc-45d9-8e04-96c90497c652,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.61007226,38.93572339
313,313,102,134,110,213,0.352380952,277127.5,4306365.5,Forest,02a3c621-e22e-45c0-aab3-09155f3d475b,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.56923854,38.87791452
314,314,163,170,139,206,0.116531165,274517.5,4311678.5,Grassland,2fe3a6b9-7078-499c-a18c-010506b82813,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.60104309,38.92507764
315,315,112,146,109,218,0.321212121,275457.5,4305915.5,Forest,15b727a3-7254-4990-870c-7c8aa82e0f4d,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.58832475,38.87343846
316,316,154,155,123,181,0.080597015,272027.5,4306923.5,Grassland,7befc415-791b-4505-a862-92ee8f2abde7,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.6281587,38.8816298
317,317,101,122,115,203,0.335526316,275447.5,4308270.5,Forest,e796fc03-ec4c-4b7a-872a-89851d869447,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.5892098,38.89463636
318,318,70,91,84,148,0.357798165,273371.5,4310168.5,Forest,b849e620-b54c-49f1-816b-aa68ec53f9a0,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.61375089,38.91118928
319,319,156,169,139,210,0.147540984,275998.5,4312356.5,Grassland,771683bc-1df6-41cd-b3be-bb3304b7f00c,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.58419692,38.93156048
320,320,97,118,109,198,0.342372881,274731.5,4309346.5,Forest,bd741f61-49c5-40d0-adb8-419a1a55fb3b,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.59781091,38.90413946
321,321,79,95,95,135,0.261682243,273766.5,4308529.5,Forest,e85f426f-c26f-47ea-9b2d-6ee3934c24a4,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.60865933,38.89653664
322,322,171,186,155,216,0.11627907,277140.5,4313399.5,Grassland,fe96e88b-7452-492a-9216-47de66063069,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.5713739,38.94124078
323,323,91,113,92,184,0.338181818,273699.5,4307266.5,Forest,c0b1c40b-6973-467b-ad6d-44e3a70709d8,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.6090149,38.88514965
324,324,116,136,125,219,0.307462687,273014.5,4307590.5,Forest,8d49b662-fdab-4312-8feb-55cac5ac0e30,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:23,kennyyerardi_USDA_APHIS,-77.61701167,38.88788967
325,325,99,117,91,108,0.043478261,275996.5,4312975.5,Grassland,9a431cef-17dd-4ce8-9218-7a437da328ea,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:24,kennyyerardi_USDA_APHIS,-77.58442234,38.93713237
326,326,133,159,130,225,0.25698324,272615.5,4309527.5,Forest,a5e16010-2e58-4494-856c-839ab4b47f34,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:24,kennyyerardi_USDA_APHIS,-77.62224904,38.90522351
327,327,149,156,138,195,0.13372093,277505.5,4311432.5,Grassland,2d7aa8b2-6734-49e6-af83-060a7659baae,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:24,kennyyerardi_USDA_APHIS,-77.56652776,38.92362573
328,328,88,109,94,117,0.141463415,276338.5,4307974.5,Forest,c993f1bc-54df-4d9c-907d-902c977a7139,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:24,kennyyerardi_USDA_APHIS,-77.57884938,38.89219896
329,329,157,167,142,211,0.14673913,277063.5,4311451.5,Crop,a23fc64b-bdf1-4d63-bbbb-32682815a5a7,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:24,kennyyerardi_USDA_APHIS,-77.57162773,38.9236846
330,330,139,167,126,223,0.232044199,273372.5,4312645.5,Grassland,828729df-d586-4590-9e57-606cea6b0469,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:25,kennyyerardi_USDA_APHIS,-77.61455816,38.93348769
331,331,94,116,103,210,0.381578947,276088.5,4306905.5,Forest,f64b42fc-a4d4-4126-80cf-33c98fd9edf2,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:25,kennyyerardi_USDA_APHIS,-77.58138066,38.88251175
332,332,77,104,85,111,0.180851064,273983.5,4310662.5,Grassland,0ea611f1-61cf-4746-8b88-c7f234d2fe17,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:25,kennyyerardi_USDA_APHIS,-77.60686217,38.9157941
333,333,215,216,220,100,-0.365079365,272591.5,4312660.5,Urban,64b3d16c-c1bb-4e7b-828f-9476f3ff617e,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:25,kennyyerardi_USDA_APHIS,-77.6235646,38.93342062
334,334,106,129,101,160,0.203007519,274770.5,4308640.5,Grassland,e5f58e70-6ed2-4f88-9281-7f9653358abf,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:25,kennyyerardi_USDA_APHIS,-77.5971299,38.89779389
335,335,46,67,68,81,0.275590551,272006.5,4306720.5,Forest,a7fb87d4-8564-481f-b970-9511a5e98726,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:25,kennyyerardi_USDA_APHIS,-77.62833319,38.87979694
336,336,116,139,119,205,0.277258567,274809.5,4312108.5,Forest,8f5b5c71-b5a2-4eca-ab8b-bd7d27a13efe,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:25,kennyyerardi_USDA_APHIS,-77.59781924,38.92902356
337,337,93,110,92,144,0.215189873,273605.5,4306027.5,Forest,595a0f95-ec4b-482c-b17d-88b97e25c71c,8/12/2020 2:05,philip.roberts_FSA,10/30/2020 20:16,kennyyerardi_USDA_APHIS,-77.6096893,38.87397174
338,338,117,148,117,209,0.282208589,273438.5,4312258.5,Crop,0890f3f7-5dba-4129-a995-d1338f61f28d,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:26,kennyyerardi_USDA_APHIS,-77.61366952,38.93002094
339,339,134,153,133,200,0.19760479,278056.5,4309288.5,Grassland,ec37a60b-c37b-4752-82a9-2fd9c0dd452d,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:26,kennyyerardi_USDA_APHIS,-77.55948396,38.90446394
340,340,124,142,120,205,0.246200608,276738.5,4308043.5,Forest,27d5598d-53e0-4e7c-b4e0-8a5432be3ceb,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:26,kennyyerardi_USDA_APHIS,-77.5742641,38.89292187
341,341,112,141,110,199,0.279742765,274827.5,4306904.5,Forest,133befab-7dce-4838-9cb8-3cb7a4ecf9cc,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:26,kennyyerardi_USDA_APHIS,-77.595904,38.88218058
342,342,156,164,140,201,0.12605042,277067.5,4308592.5,Grassland,6d0537a6-9331-42b4-9b37-131938680d41,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:26,kennyyerardi_USDA_APHIS,-77.57065249,38.89794775
343,343,104,138,113,208,0.333333333,273392.5,4306108.5,Forest,4df9f2d9-289b-442a-bd06-4a4a7928de5c,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:26,kennyyerardi_USDA_APHIS,-77.61216892,38.87464604
344,344,142,167,125,215,0.204481793,274953.5,4307861.5,Grassland,5c98fa4a-c5bb-42dd-9b48-99d8b7859875,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:26,kennyyerardi_USDA_APHIS,-77.59476638,38.89082803
345,345,93,114,99,168,0.287356322,275481.5,4310255.5,Forest,d0418cc4-666f-4224-a995-dcb5519b8011,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:27,kennyyerardi_USDA_APHIS,-77.58946759,38.91251459
346,346,100,128,103,201,0.335548173,275480.5,4308697.5,Forest,2cf632e6-6cd2-4436-b4d4-b40f4b0b9b80,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:27,kennyyerardi_USDA_APHIS,-77.58896931,38.89848878
347,347,172,171,151,197,0.067750678,272975.5,4307993.5,Grassland,e85e4caf-8635-42f2-a915-4c629c331547,8/12/2020 2:05,philip.roberts_FSA,10/30/2020 20:16,kennyyerardi_USDA_APHIS,-77.61759411,38.89150744
348,348,87,111,85,127,0.186915888,273285.5,4311107.5,Grassland,dc029a8d-0bca-486d-879f-016bb8324592,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:27,kennyyerardi_USDA_APHIS,-77.61505219,38.91962004
350,350,90,122,98,205,0.389830508,273470.5,4310230.5,Forest,e7f4872a-f15e-4d73-8832-14ce3d094c0f,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:27,kennyyerardi_USDA_APHIS,-77.61263068,38.91177296
351,351,159,165,137,201,0.116666667,275712.5,4311227.5,Crop,abf0595a-bc38-41ad-80a1-7ddd22e1d049,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:28,kennyyerardi_USDA_APHIS,-77.5871238,38.92132385
352,352,93,120,105,216,0.398058252,273308.5,4309795.5,Forest,96298720-34e2-4251-8a04-c6f2af669e3c,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:28,kennyyerardi_USDA_APHIS,-77.61435352,38.90781524
353,353,125,144,116,217,0.269005848,274551.5,4312535.5,Forest,4561940b-6c5a-4a74-9472-5f252a4b0bd1,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:31,kennyyerardi_USDA_APHIS,-77.60093317,38.93280123
354,354,124,154,118,221,0.28115942,274287.5,4307103.5,Forest,441c5186-8e88-4d54-9437-4e037151853e,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:31,kennyyerardi_USDA_APHIS,-77.60218882,38.88383351
355,355,95,130,100,208,0.372937294,272810.5,4311027.5,Forest,da166306-d756-40f9-abae-85d05e19458c,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:31,kennyyerardi_USDA_APHIS,-77.62049926,38.91877705
356,356,85,105,96,188,0.377289377,274121.5,4312233.5,Forest,127c2069-8cbb-4ea3-a42c-02dd07935102,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:31,kennyyerardi_USDA_APHIS,-77.60578963,38.92997198
357,357,61,83,81,134,0.374358974,273203.5,4310977.5,Forest,2c9526a4-9e27-4b13-b75e-e3eb2e6bb8af,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:31,kennyyerardi_USDA_APHIS,-77.6159541,38.91842858
358,358,82,102,91,121,0.192118227,276741.5,4310392.5,Grassland,417ded73-ff1a-42d1-ba28-1b170aa0cff2,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:31,kennyyerardi_USDA_APHIS,-77.57499378,38.91406924
359,359,150,174,138,222,0.193548387,277638.5,4306065.5,Grassland,c857de75-382c-481a-abcf-23d5624d4b09,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:31,kennyyerardi_USDA_APHIS,-77.56325622,38.87534318
360,360,158,184,137,228,0.18134715,275285.5,4306582.5,Grassland,062769ce-a5f4-4f84-9c35-2862d56a1b3f,8/12/2020 2:05,philip.roberts_FSA,10/30/2020 20:17,kennyyerardi_USDA_APHIS,-77.59052365,38.87939906
361,361,219,203,188,192,-0.065693431,272296.5,4306040.5,Barren,98de5f34-e758-4e5b-b9d7-c5c900227b57,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:31,kennyyerardi_USDA_APHIS,-77.62476798,38.87375071
362,362,171,176,156,211,0.104712042,273134.5,4306749.5,Grassland,b85e4af5-d1ab-4fe1-b64f-3f0065764a8c,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.61535172,38.88034987
363,363,95,135,100,216,0.389067524,273379.5,4310597.5,Forest,5ca56eda-ae3b-4327-8bbf-7b418b0ccf63,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.61380045,38.91505325
364,364,95,104,119,30,-0.52,274338.5,4313193.5,Urban,3430526b-1619-4f9b-b50f-ee9f7deb8484,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.60360485,38.93866987
365,365,89,119,107,204,0.392491468,277548.5,4309682.5,Forest,96e90258-349c-4a5b-aa73-8482aa19d012,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.56546456,38.90788237
366,366,186,191,184,116,-0.231788079,274796.5,4307122.5,Urban,02159470-d40f-4332-a572-2ce0e18089f8,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.59633252,38.88413513
367,367,200,191,182,147,-0.152737752,273490.5,4306965.5,Barren,a59ee687-5708-4eac-aeda-0bf3ca46415e,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.61132287,38.88238615
368,368,113,137,111,206,0.29153605,274502.5,4309104.5,Forest,17c251a6-5a34-443b-8912-ba7a9442039f,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.6003697,38.90190215
370,370,109,151,111,230,0.356932153,273383.5,4312168.5,Forest,86486304-f771-48c6-8593-2a489100e9c8,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.61427364,38.92919655
371,371,73,92,86,82,0.058064516,276140.5,4307048.5,Grassland,64c9374e-4c80-49b6-9c44-e7b1089d429f,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.58082834,38.88381234
372,372,135,133,154,32,-0.616766467,278092.5,4311903.5,Urban,188f4961-1f14-44d4-a6fd-dbbdf0b414ae,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.55991536,38.92801451
373,373,133,152,120,187,0.16875,272743.5,4312650.5,Grassland,eeee6549-37e3-4e66-9df4-8cd1e5cfb13c,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.6218094,38.93336999
375,375,147,161,148,202,0.157593123,276436.5,4312253.5,Grassland,1cab2bd9-18cc-4825-94e8-72cc131083c3,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.5791151,38.93074496
376,376,146,161,122,212,0.184357542,277743.5,4313002.5,Grassland,124a75fe-8534-4bfa-8f86-1d2b525c4736,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.56429413,38.93781984
377,377,143,164,121,210,0.1898017,274915.5,4307992.5,Grassland,53db6e48-6f51-4c76-bad5-1cf5c4e8d2e8,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:32,kennyyerardi_USDA_APHIS,-77.59524704,38.89199759
378,378,152,156,139,186,0.100591716,276719.5,4309176.5,Grassland,27022d01-0c10-4f11-b149-06db7b849ef2,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:33,kennyyerardi_USDA_APHIS,-77.57485152,38.90311675
379,379,144,157,127,194,0.147928994,277883.5,4307701.5,Grassland,132c09a9-759b-4c7b-8051-c7994eb5dc71,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:33,kennyyerardi_USDA_APHIS,-77.56096363,38.89013324
380,380,118,143,113,174,0.191780822,274970.5,4308798.5,Grassland,a636fa88-66cb-46d6-877e-8ad31e5bdfde,8/12/2020 2:05,philip.roberts_FSA,10/30/2020 20:17,kennyyerardi_USDA_APHIS,-77.5948777,38.8992675
381,381,100,134,97,213,0.361022364,274412.5,4307867.5,Forest,a20bba46-3675-40de-8991-819837d4093d,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:34,kennyyerardi_USDA_APHIS,-77.60100006,38.89074331
382,382,77,99,87,189,0.421052632,273725.5,4307192.5,Forest,c269f322-5427-48a8-a9cd-2e13863ffa05,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:35,kennyyerardi_USDA_APHIS,-77.60869106,38.88449018
383,383,105,124,118,149,0.173228346,277799.5,4312918.5,Forest,2e71d292-7d4c-427a-9a60-514b84e9bf8d,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:35,kennyyerardi_USDA_APHIS,-77.56362138,38.93707782
384,384,176,182,156,201,0.066312997,273588.5,4307478.5,Grassland,163221d0-b1f5-4ec3-b687-fb2b1a3838ea,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:35,kennyyerardi_USDA_APHIS,-77.61036327,38.88702952
385,385,153,168,135,214,0.166212534,274894.5,4307072.5,Grassland,31301d0f-4a5b-40a6-a977-f47e0d8f6a77,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:35,kennyyerardi_USDA_APHIS,-77.59518739,38.88371013
386,386,167,169,145,203,0.097297297,273570.5,4308641.5,Grassland,12f1bd4f-6a9f-4270-ac49-4e3b6d4d8329,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:35,kennyyerardi_USDA_APHIS,-77.61095413,38.89749438
387,387,110,131,112,199,0.28802589,273308.5,4308086.5,Forest,5959735b-f3a7-4f54-a434-ce58d33e51bd,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:35,kennyyerardi_USDA_APHIS,-77.61378905,38.89243062
388,388,122,144,108,213,0.271641791,273465.5,4312072.5,Grassland,c7ababeb-f54b-4652-8ed5-7556b8e11699,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:35,kennyyerardi_USDA_APHIS,-77.61329687,38.92835352
389,389,104,123,103,170,0.240875912,274414.5,4312523.5,Forest,f214ba0f-ba3b-4efc-8945-4ab99fccdec6,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:35,kennyyerardi_USDA_APHIS,-77.60250823,38.93265799
390,390,88,104,94,89,0.005649718,276132.5,4312515.5,Grassland,42889278-acec-4e3b-b5af-339a3505b6fc,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:35,kennyyerardi_USDA_APHIS,-77.58270444,38.93302604
391,391,134,150,114,210,0.220930233,275411.5,4310941.5,Crop,10510f8c-7b00-4325-88db-83bf7c6d9364,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:35,kennyyerardi_USDA_APHIS,-77.59049881,38.91867224
392,392,176,184,160,210,0.088082902,276779.5,4312151.5,Crop,0f97c83c-8fbb-4bd2-9b87-5053dd8bc5b0,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:36,kennyyerardi_USDA_APHIS,-77.57512863,38.92991406
393,393,161,166,136,207,0.125,273121.5,4306189.5,Crop,b3f812d9-493c-4491-8d79-853c40cb21a2,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:36,kennyyerardi_USDA_APHIS,-77.61531653,38.87530532
394,394,146,153,137,190,0.130952381,277937.5,4312330.5,Grassland,87f8b693-8d35-4f1c-b7f8-3f6979d400b9,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:36,kennyyerardi_USDA_APHIS,-77.56184013,38.93181934
395,395,59,78,84,107,0.289156627,273105.5,4310154.5,Forest,1cd684ef-d2eb-4880-aa77-eb8d137eccfc,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:36,kennyyerardi_USDA_APHIS,-77.6168111,38.91099455
396,396,191,186,166,201,0.025510204,274313.5,4308691.5,Crop,2055ec86-2a40-40b0-bec3-67a21cbaacde,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:36,kennyyerardi_USDA_APHIS,-77.60241129,38.8981357
397,397,184,183,189,70,-0.448818898,277640.5,4312300.5,Urban,6e76b52a-d030-4064-84ea-d5b62366a9c2,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:36,kennyyerardi_USDA_APHIS,-77.56525356,38.93147404
398,398,96,133,90,209,0.370491803,275381.5,4310600.5,Shrub,167f5904-44b7-430c-8e94-6445bc4747f0,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:36,kennyyerardi_USDA_APHIS,-77.59073282,38.91559479
399,399,157,162,132,196,0.110481586,277593.5,4306770.5,Crop,9e79bad2-bef4-47e8-8b68-9e18ad7e2ac3,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:36,kennyyerardi_USDA_APHIS,-77.56400269,38.88167856
400,400,226,226,224,192,-0.081339713,277511.5,4312923.5,Urban,29b716ca-f863-4cff-96d9-58168fa14cea,8/12/2020 2:05,philip.roberts_FSA,9/23/2020 16:36,kennyyerardi_USDA_APHIS,-77.56694268,38.93704983
401,401,156,167,173,169,0.04,291090.5,4313455.5,Urban,150ae236-da86-4514-9081-a3e5205d30ac,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:25,kennyyerardi_USDA_APHIS,-77.41057182,38.94517909
402,402,129,127,130,40,-0.526627219,291460.5,4316220.5,Urban,8db575f9-4010-40dc-952b-79dadeee6d08,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:26,kennyyerardi_USDA_APHIS,-77.40714856,38.97016172
403,403,164,172,174,64,-0.438596491,293725.5,4316262.5,Urban,c3c1395f-7b3a-4242-b0c5-f36ec4403b9b,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:26,kennyyerardi_USDA_APHIS,-77.38103775,38.9710761
404,404,83,94,112,19,-0.62745098,292902.5,4314743.5,Urban,e0a0f3ba-5699-4476-b727-e1009059f6eb,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:26,kennyyerardi_USDA_APHIS,-77.39007015,38.95720553
405,405,92,109,93,32,-0.483870968,290673.5,4315330.5,Water,b36d4e78-47fb-46b5-96ed-50f89d8cc43a,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:26,kennyyerardi_USDA_APHIS,-77.41595294,38.96196102
406,406,103,116,107,113,0.046296296,291489.5,4313450.5,Grassland,c096f51f-f8c7-4fa6-aa29-08532250c74c,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:26,kennyyerardi_USDA_APHIS,-77.4059701,38.94522904
407,407,160,172,168,151,-0.028938907,288470.5,4318376.5,Urban,f496db52-7d3d-4538-8188-07a9984dd061,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:26,kennyyerardi_USDA_APHIS,-77.4422999,38.98885578
408,408,155,171,145,212,0.155313351,294630.5,4316595.5,Grassland,126055b7-35dd-43f2-918a-3d3cd36445c8,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:27,kennyyerardi_USDA_APHIS,-77.37069965,38.97428694
409,409,133,148,119,184,0.160883281,291359.5,4314498.5,Grassland,3ef12b2f-040e-4120-ad76-87970e7a172f,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:27,kennyyerardi_USDA_APHIS,-77.4077883,38.95463375
410,410,150,154,137,199,0.140401146,294129.5,4316280.5,Grassland,909163e1-189f-4080-aa38-968e36dc14e5,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:27,kennyyerardi_USDA_APHIS,-77.37638352,38.97133319
411,411,212,212,210,187,-0.062656642,294034.5,4315114.5,Urban,4096ea41-a060-4552-bed0-00901e727dd4,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:27,kennyyerardi_USDA_APHIS,-77.37712815,38.96081262
412,412,179,181,180,104,-0.265017668,293196.5,4314313.5,Urban,8417673f-2087-45e7-9873-0bd983c97df6,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:27,kennyyerardi_USDA_APHIS,-77.38654998,38.9534034
413,413,133,141,143,139,0.022058824,289273.5,4312965.5,Urban,b341b041-0ffe-42ff-a799-c14880a093d9,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:27,kennyyerardi_USDA_APHIS,-77.43136958,38.9403327
414,414,139,147,150,83,-0.252252252,290124.5,4318135.5,Urban,f85ca52c-60f5-40c9-bed5-80c537ad069e,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:27,kennyyerardi_USDA_APHIS,-77.42314494,38.98708404
415,415,103,118,123,48,-0.364238411,289922.5,4314349.5,Urban,af9406fa-092d-4486-be3a-a0cebec79faa,8/12/2020 2:05,philip.roberts_FSA,9/24/2020 15:27,kennyyerardi_USDA_APHIS,-77.42431228,38.95294904
