FID,Field1,red,green,blue,nir,ndvi,X,Y,Observed,GlobalID,CreationDate,Creator,EditDate,Editor,x2,y2
1,1,96,118,106,209,0.370491803,281314.5,4319411.5,Forest,f7ce05b4-5760-4073-9220-272f17d07556,8/12/2020 2:05,philip.roberts_FSA,8/21/2020 18:22,philip.roberts_FSA,-77.52518009,38.99641539
2,2,102,142,107,215,0.356466877,280382.5,4314571.5,Forest,3d104560-8115-467f-b28b-f170415726ae,8/12/2020 2:05,philip.roberts_FSA,8/21/2020 18:23,philip.roberts_FSA,-77.53437767,38.95260966
3,3,162,170,149,206,0.119565217,278817.5,4312537.5,Grassland,d9b7fb1e-554d-4b3a-9437-6542d6c74898,8/12/2020 2:05,philip.roberts_FSA,8/21/2020 18:23,philip.roberts_FSA,-77.55176417,38.93390516
4,4,185,181,182,71,-0.4453125,281102.5,4314210.5,Urban,366163e2-0ba1-4e47-a0bd-4e32fe65b2c0,8/12/2020 2:05,philip.roberts_FSA,8/21/2020 18:23,philip.roberts_FSA,-77.52596101,38.94953978
5,5,140,140,128,87,-0.233480176,278089.5,4314259.5,Barren,9b9e1e5f-bb08-4b37-95db-fa0d5ad9f267,8/12/2020 2:05,philip.roberts_FSA,9/3/2020 18:47,philip.roberts_FSA,-77.56071316,38.94922349
6,6,71,87,86,63,-0.059701493,282295.5,4312967.5,Forest,4ef8ab8d-28ea-4830-9864-b3234dc733ee,8/12/2020 2:05,philip.roberts_FSA,9/3/2020 18:48,philip.roberts_FSA,-77.51181164,38.93864638
7,7,125,162,111,225,0.285714286,282009.5,4316578.5,Forest,420013a2-9fff-463f-ad47-6a10e10b7bce,8/12/2020 2:05,philip.roberts_FSA,9/3/2020 18:48,philip.roberts_FSA,-77.51625852,38.97108418
9,9,83,104,89,163,0.325203252,283741.5,4318096.5,Forest,3223bac4-0dfe-4f25-8c6f-fe71a5f206fe,8/12/2020 2:05,philip.roberts_FSA,9/3/2020 18:53,philip.roberts_FSA,-77.49676405,38.98517971
10,10,87,122,102,221,0.435064935,278588.5,4318401.5,Forest,6d051da0-129e-4c2f-9145-7ffddfec5cdc,8/12/2020 2:05,philip.roberts_FSA,9/3/2020 18:53,philip.roberts_FSA,-77.55630108,38.98663769
11,11,134,144,117,189,0.170278638,283602.5,4317073.5,Grassland,fbbe47b0-56ec-4054-96e4-2b6e4dce401d,8/12/2020 2:05,philip.roberts_FSA,9/3/2020 18:54,philip.roberts_FSA,-77.49804357,38.9759355
12,12,165,164,170,72,-0.392405063,280532.5,4312857.5,Urban,7a5de0fc-c7cf-4aed-b00e-5afc8896c8b2,8/12/2020 2:05,philip.roberts_FSA,9/3/2020 18:54,philip.roberts_FSA,-77.53209894,38.93721673
13,13,178,175,186,69,-0.441295547,280649.5,4318018.5,Urban,dc7bfb4d-f7c8-41fb-9e6d-fd640e02b3f5,8/12/2020 2:05,philip.roberts_FSA,9/3/2020 18:54,philip.roberts_FSA,-77.53240471,38.98370844
14,14,131,147,110,214,0.24057971,283679.5,4318367.5,Grassland,502436d7-de64-4a04-9d46-a6c9ecfc3e0d,8/12/2020 2:05,philip.roberts_FSA,9/3/2020 18:55,philip.roberts_FSA,-77.497565,38.98760416
15,15,72,87,94,92,0.12195122,279279.5,4316976.5,Forest,2f4f66d1-5731-4d79-b5db-37f3c49be4f1,8/12/2020 2:05,philip.roberts_FSA,10/30/2020 20:05,kennyyerardi_USDA_APHIS,-77.54787042,38.97398364
16,16,157,169,147,205,0.132596685,278994.5,4314938.5,Grassland,50f013b7-a7e1-4733-aaa8-757d0175f08e,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:31,kennyyerardi_USDA_APHIS,-77.55049888,38.95556477
17,17,237,237,235,222,-0.032679739,278580.5,4315539.5,Urban,d43cb8e0-fd61-4f28-afc8-d9b321b47478,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:32,kennyyerardi_USDA_APHIS,-77.55546665,38.96087076
18,18,164,167,138,194,0.083798883,278087.5,4319838.5,Grassland,509fd0d5-1c38-48da-a08a-d2893bf9f479,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:32,kennyyerardi_USDA_APHIS,-77.56254675,38.99944722
19,19,65,87,75,118,0.289617486,283273.5,4314128.5,Forest,dd75acc7-7a0d-4fdb-b610-b982f8d1d911,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:33,kennyyerardi_USDA_APHIS,-77.50090523,38.94934089
20,20,132,138,126,165,0.111111111,280973.5,4316340.5,Grassland,743285fd-201e-43a5-b759-bd75800e7230,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:42,kennyyerardi_USDA_APHIS,-77.52812999,38.96868317
21,21,219,203,188,190,-0.070904645,281645.5,4315558.5,Barren,80084f0e-0c21-4e7e-bc62-3c5bba77d61c,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:43,kennyyerardi_USDA_APHIS,-77.52013079,38.96181081
22,22,135,151,125,221,0.241573034,282117.5,4313683.5,Forest,5afc8b05-f43b-4869-942a-812f52fa7ab0,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:43,kennyyerardi_USDA_APHIS,-77.51409129,38.94504816
23,23,150,151,120,176,0.079754601,282700.5,4315026.5,Grassland,38064699-99f0-4abe-af15-e54403a08299,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:43,kennyyerardi_USDA_APHIS,-77.50779651,38.95728356
24,24,163,171,147,195,0.089385475,279399.5,4315993.5,Barren,7569a30c-2029-4e1e-98c8-e908f6586850,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:44,kennyyerardi_USDA_APHIS,-77.54616943,38.96516442
25,25,158,159,141,200,0.117318436,280935.5,4318389.5,Grassland,ec4559cb-0f7a-4039-8219-ac3fd282544e,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:44,kennyyerardi_USDA_APHIS,-77.52922476,38.98711999
26,26,74,103,85,200,0.459854015,281649.5,4319113.5,Forest,620c8ab3-8c82-4fdb-b31b-081a1e51b9fa,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:46,kennyyerardi_USDA_APHIS,-77.52122005,38.99381624
27,27,87,108,99,148,0.259574468,281772.5,4312759.5,Forest,d668feb1-a135-4195-a8be-312ae4bcc55c,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:46,kennyyerardi_USDA_APHIS,-77.51777418,38.93664385
28,28,168,166,143,186,0.050847458,277924.5,4314386.5,Grassland,f6a9fe5f-6ddd-4300-a92e-1ee7ac93a7ea,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:46,kennyyerardi_USDA_APHIS,-77.56265658,38.95032502
29,29,93,122,100,219,0.403846154,278921.5,4316813.5,Forest,427eace9-b7ea-4957-a434-6655a7632ea8,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:46,kennyyerardi_USDA_APHIS,-77.55194645,38.97242597
30,30,101,133,110,216,0.362776025,282018.5,4319927.5,Forest,aca8ac39-9b1f-4dcd-9f53-3a68a829f3e8,8/12/2020 2:05,philip.roberts_FSA,9/17/2020 18:47,kennyyerardi_USDA_APHIS,-77.51722296,39.00123635
31,31,168,170,149,195,0.074380165,282881.5,4319388.5,Grassland,053fe6a9-c660-4563-adca-462f375a66a8,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 16:11,kennyyerardi_USDA_APHIS,-77.50709471,38.99659842
32,32,86,104,104,134,0.218181818,282328.5,4314170.5,Forest,37edd8a8-f333-44ba-824b-23b23f429465,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 16:12,kennyyerardi_USDA_APHIS,-77.51181362,38.9494849
33,33,131,147,120,197,0.201219512,281211.5,4313613.5,Grassland,41ca906b-8339-4caa-8db1-a2c990174753,8/12/2020 2:05,philip.roberts_FSA,10/30/2020 20:06,kennyyerardi_USDA_APHIS,-77.52451359,38.94419239
34,34,124,122,144,33,-0.579617834,279628.5,4314489.5,Urban,189bd8b6-8390-4051-98b7-111165c4c7de,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 16:15,kennyyerardi_USDA_APHIS,-77.54304443,38.95168225
35,35,148,152,129,174,0.080745342,280997.5,4313333.5,Grassland,a0127059-d95f-48a6-9882-38c03d4c44e2,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 16:15,kennyyerardi_USDA_APHIS,-77.52689108,38.94161823
36,36,176,174,177,69,-0.436734694,280557.5,4317195.5,Urban,e8214240-685f-48cf-bd6f-1796909adf75,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 16:15,kennyyerardi_USDA_APHIS,-77.53320169,38.97627628
37,37,75,107,83,193,0.440298507,278853.5,4319845.5,Forest,0e3e826f-e479-42bb-96a6-bdaec1386ad6,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 16:15,kennyyerardi_USDA_APHIS,-77.5537118,38.99970412
38,38,204,194,184,168,-0.096774194,283731.5,4319344.5,Barren,d1ebbd1d-f7e8-4836-9f91-d31e7b590124,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 16:15,kennyyerardi_USDA_APHIS,-77.49727444,38.99641273
39,39,166,162,137,184,0.051428571,277880.5,4318700.5,Crop,43d7e10b-6156-40b9-bcd8-939e67652bfb,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 16:18,kennyyerardi_USDA_APHIS,-77.56456484,38.98915007
40,40,157,154,149,86,-0.29218107,280705.5,4318737.5,Urban,f3901b99-58ac-4a5e-911b-049ad2ce9903,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 16:19,kennyyerardi_USDA_APHIS,-77.53198951,38.9901953
41,41,130,158,118,211,0.237536657,283258.5,4319687.5,Grassland,d33b0493-29c8-41cd-a8df-6034fcbf7b3c,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 16:24,kennyyerardi_USDA_APHIS,-77.50284021,38.99938368
42,42,144,166,127,218,0.20441989,278686.5,4319017.5,Grassland,472625e6-2b80-45a0-ace5-9c9f742c2097,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 16:24,kennyyerardi_USDA_APHIS,-77.55537019,38.99220794
43,43,106,145,101,210,0.329113924,283274.5,4318377.5,Forest,444f2677-e795-4d6c-8a6d-c7920e0d1e19,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 16:24,kennyyerardi_USDA_APHIS,-77.50224002,38.98759403
44,44,188,174,161,180,-0.02173913,279285.5,4316531.5,Crop,d2763bcf-27df-4ad9-bb5c-232a1382ff1a,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:07,kennyyerardi_USDA_APHIS,-77.5476576,38.96997905
45,45,222,214,191,174,-0.121212121,279088.5,4317645.5,Barren,85e977a6-9920-49b9-bd00-ab272679b312,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:07,kennyyerardi_USDA_APHIS,-77.55028933,38.97995813
46,46,82,102,93,143,0.271111111,283003.5,4313187.5,Forest,8bfb72a1-0ff8-4c9d-b486-c9e104541906,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:07,kennyyerardi_USDA_APHIS,-77.50371992,38.94080245
47,47,106,117,100,151,0.175097276,278424.5,4317575.5,Forest,8e8d9752-5079-4ff7-9f17-bb7447146953,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:38,kennyyerardi_USDA_APHIS,-77.55792501,38.97916023
48,48,82,114,93,154,0.305084746,277685.5,4313168.5,Forest,ded2ce24-5fe3-47c7-a091-bd1cb5c8bd5a,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:38,kennyyerardi_USDA_APHIS,-77.56501655,38.93929954
49,49,144,149,126,190,0.137724551,283680.5,4316086.5,Grassland,c4a81627-d8cb-49b2-966c-87076347de4f,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:38,kennyyerardi_USDA_APHIS,-77.49683176,38.96706898
50,50,106,129,113,175,0.245551601,282580.5,4312817.5,Forest,35d8a1fb-3f6d-40d1-80b2-5d010fb147e0,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:39,kennyyerardi_USDA_APHIS,-77.50847873,38.93736666
51,51,88,114,103,152,0.266666667,278729.5,4318373.5,Forest,7ac91fb7-4a7e-4ebf-bab9-a3d49fe716a9,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:39,kennyyerardi_USDA_APHIS,-77.55466561,38.98642126
52,52,91,119,105,209,0.393333333,278491.5,4315093.5,Forest,d770afa1-cc67-4403-aa39-a2c2fc0d15ab,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:39,kennyyerardi_USDA_APHIS,-77.5563485,38.95683318
53,53,230,230,228,162,-0.173469388,279101.5,4315844.5,Urban,9e51f8a5-5ccf-49cb-aad9-43893172b0e4,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:39,kennyyerardi_USDA_APHIS,-77.54955766,38.96374799
54,54,181,182,187,59,-0.508333333,281581.5,4318530.5,Urban,9180daca-481b-47b6-834d-e4902dcca02a,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:39,kennyyerardi_USDA_APHIS,-77.52181814,38.98855074
55,55,185,177,154,194,0.023746702,279860.5,4318290.5,Grassland,37b51416-eb8d-48f8-a921-ce6c8f2c530c,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:40,kennyyerardi_USDA_APHIS,-77.54159299,38.98595913
56,56,75,93,97,89,0.085365854,278539.5,4315207.5,Grassland,a659eb2b-2a98-47bd-b7b5-e712a1dcec7f,8/12/2020 2:05,philip.roberts_FSA,11/5/2020 17:03,kennyyerardi_USDA_APHIS,-77.55583196,38.95787159
57,57,84,105,96,104,0.106382979,282168.5,4312924.5,Forest,c418daa4-8b28-49f6-8918-5d015a2e31f1,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:40,kennyyerardi_USDA_APHIS,-77.51326195,38.93822773
58,58,195,190,187,97,-0.335616438,281125.5,4314203.5,Urban,4ff93ee6-5cfe-4d20-81f1-70da5a972fb6,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:41,kennyyerardi_USDA_APHIS,-77.52569361,38.9494825
59,59,152,170,130,202,0.141242938,283257.5,4319613.5,Grassland,4fb05718-68cd-4894-a81c-a2954e10f386,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:41,kennyyerardi_USDA_APHIS,-77.50282826,38.99871723
60,60,102,110,99,30,-0.545454545,281395.5,4316109.5,Water,4fce251b-c446-44ae-a2d8-c3d72667812d,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:41,kennyyerardi_USDA_APHIS,-77.52318961,38.96670895
61,61,218,215,206,171,-0.120822622,280527.5,4313016.5,Barren,e3dfbc27-52d4-4baf-b93b-2c558d2edca7,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:41,kennyyerardi_USDA_APHIS,-77.53220752,38.9386469
63,63,177,174,181,63,-0.475,280326.5,4317674.5,Urban,67c4d56c-c1d0-4d32-9c52-d537bd0913ac,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:42,kennyyerardi_USDA_APHIS,-77.53601979,38.9805306
64,64,180,181,186,63,-0.481481481,281105.5,4318499.5,Urban,f8e4395a-a2f2-40af-bce4-45557739677b,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:42,kennyyerardi_USDA_APHIS,-77.52729903,38.98815279
65,65,61,75,78,64,0.024,282332.5,4317461.5,Grassland,68dcb531-edd5-44c5-af1a-4cafca8efaa1,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:42,kennyyerardi_USDA_APHIS,-77.51281458,38.97911389
66,66,150,151,143,143,-0.023890785,281206.5,4318078.5,Urban,9c13417b-ef49-47c2-9993-ed5d806addfc,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:43,kennyyerardi_USDA_APHIS,-77.52599918,38.98438794
67,67,141,160,105,212,0.201133144,283014.5,4316083.5,Grassland,e12427e6-aedf-4d36-86ce-1b530ad63b75,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:43,kennyyerardi_USDA_APHIS,-77.50451116,38.9668773
68,68,189,189,189,87,-0.369565217,283071.5,4319298.5,Urban,e1adad75-77d4-4c5a-8004-c4aeef0e02a4,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:43,kennyyerardi_USDA_APHIS,-77.50487413,38.99583528
69,69,206,194,180,164,-0.113513514,283495.5,4319733.5,Barren,85f953ba-f27e-4c95-8439-245a7cc99fcb,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:44,kennyyerardi_USDA_APHIS,-77.50012045,38.99985646
70,70,85,116,85,176,0.348659004,278023.5,4319449.5,Forest,93f35e67-5383-45f9-ad54-9c95319c9039,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:44,kennyyerardi_USDA_APHIS,-77.56315868,38.99592909
71,71,71,99,74,141,0.330188679,283194.5,4314005.5,Forest,9b48e075-9c5e-4bc8-a45e-9357c7ae41d8,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:44,kennyyerardi_USDA_APHIS,-77.50177709,38.94821401
72,72,163,159,134,201,0.104395604,280614.5,4319924.5,Grassland,9ccdec2c-a419-45d9-a13e-111287666140,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:44,kennyyerardi_USDA_APHIS,-77.53342047,39.00085852
73,73,164,165,167,66,-0.426086957,283223.5,4314534.5,Urban,745782bb-a171-4a5a-828f-9533b4b8c412,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:44,kennyyerardi_USDA_APHIS,-77.50161025,38.95298368
74,74,169,158,154,79,-0.362903226,281989.5,4316830.5,Urban,989519d9-1050-41d8-a990-d4e5d80c2630,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:44,kennyyerardi_USDA_APHIS,-77.51656951,38.97334788
75,75,78,94,93,161,0.347280335,283574.5,4312651.5,Forest,db08517e-5fc1-447a-8a07-9db163964b90,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:44,kennyyerardi_USDA_APHIS,-77.49696818,38.936118
76,76,192,191,187,76,-0.432835821,280101.5,4315904.5,Urban,848cb7ff-d715-4529-9b60-0cae1346deea,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:44,kennyyerardi_USDA_APHIS,-77.53804577,38.96453964
77,77,84,119,95,187,0.380073801,278761.5,4318901.5,Forest,afe28b14-4b89-430c-bc74-2ba2f618be5a,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:44,kennyyerardi_USDA_APHIS,-77.55446745,38.99118262
78,78,75,96,89,118,0.222797927,282649.5,4313825.5,Forest,ea442810-0dac-40e0-928b-d7b7a1cbe8ab,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:44,kennyyerardi_USDA_APHIS,-77.50800324,38.94645858
79,79,122,149,116,196,0.232704403,281366.5,4319951.5,Grassland,5488e44b-c25c-4e49-8c48-7456f3e61a11,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:45,kennyyerardi_USDA_APHIS,-77.52475305,39.00128978
80,80,88,113,94,202,0.393103448,277877.5,4317237.5,Forest,f7bd2ec0-cf53-458c-9e02-d810da7ae2f4,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:45,kennyyerardi_USDA_APHIS,-77.56412402,38.97597889
81,81,86,120,96,175,0.340996169,281331.5,4313036.5,Forest,9d5b0627-6a94-41fe-8187-b4af07821c51,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:45,kennyyerardi_USDA_APHIS,-77.52294599,38.93902777
82,82,137,139,154,42,-0.530726257,283651.5,4317448.5,Urban,cfeeacfb-accc-4ea4-887e-cf498447f23b,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:45,kennyyerardi_USDA_APHIS,-77.4975971,38.97932366
83,83,111,144,115,206,0.299684543,283282.5,4313026.5,Forest,853e5e1e-dcfe-47ca-8a0b-00a2f13d47fb,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:45,kennyyerardi_USDA_APHIS,-77.50045272,38.93942198
84,84,186,182,157,199,0.033766234,281962.5,4315617.5,Grassland,5d349b0b-bcdf-49c6-8d00-6c064662a54e,8/12/2020 2:05,philip.roberts_FSA,10/30/2020 20:07,kennyyerardi_USDA_APHIS,-77.51649424,38.96242089
86,86,112,149,106,228,0.341176471,279947.5,4317295.5,Grassland,681cd3fe-b0f5-4ca9-924f-19462fbdb9f5,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:46,kennyyerardi_USDA_APHIS,-77.54026915,38.9770235
87,87,180,178,181,123,-0.188118812,281224.5,4318680.5,Urban,c2567f47-e680-42c6-b7e6-dd1c547c24a9,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:46,kennyyerardi_USDA_APHIS,-77.52598428,38.989812
88,88,141,161,126,216,0.210084034,280529.5,4319444.5,Grassland,809c1efa-45b0-4666-8853-08b21a596c09,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:46,kennyyerardi_USDA_APHIS,-77.53424689,38.996516
89,89,173,167,181,36,-0.655502392,283433.5,4314657.5,Urban,d407f2ba-68dc-466f-8dcb-189078cd4cb7,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:46,kennyyerardi_USDA_APHIS,-77.49922791,38.95414293
90,90,74,99,93,142,0.314814815,281170.5,4315026.5,Forest,f5bdf9e5-d1d2-446c-be68-559bd2832d57,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:46,kennyyerardi_USDA_APHIS,-77.5254379,38.95690292
91,91,222,215,196,172,-0.126903553,278843.5,4317438.5,Barren,a3d56b17-49b9-4452-bb29-b5e4427c9505,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:46,kennyyerardi_USDA_APHIS,-77.55304813,38.9780328
92,92,117,139,116,186,0.227722772,279522.5,4315019.5,Forest,615098ac-671f-4efc-a49c-e1bf27f7a957,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:47,kennyyerardi_USDA_APHIS,-77.54443724,38.95642693
93,93,208,210,205,176,-0.083333333,281451.5,4319987.5,Urban,a5e2ab78-de49-4f25-ba9d-2a27dc155d61,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:47,kennyyerardi_USDA_APHIS,-77.52378389,39.0016351
94,94,182,192,184,162,-0.058139535,281747.5,4318386.5,Urban,e6bcc778-8b5d-455d-8cb9-04d15d323a77,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:47,kennyyerardi_USDA_APHIS,-77.51985727,38.98729576
95,95,134,139,142,86,-0.218181818,277767.5,4315610.5,Urban,1ed38242-fd2f-4252-88be-30764b8e421a,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:47,kennyyerardi_USDA_APHIS,-77.56486402,38.96130415
96,96,212,204,201,161,-0.136729223,283745.5,4316327.5,Urban,5a05c7e0-a584-4919-af1c-f0dd34f01184,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:47,kennyyerardi_USDA_APHIS,-77.49615837,38.96925471
97,97,105,130,108,199,0.309210526,281483.5,4317351.5,Shrub,6003e78e-e192-4d9e-a69a-a26901cb97b8,8/12/2020 2:05,philip.roberts_FSA,10/30/2020 20:08,kennyyerardi_USDA_APHIS,-77.52257167,38.97791219
98,98,144,155,121,210,0.186440678,282901.5,4318040.5,Grassland,a1a7f4f3-b661-485d-ac1a-2571c5133316,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:48,kennyyerardi_USDA_APHIS,-77.50643565,38.9844677
99,99,144,133,141,37,-0.591160221,281921.5,4318010.5,Urban,8a2519a9-bb4c-44bf-bb7f-eccf92c81624,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:49,kennyyerardi_USDA_APHIS,-77.51773016,38.98395411
100,100,174,176,191,51,-0.546666667,280834.5,4318341.5,Urban,4ad81781-c678-461f-ae49-58213023abe4,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:49,kennyyerardi_USDA_APHIS,-77.53037441,38.98666259
101,101,101,126,105,223,0.37654321,276756.5,4318736.5,Forest,375a8d7a-2b98-46c8-9292-d7917cca6a91,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:49,kennyyerardi_USDA_APHIS,-77.57754195,38.98918828
102,102,87,108,93,197,0.387323944,276394.5,4317884.5,Forest,1fe2d8bf-558d-4078-9141-f00adc4bf81d,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:49,kennyyerardi_USDA_APHIS,-77.58143884,38.98142602
103,103,92,112,103,192,0.352112676,273867.5,4313372.5,Forest,d27fd355-b635-43bc-bcf0-1cb2b0498ecb,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:49,kennyyerardi_USDA_APHIS,-77.60909293,38.94015994
104,104,92,132,105,200,0.369863014,273297.5,4316514.5,Shrub,b745ae23-a4ac-4ad8-a74a-564998796949,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:49,kennyyerardi_USDA_APHIS,-77.61670376,38.96829713
105,105,126,151,119,221,0.273775216,274719.5,4312881.5,Forest,6208f7ab-8a92-40cf-9e8e-c237f8c9cee6,8/12/2020 2:05,philip.roberts_FSA,10/30/2020 20:09,kennyyerardi_USDA_APHIS,-77.59911063,38.93595913
106,106,121,141,116,218,0.286135693,274773.5,4318046.5,Grassland,c46b4799-43ff-4e14-8df1-f77d72eb32f4,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:50,kennyyerardi_USDA_APHIS,-77.60018813,38.98246899
107,107,123,141,129,219,0.280701754,276494.5,4317117.5,Forest,b6fe0869-4e4b-4dcd-80a7-1b6b4862aaf3,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:50,kennyyerardi_USDA_APHIS,-77.58003473,38.97454683
108,108,94,119,98,204,0.369127517,277764.5,4317083.5,Forest,2a2e31b9-bf84-4527-bc60-6799d123ad70,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:50,kennyyerardi_USDA_APHIS,-77.56537719,38.97456387
109,109,85,108,98,205,0.413793103,273602.5,4315462.5,Forest,4cce09db-abe8-48bb-806a-3636d0069298,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:50,kennyyerardi_USDA_APHIS,-77.61283862,38.95890586
110,110,191,168,137,141,-0.15060241,272265.5,4318406.5,Barren,151cb250-f32b-42e2-8217-cdfa059cc892,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:50,kennyyerardi_USDA_APHIS,-77.62923408,38.98506108
111,111,182,185,194,69,-0.450199203,278035.5,4315440.5,Urban,574fe258-21c2-4983-9a3f-d8421e48e9ee,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:51,kennyyerardi_USDA_APHIS,-77.56171868,38.95984166
112,112,222,215,205,184,-0.093596059,274525.5,4312674.5,Barren,f6d791ee-7285-47b0-b250-cc5c9f4f20e7,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:52,kennyyerardi_USDA_APHIS,-77.60127858,38.93404585
113,113,83,101,85,112,0.148717949,275401.5,4314677.5,Grassland,efec73d0-ff94-4423-831f-0a705def7c00,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:52,kennyyerardi_USDA_APHIS,-77.59183877,38.95230198
114,114,209,197,183,161,-0.12972973,276185.5,4313526.5,Barren,2b45292e-fc19-4256-8c74-b2d466c04833,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:52,kennyyerardi_USDA_APHIS,-77.58242387,38.94214088
115,115,96,124,99,209,0.370491803,276493.5,4317936.5,Forest,86cb2c84-f10e-48d1-b763-8636d966a49e,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:52,kennyyerardi_USDA_APHIS,-77.58031401,38.98191941
116,116,176,164,150,177,0.002832861,277866.5,4313628.5,Grassland,d7071210-b40f-4d4a-a5b1-79ca356b47d8,8/12/2020 2:05,philip.roberts_FSA,9/22/2020 17:52,kennyyerardi_USDA_APHIS,-77.56307935,38.94348651
