@begin get_site_from_NASIS
nasissitename|grpname|siteiid|peiid|usiteid|upedonid|pedlabsampnum|rcasiteid|taxonname|descname|obsdate|obsdatekind|areasymbol|mlra|utmzone|utmeasting|utmnorthing|x|y|horizdatnm|x_std|y_std|geocoordsource|gpspositionalerror|peqcstatus|peqastatus|undisclosed|pedontype|pedonpurpose|labdatadescflag|osdtypelocflag|erocl|drainagecl|flodfreqcl|floddurcl|flodmonthbeg|pondfreqcl|ponddurcl|pondmonthbeg|elev|slope|aspect|earthcovkind1|earthcovkind2|plantassocnm|bedrckdepth|bedrckkind|bedrckhardness|pmkind|pmorigin|landscape|landform|hillslopeprof|geomslopeseg|shapeacross|shapedown|slopecomplex|geomposhill|geomposmntn|geompostrce|geomposflats|classdate|classtype|classifier|taxonname_recent|localphase|taxonkind|seriesstatus|taxclname|taxorder|taxsuborder|taxgrtgroup|taxsubgrp|taxpartsize|taxpartsizemod|taxceactcl|taxreaction|taxtempcl|taxmoistscl|soiltaxedition|psctopdepth|pscbotdepth|surface_total_frags_pct_nopf|surface_total_frags_pct|surface_unspecified|surface_fine_gravel|surface_gravel|surface_cobbles|surface_stones|surface_boulders|surface_flagstones|surface_channers|surface_parafine_gravel|surface_paragravel|surface_paracobbles|surface_parastones|surface_paraboulders|surface_paraflagstones|surface_parachanners|
1155018|5685375||2C||37|53|BYX-L|13||16.0|50|34.0|65|65|65|||||||||||||||65|6.0|5|3|3||3|3||
1155018|5685376||2R||53|63|||||||||||||||||||||||||||||||||
1155019|5685377||A||0|15|CNX-LCOS|5||5.0|15|80.0|75|82|82|||||||||||||||82|6.4|5|2|2||2|2||
1155019|5685378||C1||15|53|CNX-LCOS|5||4.0|14|82.0|70|77|77|||||||||||||||77|6.6|5||||2|2||
1155019|5685379||C2||53|100|CNX-COSL|9||9.0|16|75.0|75|82|82|||||||||||||||82|6.8|5||||2|2||
1155020|5685380||Oe||0|5|MPM||45||||||||||||||||||||||||||||||
1155020|5685381||A||5|11|ASHY-CBV-L|13||17.0|48|35.0|45|45|45|||||||||||||||45|5.4|5|2|2||3|2||
1155020|5685382||Bs1||11|21|ASHY-CBV-L|13||16.0|47|37.0|40|40|40|||||||||||||||40|5.6|5|2|3||2|2||
1155020|5685383||Bs2||21|40|ASHY-CBV-L|13||14.0|49|37.0|50|50|50|||||||||||||||50|5.9|5|2|3||2|2||
1155020|5685384||2C||40|80|CBX-LCOS|5||2.0|16|82.0|60|60|60|||||||||||||||60|6.0|5|1|1||2|2||
1155021|5685385||Oe||0|2|MPM||45||||||||||||||||||||||||||||||
1155021|5685386||Oa||2|14|HPM||46||||||||||||||||||||||||||||||
1155021|5685387||A||14|23|ASHY-SIL|14||18.0|54|28.0|0||||||||||||||||||6.0|5|2|3||2|2||
1155021|5685388||Bw||23|47|ASHY-SIL|14||17.0|52|31.0|0||||||||||||||||||6.6|5|4|3||3|3||
1155021|5685389||2Bt||47|58|CL|17||30.0|35|35.0|5|5|5|||||||||||||||5|6.4|5|3|4||1|4||
1155021|5685390||2C1||58|78|GR-COSL|9||8.0|17|75.0|15|15|15|||||||||||||||15|6.6|5|1|1||2|2||
1155021|5685391||2C2||78|100|GRX-SCL|16||24.0|21|55.0|65|65|65|||||||||||||||65|6.8|5|3|4||3|1||
1155022|5685392||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1155022|5685393||A||2|12|ASHY-GRV-SIL|14||12.0|58|30.0|40|40|40|||||||||||||||40|5.0|5|2|2||2|2||
1155022|5685394||Bs1||12|27|ASHY-GRV-L|13||11.0|49|40.0|35|35|35|||||||||||||||35|5.0|5|2|2||3|2||
1155022|5685395||Bs2||27|50|ASHY-GRV-L|13||12.0|50|38.0|40|40|40|||||||||||||||40|5.2|5|2|2||3|3||
1155022|5685396||Bs3||50|71|GR-L|13||14.0|44|42.0|25|25|25|||||||||||||||25|5.4|5|2|2||3|3||
1155022|5685397||C||71|110|GRV-L|13||18.0|32|50.0|65|65|65|||||||||||||||65|5.6|5|2|3||3|3||
1155023|5685398||Oi||0|5|SPM||44||||||||||||||||||||||||||||||
1155023|5685399||AE||5|8|ASHY-CBV-L|13||16.0|46|38.0|45|45|45|||||||||||||||45|5.4|5|2|2||2|2||
1155023|5685400||Bs||8|19|ASHY-CBV-L|13||14.0|45|41.0|60|60|60|||||||||||||||60|5.6|5|2|2||2|2||
1155023|5685401||Bw||19|41|ASHY-CBX-L|13||13.0|44|43.0|65|65|65|||||||||||||||65|6.4|5|2|2||2|2||
1155023|5685402||2BC||41|78|CBX-COSL|9||6.0|24|70.0|75|75|75|||||||||||||||75|6.4|5|1|1||2|2||
1155024|5685403||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1155024|5685404||Oe||2|12|MPM||45||||||||||||||||||||||||||||||
1155024|5685405||A||12|23|MK-SIL|14||15.0|62|23.0||10|10|||||||||||||||10|6.4|5|2|2||3|2||
1155024|5685406||Bw1||23|40|ASHY-SIL|14||16.0|49|35.0||12|12|||||||||||||||12|6.6|5|2|2||3|2||
1155024|5685407||Bw2||40|61|ASHY-GR-L|13||18.0|41|41.0|25|25|25|||||||||||||||25|6.7|5|2|3||1|3||
1155024|5685408||2BC||61|83|CBX-SCL|16||22.0|22|56.0|65|65|65|||||||||||||||65|6.8|5|2|2||2|3||
1155025|5685409||Oe||0|4|MPM||45||||||||||||||||||||||||||||||
1155025|5685410||AE||4|13|STX-SL|10||11.0|37|52.0|80|80|80|||||||||||||||80|6.2|5|2|2||2|2||
1155025|5685411||Bw1||13|43|STX-SL|10||12.0|33|55.0|80|80|80|||||||||||||||80|6.3|5|2|2||2|2||
1155025|5685412||Bw2||43|75|GRX-L|13||10.0|40|50.0|65|65|65|||||||||||||||65|6.2|5|2|5||3|2||
1155025|5685413||C||75|100|GRX-LCOS|5||2.0|18|80.0|90|90|90|||||||||||||||90|6.3|5|1|1||2|2||
1155027|5685414||Oe||0|5|MPM||45||||||||||||||||||||||||||||||
1155027|5685415||E||5|8|ASHY-GR-L|13||14.0|46|40.0|20|20|20|||||||||||||||20|5.2|5|2|2||3|2||
1155027|5685416||Bw||8|32|ASHY-GR-L|13||12.0|38|50.0|30|30|30|||||||||||||||30|6.0|5|2|3||2|2||
1155027|5685417||2Bt||32|47|GRV-CL|17||28.0|27|45.0|40|40|40|||||||||||||||40|5.6|5|5|6||1|1||
1155027|5685418||2Cd||47|68|GRV-SCL|16||32.0|13|55.0|45|45|45|||||||||||||||45|5.6|5|5|6||1|1||
1155028|5685419||Oe||0|7|MPM||45||||||||||||||||||||||||||||||
1155028|5685420||E||7|8|||||||||||||||||||||||||5.4|5|2|2||2|2||
1155028|5685421||Bw||8|45|ASHY-CB-L|13||12.0|43|45.0|15|15|15|||||||||||||||15|6.2|5|2|2||2|2||
1155028|5685422||2Bt||45|90|GRV-SCL|16||22.0|18|60.0|40|40|40|||||||||||||||40|6.2|5|2|3||3|3||
1155028|5685423||2C||90|110|GRV-LS|6||5.0|19|76.0|45|45|45|||||||||||||||45|5.8|5|1|1||2|2||
1155029|5685424||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1155029|5685425||Oe||2|4|MPM||45||||||||||||||||||||||||||||||
1155029|5685426||E||4|11|GR-L|13||24.0|30|46.0|20|20|20|||||||||||||||20|5.4|5|3|3||1|1||
1155029|5685427||EBt||11|20|CB-CL|17||37.0|19|44.0|20|20|20|||||||||||||||20|5.5|5|5|4||4|4||
1155029|5685428||Bt1||20|41|CBV-C|21||41.0|15|44.0|55|55|55|||||||||||||||55|6.1|5|6|6||4|4||
1155029|5685429||Bt2||41|70|STX-CL|17||37.0|25|38.0|70|70|70|||||||||||||||70|6.4|5|6|6||4|4||
1155030|5685430||Oi||0|6|SPM||44||||||||||||||||||||||||||||||
1155030|5685431||Oe||6|11|MPM||45||||||||||||||||||||||||||||||
1155030|5685432||Oa||11|14|HPM||46||||||||||||||||||||||||||||||
1155030|5685433||E||14|21|GR-L|13||23.0|29|48.0|25|25|25|||||||||||||||25|5.4|5|3|4||1|1||
1155030|5685434||EBt||21|42|GRV-L|13||26.0|29|45.0|35|35|35|||||||||||||||35|5.6|5|3|4||4|1||
1155030|5685435||Bt1||42|71|CBX-CL|17||33.0|27|40.0|60|60|60|||||||||||||||60|5.8|5|5|4||4|4||
1155030|5685436||Bt2||71|90|CBX-CL|17||31.0|29|40.0|60|60|60|||||||||||||||60|5.8|5|5|4||4|4||
1155031|5685437||Oa||0|12|HPM||46||||||||||||||||||||||||||||||
1155031|5685438||Ag||12|35|C|21||50.0|32|18.0|10|10|10|||||||||||||||10|6.0|5|5|5||4|4||
1155031|5685439||||35|59||18||38.0|45|17.0|40|40|40|||||||||||||||40|7.0|5|3|4||4|4||
1155031|5685440||||59|80||21||41.0|35|24.0|65|65|65|||||||||||||||65|7.0|5|5|5||4|4||
1161192|5725860||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1161192|5725861||A||2|23|CBV-L|13||16.0|36|48.0||60|60||35|20|5||||||||||||6.4|5|3|3||3|3||
1161192|5725862||Bw1||23|57|CBX-L|13||18.0|32|50.0||70|70||40|25|5||||||||||||7.0|5|3|3||1|3||
1161192|5725863||Bw2||57|94|SCL|16||22.0|23|55.0||75|75||45|25|5||||||||||||7.0|5|3|3||1|3||
1161192|5725864||Ab||94|110|CBX-L|13||19.0|31|50.0||105|105||45|25|35||||||||||||7.2|5|3|3||1|3||
1161193|5725865||Oi||0|4|SPM||44||||||||||||||||||||||||||||||
1161193|5725866||A||4|11|GR-SL|10||15.0|27|58.0||20|20||20||||||||||||||5.1|5|3|3||3|3||
1161193|5725867||Bw1||11|20|GRV-SL|10||18.0|29|53.0||35|35||35||||||||||||||5.4|5|3|3||3|3||
1161193|5725868||Bw2||20|33|GR-SL|10||19.0|28|53.0||20|20||20||||||||||||||5.4|5|3|3||3|3||
1161193|5725869||BC||33|51|GR-SCL|16||22.0|23|55.0||30|30||30||||||||||||||5.2|5||||1|1||
1161194|5725870||A||0|23|GRV-SL|10||12.0|20|68.0||47|47||40|5|2||||||||||||7.2|5|3|3||2|2||
1161194|5725871||BC1||23|34|GRV-SCL|16||22.0|20|58.0||56|56||50|5|1||||||||||||7.2|5||||3|1||
1161194|5725872||BC2||34|73|GRV-SCL|16||22.0|23|55.0||50|50||47|3|||||||||||||7.2|5||||3|1||
1161195|5725873||A1||0|11|GR-L|13||19.0|33|48.0||30|30||30||||||||||||||6.0|5|2|2||3|1||
1161195|5725874||A2||11|27|GR-L|13||20.0|35|45.0||15|15||15||||||||||||||6.2|5|2|2||3|1||
1161195|5725875||Bt||27|54|GRV-SCL|16||26.0|17|57.0||40|40||40||||||||||||||4.9|5|3|3||1|4||
1161195|5725876||R||54|64|BR||47||||||||||||||||||||||||||||||
1161196|5725877||A1||0|13|GR-SL|10||12.0|23|65.0||19|19||18|1|||||||||||||5.6|5|2|2||2|2||
1161196|5725878||A2||13|22|GRV-SL|10||14.0|31|55.0||44|44||43|1|||||||||||||5.6|5|2|2||2|2||
1161196|5725879||Bt||22|38|GRV-SCL|16||27.0|27|46.0||37|37||36|1|||||||||||||5.4|5|3|3||1|4||
1161196|5725880||R||38|48|BR||47||||||||||||||||||||||||||||||
1161197|5725884||A1||0|12|GR-L|13||14.0|36|50.0||30|30||30||||||||||||||6.2|5|2|2||2|3||
1161197|5725881||A2||12|21|GRV-L|13||20.0|23|47.0||37|37|||37|||||||||||||6.2|5|2|2||3|1||
1161197|5725882||A3||21|48|GRV-L|13||21.0|23|46.0||40|40|||40|||||||||||||6.4|5|2|2||3|1||
1161197|5725883||R||48|58|BR||47||||||||||||||||||||||||||||||
1161198|5725885||Oe||0|3|MPM||45||||||||||||||||||||||||||||||
1161198|5725886||A||3|8|GRV-SCL|16||22.0|18|60.0||38|38||35|3|||||||||||||5.8|5|3|3||3|1||
1161198|5725887||Bw1||8|15|GRV-SCL|16||25.0|13|62.0||50|50||45|5|||||||||||||6.2|5|3|3||1|1||
1161198|5725888||Bw2||15|37|GRX-SCL|16||23.0|7|70.0||62|62||57|5|||||||||||||6.4|5|3|3||3|1||
1161198|5725889||Bw3||37|70|GRX-SCL|16||26.0|19|55.0||65|65||60|5|||||||||||||6.6|5|3|3||1|1||
1161199|5725890||Oi||0|4|SPM||44||||||||||||||||||||||||||||||
1161199|5725891||Oe||4|7|MPM||45||||||||||||||||||||||||||||||
1161199|5725892||E||7|8|GRV-SL|10||15.0|27|58.0||35|35||30|5|||||||||||||6.3|5|2|2||2|2||
1161199|5725893||Bt1||8|15|GRV-SCL|16||21.0|20|59.0||48|48||43|5|||||||||||||6.0|5|3|3||1|3||
1161199|5725894||Bt2||15|37|GRV-SCL|16||27.0|15|58.0||54|54||43|10|1||||||||||||6.5|5|5|4||1|3||
1161199|5725895||Bt3||37|74|GRX-L|13||23.0|27|50.0||65|65||50|10|5||||||||||||6.8|5|5|4||1|1||
1161200|5725896||Oi||0|1|SPM||44||||||||||||||||||||||||||||||
1161200|5725897||Oe||1|3|MPM||45||||||||||||||||||||||||||||||
1161200|5725898||A||3|6|SL|10||6.0|24|70.0||10|10||5|5|||||||||||||5.6|5|2|3||2|2||
1161200|5725899||Bt1||6|12|GRV-SCL|16||24.0|9|67.0||35|35||35||||||||||||||5.9|5|3|3||1|1||
1161200|5725900||Bt2||12|38|GRV-SCL|16||27.0|8|65.0||40|40||30|10|||||||||||||6.1|5|3|3||1|1||
1161200|5725901||Bt3||38|61|GRV-SCL|16||30.0|10|60.0||40|40||30|10|||||||||||||6.6|5|5|4||4|4||
1161201|5725902||Oe||0|4|MPM||45||||||||||||||||||||||||||||||
1161201|5725903||A||4|12|GR-SL|10||15.0|13|72.0||18|18||15|3|||||||||||||5.2|5|2|2||3|3||
1161201|5725904||Bt1||12|26|GRV-SCL|16||21.0|9|70.0||21|21||18|3|||||||||||||5.8|5|3|3||3|1||
1161201|5725905||Bt2||26|55|GRV-SCL|16||20.0|8|72.0||53|53||48|5|||||||||||||6.0|5|3|3||3|1||
1161201|5725906||BC||55|88|GRX-S|2||3.0|9|88.0||70|70||60|10|||||||||||||7.8|2|1|1||2|2||
1161202|5725907||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1161202|5725908||Oe||2|4|MPM||45||||||||||||||||||||||||||||||
1161202|5725909||A||4|9|SICL|18||37.0|44|19.0|||||||||||||||||||6.0|5|6|4||4|4||
1161202|5725910||Bw||9|23|SICL|18||36.0|58|6.0|||||||||||||||||||6.0|5|6|4||4|4||
1161202|5725911||Bt1||23|42|SIC|20||48.0|46|6.0|||||||||||||||||||6.6|5|7|5||4|4||
1161202|5725912||Bt2||42|95|SIC|20||48.0|44|8.0|||||||||||||||||||6.7|5|7|5||4|4||
1161203|5725913||Oa||0|2|HPM||46||||||||||||||||||||||||||||||
1161203|5725914||A1||2|7|CL|17||37.0|40|23.0|||||||||||||||||||6.0|5|6|5||4|4||
1161203|5725915||A2||7|19|SICL|18||37.0|45|18.0||10|10||10||||||||||||||6.2|5|6|5||4|4||
1161203|5725916||Bt1||19|43|CL|17||42.0|34|24.0||13|13||13||||||||||||||6.1|5|7|6||4|4||
1161203|5725917||Bt2||43|62|GR-SICL|18||45.0|36|19.0||20|20||17|3|||||||||||||6.1|5|7|6||4|4||
1161203|5725918||Bt3||62|80|GR-SICL|18||40.0|42|18.0||26|26||15|10|1||||||||||||6.8|5|6|5||4|4||
1161204|5725919||Oi||0|1|SPM||44||||||||||||||||||||||||||||||
1161204|5725920||Oe||1|3|MPM||45||||||||||||||||||||||||||||||
1161204|5725921||C||3|14|GRV-SCL|16||20.0|10|70.0||50|50||50||||||||||||||7.0|5|2|2||3|1||
1161204|5725922||Ab||14|35|GR-SL|10||14.0|13|73.0||15|15||15||||||||||||||7.0|5|2|2||3|3||
1161204|5725923||Bw||35|47||||22.0|42|36.0||10|10||10||||||||||||||7.0|5|3|3||1|1||
1161204|5725924||Bt1||47|53||||33.0|27|40.0||10|10||10||||||||||||||7.0|5|5|4||1|4||
1161204|5725925||Bt2||53|68||||31.0|24|45.0||51|51||30|20|1||||||||||||7.0|5|5|4||1|4||
1161204|5725926||BC||68|101|GRV-SCL|16||22.0|18|60.0||50|50||45|5|||||||||||||7.0|5||||3|1||
1161205|5725927||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1161205|5725928||A||2|16|GR-L|13||10.0|50|40.0||33|33||25|8|||||||||||||6.8|5|2|2||2|2||
1161205|5725929||Bw||16|41|GRV-SL|10||17.0|28|55.0||50|50||35|15|||||||||||||7.0|5|2|2||3|3||
1161205|5725930||R||41|51|BR||47||||||||||||||||||||||||||||||
1161206|5725931||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1161206|5725932||Oe||2|6|MPM||45||||||||||||||||||||||||||||||
1161206|5725933||A||6|27|CL|17||28.0|30|42.0||13|13||13||||||||||||||6.1|5|5|4||1|4||
1161206|5725934||Bt1||27|32|GR-CL|17||38.0|22|40.0||25|25||25||||||||||||||6.2|5|6|5||4|4||
1161206|5725935||Bt2||32|60|GR-CL|17||40.0|17|43.0||28|28||28||||||||||||||6.4|5|6|5||4|4||
1161206|5725936||Bt3||60|72|GRV-SCL|16||37.0|17|46.0||48|48||38|10|||||||||||||6.5|5|6|5||4|4||
1161207|5725938||Oi||0|4|SPM||44||||||||||||||||||||||||||||||
1161207|5725939||Oe||4|7|MPM||45||||||||||||||||||||||||||||||
1161207|5725940||A||7|16|GRV-L|13||22.0|32|46.0||45|45||45||||||||||||||6.0|5|2|2||3|1||
1161207|5725937||C||16|45|GRX-LS|6||3.0|15|82.0||81|81||80|1|||||||||||||6.2|5|1|1||2|2||
1161208|5725941||A1||0|7|GRX-SL|10||5.0|27|68.0||70|70||||||60|10|||||||||6.6|5|2|2||2|2||
1161208|5725942||A2||7|17|GRX-SL|10||5.0|27|68.0||85|85||||||75|10|||||||||6.5|5|2|2||2|2||
1161208|5725943||Bw1||17|26|CBX-SL|10||16.0|21|63.0||85|85||||||75|10|||||||||6.1|5|2|2||3|3||
1161208|5725944||Bw2||26|55|CBX-SL|10||15.0|25|60.0||80|80||||||70|10|||||||||6.3|5|2|2||3|3||
1161209|5725945||A||0|7|CBV-FSL|11||16.0|27|57.0||50|50||25|20|5||||||||||||6.0|5|2|3||3|3||
1161209|5725946||Bw||7|22|CBV-SL|10||16.0|25|59.0||55|55||35|20|||||||||||||6.3|5|2|3||3|3||
1161209|5725947||BC||22|54|GRV-SL|10||15.0|26|59.0||50|50||35|15|||||||||||||6.4|5|2|3||3|3||
1161209|5725948||R||54|64|BR||47||||||||||||||||||||||||||||||
1161210|5725949||A||0|12|GRV-SL|10||14.0|31|55.0||55|55||55||||||||||||||6.2|5|2|2||3|3||
1161210|5725950||BC||12|25|GRX-L|13||18.0|32|50.0||60|60||60||||||||||||||6.4|5||||3|1||
1161210|5725951||R||25|35|BR||47||||||||||||||||||||||||||||||
1161211|5725952||A||0|10|GR-L|13||12.0|46|42.0||31|31||25|5|1||||||||||||5.8|5|3|3||2|2||
1161211|5725953||Bt1||10|24|GRV-L|13||18.0|32|50.0||41|41||32|7|2||||||||||||6.0|5|3|3||3|3||
1161211|5725954||Bt2||24|52|GRX-SCL|16||22.0|23|55.0||83|83||55|23|5||||||||||||6.0|5|3|3||3|1||
1161212|5725955||Oi||0|6|SPM||44||||||||||||||||||||||||||||||
1161212|5725956||A||6|19|GRV-SL|10||15.0|23|62.0||45|45||40|5|||||||||||||6.6|5|3|3||2|3||
1161212|5725957||Bt1||19|46|GRX-SCL|16||32.0|10|58.0||65|65||60|5|||||||||||||6.6|5|6|5||4|4||
1161212|5725958||Bt2||46|85|GRX-SCL|16||32.0|3|65.0||70|70||65|5|||||||||||||6.4|5|6|5||4|4||
1161213|5725959||A||0|20|GRX-SL|10||2.0|43|55.0||73|73||72|1|||||||||||||6.4|5|2|2||2|2||
1161213|5725960||Bt1||20|46|GRX-SCL|16||30.0|20|50.0||75|75||70|5|||||||||||||6.6|5|5|4||4|4||
1161213|5725961||Bt2||46|80|GRX-SCL|16||28.0|12|60.0||80|80||75|5|||||||||||||7.8|5|5|4||4|4||
1161213|5725962||R||80|90|BR||47||||||||||||||||||||||||||||||
1161214|5725963||A1||0|17|GRV-SL|10||5.0|30|65.0||55|55||55||||||||||||||5.6|5|2|2||2|2||
1161214|5725964||A2||17|28|GRX-SL|10||18.0|24|58.0||68|68||68||||||||||||||5.6|5|3|3||3|1||
1161214|5725965||Bt1||28|74|GRX-SCL|16||26.0|11|63.0||60|60||60||||||||||||||5.8|5|5|4||1|1||
1161214|5725966||Bt2||74|100|GRX-SCL|16||24.0|9|67.0||65|65||65||||||||||||||6.1|5|5|4||1|1||
1161215|5725967||Oe||0|14|MPM||45||||||||||||||||||||||||||||||
1161215|5725968||Oa1||14|24|HPM||46||||||||||||||||||||||||||||||
1161215|5725969||Oa2||24|41|HPM||46||||||||||||||||||||||||||||||
1161215|5725970||Cg||41|82|GRV-CL|17||32.0|43|25.0||40|40||35|5|||||||||||||7.0|5||||4|4||
1161216|5725971||A||0|9|GR-L|13||18.0|47|35.0||15|15||15||||||||||||||5.2|5|3|3||3|3||
1161216|5725972||Bw||9|27|GR-L|13||21.0|39|40.0||25|25||25||||||||||||||5.6|5|3|3||3|1||
1161216|5725973||C||27|41|GRV-L|13||21.0|34|45.0||45|45||45||||||||||||||5.8|5||||3|1||
1161216|5725974||R||41|51|BR||47||||||||||||||||||||||||||||||
1161217|5725975||A||0|14|SIL|14||15.0|60|25.0||3|3||3||||||||||||||6.4|5|3|3||3|3||
1161217|5725976||Bw||14|21|GR-L|13||17.0|48|35.0||25|25||25||||||||||||||6.6|5|3|3||3|3||
1161217|5725977||R||21|31|BR||47||||||||||||||||||||||||||||||
1161218|5725978||A1||0|8|GR-SIL|14||14.0|61|25.0||15|15||15||||||||||||||5.2|5|3|3||3|3||
1161218|5725979||A2||8|22|GR-L|13||18.0|42|40.0||25|25||25||||||||||||||5.6|5|3|3||3|3||
1161218|5725980||Bt||22|44|GR-CL|17||27.0|31|42.0||30|30||30||||||||||||||5.2|5|5|4||1|4||
1161218|5725981||BC||44|63|GRV-SL|10||7.0|18|75.0||40|40||40||||||||||||||6.0|5|3|3||2|2||
1161218|5725982||2C||63|100|GRX-COS|1||3.0|7|90.0||70|70||70||||||||||||||6.1|5||||2|2||
1161219|5725983||A||0|12|GRV-SL|10||17.0|28|55.0||48|48||48||||||||||||||5.2|5|2|3||3|3||
1161219|5725984||Bw||12|28|GRX-SL|10||12.0|18|70.0||65|65||65||||||||||||||5.4|5|3|3||2|2||
1161219|5725985||C||28|40|GRX-LCOS|5||6.0|9|85.0||70|70||70||||||||||||||5.6|5||||2|2||
1161219|5725986||R||40|50|BR||47||||||||||||||||||||||||||||||
1161220|5725987||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1161220|5725988||A||2|17|GR-ASHY-SIL|14||13.0|57|30.0||25|25||25||||||||||||||5.2|5|2|2||2|2||
1161220|5725989||Bw1||17|39|GRV-ASHY-L|13||19.0|36|45.0||35|35||35||||||||||||||5.8|5|2|2||2|2||
1161220|5725990||Bw2||39|57|GRX-SL|10||17.0|23|60.0||78|78||75|3|||||||||||||6.0|5|2|2||2|2||
1161220|5725991||C||57|100|GRX-LCOS|5||5.0|15|80.0||83|83||80|3|||||||||||||6.4|5||||2|2||
1161221|5725992||A1||0|30|GRX-SL|10||10.0|35|55.0||76|76||55|15|6||||||||||||7.2|5|2|2||2|2||
1161221|5725993||A2||30|57|GRX-SL|10||14.0|26|60.0||86|86||65|15|6||||||||||||7.6|5|2|2||3|3||
1161221|5725994||C||57|86|GRX-SL|10||18.0|12|70.0||91|91||70|15|6||||||||||||7.7|5|1|1||2|2||
1161222|5725995||A||0|16|GRX-SL|10||10.0|20|70.0||65|65||||||65||||||||||6.0|5|2|2||2|2||
1161222|5725996||Cg||16|39|GRX-SL|10||15.0|17|68.0||75|75||||||70|5|||||||||6.2|5|3|3||3|3||
@end get_phorizon_from_NASIS
@begin get_phcolor_from_NASIS
peiid|phiid|colormoistst|colorpct|colorhue|colorvalue|colorchroma|
1092608|4718125|2||11|4|3|
1092608|4718126|2||11|5|3|
1092608|4718127|2||2|4|6|
1092608|4718128|2||2|5|7|
1092609|4718130|2||2|4|3|
1092609|4718131|2||2|4|4|
1092609|4718132|2||2|4|5|
1092609|4718133|2||2|5|5|
1092610|4718136|2||2|1|2|
1092610|4718137|2||2|1|3|
1092610|4718138|2||2|3|4|
1092610|4718139|2||2|3|5|
1092610|4718140|2||2|4|5|
1092611|4718142|2||2|4|3|
1092611|4718143|2||11|4|2|
1092611|4718144|2||2|5|3|
1092612|4718147|2||2|1|2|
1092612|4718148|2||2|4|4|
1092612|4718149|2||11|4|5|
1092612|4718150|2||2|4|6|
1092612|4718151|2||2|5|5|
1092612|4718152|2||2|5|5|
1092613|4718154|2||2|3|3|
1092613|4718155|2||2|4|3|
1092613|4718156|2||2|4|4|
1092613|4718157|2||2|4|5|
1092613|4718158|2||3|5|5|
1092614|4718160|2||2|4|3|
1092614|4718161|2||11|3|4|
1092614|4718162|2||2|3|6|
1092614|4718163|2||2|4|6|
1092615|4718164|2||2|3|2|
1092615|4718165|2||2|1|2|
1092615|4718166|2||2|4|3|
1092616|4718168|2||2|4|2|
1092616|4718169|2||2|4|3|
1092616|4718170|2||2|3|2|
1092616|4718171|2||2|4|3|
1092617|4718172|2||11|2|2|
1092617|4718173|2||2|1|3|
1092617|4718174|1||11|4|3|
1092617|4718174|2||11|2|3|
1092617|4718175|2||11|2|3|
1092618|4718176|2||2|1|2|
1092618|4718177|2||2|3|4|
1092618|4718178|2||2|4|4|
1092619|4718179|2||2|3|3|
1092619|4718180|2||2|1|3|
1092619|4718181|2||2|4|4|
1092620|4718182|2||2|1|3|
1092620|4718183|2||2|3|4|
1092620|4718184|2||2|4|4|
1092621|4718186|2||2|1|2|
1092621|4718187|2||2|3|4|
1092621|4718188|2||2|3|5|
1092621|4718189|2||2|3|4|
1092621|4718190|2||2|3|5|
1092622|4718191|2||2|1|3|
1092622|4718192|2||2|3|4|
1092622|4718193|2||2|3|5|
1092623|4718194|2||2|1|3|
1092623|4718195|2||2|3|4|
1092623|4718196|2||2|3|5|
1092624|4718197|2||2|1|2|
1092624|4718198|2||2|3|4|
1092624|4718199|2||2|4|4|
1092624|4718200|2||2|4|5|
1092625|4718201|1||2|4|2|
1092625|4718201|2||2|1|3|
1092625|4718202|1||2|4|3|
1092625|4718202|2||2|3|3|
1092625|4718203|1||2|4|3|
1092625|4718203|2||2|3|4|
1092625|4718204|1||2|5|4|
1092625|4718204|2||2|3|5|
1092625|4718205|1||2|5|3|
1092625|4718205|2||2|4|5|
1092625|4718206|1||2|5|2|
1092625|4718206|2||2|4|4|
1092626|4718207|2||2|1|2|
1092626|4718208|2||2|3|2|
1092626|4718209|2||2|3|4|
1092626|4718210|2||2|3|5|
1092626|4718211|2||2|4|4|
1092627|4718213|2||2|3|6|
1092627|4718214|2||2|3|5|
1092627|4718215|2||2|4|4|
1092627|4718216|2||2|4|3|
1092628|4718219|2||2|4|5|
1092628|4718220|2||2|3|6|
1092628|4718221|2||2|4|4|
1092628|4718222|2||2|4|3|
1092629|4718225|2||2|3|4|
1092629|4718226|2||2|4|6|
1092629|4718227|2||2|4|5|
1092630|4718229|2||2|5|4|
1092630|4718230|2||2|4|4|
1092630|4718231|2||2|4|4|
1092630|4718232|2||3|5|4|
1092631|4718233|2||2|3|4|
1092631|4718234|2||2|3|5|
1092631|4718235|2||2|7|2|
1092632|4718237|1||2|5|5|
1092632|4718237|2||2|3|4|
1092632|4718238|1||11|5|5|
1092632|4718238|2||11|3|5|
1092632|4718239|1||2|6|5|
1092632|4718239|2||2|4|6|
1092632|4718240|1||2|7|4|
