@begin get_site_from_NASIS
nasissitename|grpname|siteiid|peiid|usiteid|upedonid|pedlabsampnum|rcasiteid|taxonname|descname|obsdate|obsdatekind|areasymbol|mlra|utmzone|utmeasting|utmnorthing|x|y|horizdatnm|x_std|y_std|geocoordsource|gpspositionalerror|peqcstatus|peqastatus|undisclosed|pedontype|pedonpurpose|labdatadescflag|osdtypelocflag|erocl|drainagecl|flodfreqcl|floddurcl|flodmonthbeg|pondfreqcl|ponddurcl|pondmonthbeg|elev|slope|aspect|earthcovkind1|earthcovkind2|plantassocnm|bedrckdepth|bedrckkind|bedrckhardness|pmkind|pmorigin|landscape|landform|hillslopeprof|geomslopeseg|shapeacross|shapedown|slopecomplex|geomposhill|geomposmntn|geompostrce|geomposflats|classdate|classtype|classifier|taxonname_recent|localphase|taxonkind|seriesstatus|taxclname|taxorder|taxsuborder|taxgrtgroup|taxsubgrp|taxpartsize|taxpartsizemod|taxceactcl|taxreaction|taxtempcl|taxmoistscl|soiltaxedition|psctopdepth|pscbotdepth|surface_total_frags_pct_nopf|surface_total_frags_pct|surface_unspecified|surface_fine_gravel|surface_gravel|surface_cobbles|surface_stones|surface_boulders|surface_flagstones|surface_channers|surface_parafine_gravel|surface_paragravel|surface_paracobbles|surface_parastones|surface_paraboulders|surface_paraflagstones|surface_parachanners|
MLRA04_Bozeman|4-MIS Pedons|1191607|1161213|2015MT6635270|2015MT6635270|||null|Jay Skovlin, Patrick O'Connell, Stephanie Shoemaker|2015-09-22|1|||12|306493.00|5399698.80|-113.631|48.72026|25|-113.6310321|48.7202570||||||5|2|0|0|||||||||2366.0|15.0|160||||80|119|2|Colluvium|Metasedimentary rock|mountains|cirque walls|3||3|3||4||||2015-11-05|4||null||1||Loamy-skeletal, mixed, superactive Typic Argicryolls|7|74|417|3347|33||5|||||20|70||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1191608|1161214|2015MT6635271|2015MT6635271|||null|Jay Skovlin, Patrick O'Connell, Stephanie Shoemaker|2015-09-22|1|||12|306738.50|5399857.84|-113.6278|48.72176|25|-113.6277722|48.7217624||||||5|2|0|0|||||||||2353.0|27.0|140|||||||Colluvium|Metasedimentary rock|mountains||3||2|2||4||||2015-11-05|4||null||1||Loamy-skeletal, isotic, superactive Umbric Haplocryalfs|1|75|370|2950|33||5|||||28|78||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1191609|1161215|2015MT6635272|2015MT6635272|||null|Jay Skovlin, Patrick O'Connell, Stephanie Shoemaker|2015-09-22|1|||12|305768.67|5399526.09|-113.6408|48.71848|25|-113.6407883|48.7184798||||||5|2|0|0|||||||||2213.0|2.0||||||||Organic material over Till|Metasedimentary rock|mountains|cirque floors|5||3|3||5||||2016-06-06|4|B. Rowley|null||1||Euic Typic Cryosaprists|5|23|127|917||||6||5|12|0|130||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1191610|1161216|2015MT6635273|2015MT6635273|||null|Patrick O'Connell, Jay Skovlin, Stephanie Shoemaker|2015-09-23|1|||12|300260.31|5396456.12|-113.7141|48.68916|25|-113.7141091|48.6891531||||||5|2|0|0|||||||||2027.0|6.0|290||||41|119|2|Residuum|Metasedimentary rock|mountains|cirque floors|5||2|3||5||||2015-11-05|4||null||1||Loamy-skeletal, isotic, superactive Lithic Haplocryepts|6|70|445|3608|33||5|||||25|41||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1191611|1161217|2015MT6635274|2015MT6635274|||null|Patrick O'Connell, Jay Skovlin, Stephanie Shoemaker|2015-09-23|1|||12|300390.26|5396245.71|-113.7122|48.68731|25|-113.7122437|48.6873039||||||5|2|0|0||3|||||||2016.0|8.0|120||||21|119|2|Residuum|Argillite|mountains|cirque floors|4||3|1||5||||2015-11-06|4||null||1||Fine-loamy, isotic, superactive Lithic Haplocryolls|7|74|420|3354|54||5|||||0|21||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1191612|1161218|2015MT6635275|2015MT6635275|||null|Jay Skovlin, Patrick O'Connell, Stephanie Shoemaker|2015-09-23|1|||12|300230.17|5396290.27|-113.7144|48.68765|25|-113.7144380|48.6876532||||||5|2|0|0||3|||||||2023.0|1.0|40|||||||Colluvium over Till|Metasedimentary rock over Metasedimentary rock|mountains|cirque floors|5||1|1||5||||2015-11-03|4||null||1||Fine-loamy, isotic Umbric Haplocryalfs|1|75|370|2950|54|||||||22|44||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1191613|1161219|2015MT6635276|2015MT6635276|||null|Patrick O'Connell, Jay Skovlin, Stephanie Shoemaker|2015-09-23|1|||12|300135.34|5396365.50|-113.7158|48.6883|25|-113.7157613|48.6882988||||||5|2|0|0||3|||||||2019.0|4.0|30||||40|119|2|Colluvium over Residuum|Metasedimentary rock over Metasedimentary rock|mountains|cirque floors|4||3|1||5||||2015-11-06|4||null||1||Sandy-skeletal, isotic Lithic Dystrocryepts|6|70|401|3163|30|||||||25|40||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1191614|1161220|2015MT6635277|2015MT6635277|||null|Jay Skovlin, Patrick O'Connell, Stephanie Shoemaker|2015-09-24|1|||12|299003.95|5397615.07|-113.7317|48.69917|25|-113.7317244|48.6991640||||||5|2|0|0|||||||||2129.0|16.0|180|||||||Colluvium over Residuum|Metasedimentary rock over Metasedimentary rock|mountains|cirque floors|3||2|3||3||||2015-11-06|4||null||1||Loamy-skeletal, isotic, superactive Typic Haplocryepts|6|70|445|3624|33||5|||||25|100||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1191615|1161221|2015MT6635278|2015MT6635278|||null|Patrick O'Connell, Jay Skovlin, Stephanie Shoemaker|2015-09-24|1|||12|300982.23|5398061.30|-113.7051|48.70381|25|-113.7050842|48.7038080||||||5|2|0|0|||||||||2066.0|47.0|120|||||||Colluvium|Metasedimentary rock|mountains|colluvial aprons on cirque walls|3||2|3||3||||2015-11-06|4||null||1||Loamy-skeletal, mixed, superactive Typic Haplocryolls|7|74|420|3369|33||5|||||25|100||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1191616|1161222|2015MT6635279|2015MT6635279|||null|Jay Skovlin, Patrick O'Connell, Stephanie Shoemaker|2015-09-24|1|||12|301042.51|5398455.03|-113.7045|48.70736|25|-113.7044555|48.7073653||||||5|2|0|0||7|||||||2156.0|12.0|190|||||||Colluvium|Metasedimentary rock|mountains|cirque floors|5||2|3||5||||2015-11-06|4||null||1||Loamy-skeletal, mixed, superactive Aquic Haplocryepts|6|70|445|3617|33||5|||||25|100||||||||||||||||||
@end get_site_from_NASIS
@begin get_pediagfeatures_from_NASIS
peiid|cambic horizon|ochric epipedon|lithic contact|redox concentrations|mollic epipedon|argillic horizon|andic soil properties|secondary carbonates|sapric soil materials|aquic conditions|reduced matrix|albic horizon|spodic horizon|glossic horizon|spodic materials|lithologic discontinuity|densic materials|umbric epipedon|albic materials
1092608|13-64|0-13|||||||||||||||||
1092609|13-84|0-13|84-||||||||||||||||
1092610||||86-115|2-30|30-86|||||||||||||
1092611|17-37|0-17|68-||||5-37||||||||||||
1092612|8-36|0-8|||||4-36||||||||||||
1092613|29-51|0-29|||||||||||||||||
1092614|8-31|0-8|||||4-31||||||||||||
1092615|||||0-59||||||||||||||
1092616||0-26|||||||||||||||||
1092617|||||0-34|34-72|||||||||||||
1092618|||||0-52|23-52|||||||||||||
1092619|||||0-32|32-70|||||||||||||
1092620|||||0-53|24-53||53-110|||||||||||
1092621|||||1-19|19-42||100-110|||||||||||
1092622|||||0-46|18-100|||||||||||||
1092623|||||0-33|33-70|||||||||||||
1092624|||||0-35|35-57|||||||||||||
1092625|||||0-75||||||||||||||
1092626|||||0-56|33-82||82-100|||||||||||
1092627|23-42|0-23|||||8-42||||||||||||
1092628|16-37|0-16|||||||||||||||||
1092629|14-50|0-14|||||||||||||||||
1092630|18-41|0-18|||||||||||||||||
1092631|||||||140-150||0-140|0-150|||||||||
1092632|15-33|0-15|71-||||15-33||||||||||||
1092633||0-10|||||||||||||||||
1092634|14-56|0-14|74-||||||||||||||||
1092636|10-41|0-10|||||4-41||||||||||||
1092637|||||||46-64||0-110||||||||||
1092638|||||||||0-100||||||||||
1092639|8-28|0-8|||||4-28||||||||||||
1092640|13-48|0-13||||48-75|13-48||||||||||||
1092641|15-48|0-15||||48-100|5-48||||||||||||
1092643|||||14-59||59-77||||||||||||
1092644|||||0-25||||||||||||||
1092645|20-58|0-20|||||9-58||||||||||||
1092646||0-27|||||7-38||||||||||||
1092647|26-44||||6-44||6-56||||||||||||
1092648|17-36|0-17|36-||||||||||||||||
1092649|15-40|0-15|||||9-40||||||||||||
1092650|5-24|0-5||||58-100|2-100||||||||||||
1092660|22-65||||0-31||||||||||||||
1092661|||70-||0-18|24-70|||||||||||||
1092662|||72-||0-25|18-72|||||||||||||
1092663|||63-||0-26|26-63|||||||||||||
1092665|3-41|0-3|||||0-41||||||||||||
1092666|||||0-32||||||||||||||
1092667||0-51||||51-98||98-105|||||||||||
1154992|||||0-24|7-55||55-100|||||||||||
1154993|||||0-79||0-6||||||||||||
1154994|||||0-54|||16-54|||||||||||
1154995|11-20|0-11|20-||||||||||||||||
1154996|25-62||||2-62||||||||||||||
1154997||0-16|||||2-39||||||||||||
1154999||0-7||||||7-75|||||||||||
1155000|||||6-33|33-95|||||||||||||
1155001||0-16||||16-93|||||47-93||||||||
1155002|18-32||||0-18|32-80|||||||||||||
1155003||0-13|||||6-47||||||||||||
1155004|23-63|0-24|||||||||||||||||
1155005|21-95|0-12|||||||||||||||||
1155007|||||9-44||||||||||||||
1155008||0-16|||||8-67|||||8-16|16-67||||||
1155010|16-38|0-16||||30-90||||||||30-70|||||
1155011|22-41|0-22|||||||||||||||||
1155012|17-47|0-17|||||||||||||||||
1155013|10-19|0-10||||19-54|6-19|||||6-10|||||||
1155014||0-17||||17-66|||||80-110||||||||
1155015|7-54|0-7|||||7-17||||||||||||
1155016|15-49|0-15|||||||||||||||||
1155017|53-71|0-41|||||3-53||||||||41-53||||
1155018|22-37|0-22|53-|||||||||||||37-|||
1155019||0-15|||||||||||||||||
1155020||0-11|||||5-40||||||11-40||||||
1155021|23-47|0-23||||47-58|||||||||||||
1155022||0-12|||||2-50||||||12-71||||||
1155023||0-8|||||5-41||||||8-19||||||
1155024|23-61|0-23|||||16-61||||||||||||
1155025|13-75|0-13|||||||||||||||||
1155027|8-32|0-8||||32-47|5-32|||||5-8||||32-|47-||
1155028|8-45|0-8||||45-90||||||7-8|||||||
1155029||0-11||||11-70||||||4-11||11-20|||||
1155030||0-21||||21-90||||||14-21||21-42|||||
1155031||0-35|||||||||12-80||||||||
1161192|23-94||||2-23||||||||||||||
1161193|11-33|||||||||||||||||4-11|
1161194|||||0-23||||||||||||||
1161195|||54-200||0-27|27-54|||||||||||||
1161196|||38-200|||22-38||||||||||||0-22|
1161197|||48-200||0-48||||||||||||||
1161198|8-70|3-8|||||||||||||||||
1161199|8-15|||||8-74|||||||||||||7-8
1161200||3-6||||6-61|||||||||||||
1161201||||||12-55||||||||||||4-12|
1161202|9-23|4-9||||23-95|||||||||||||
1161203|||||2-19|19-80|||||||||||||
1161204|35-47||||14-35|47-68|||||||||||||
1161205|16-41||41-200||2-16||||||||||||||
1161206|||||6-27|27-72|||||||||||||
1161207||7-16|||||||||||||||||
1161208|17-55||||0-17||||||||||||||
1161209|7-22|0-7|54-200||||||||||||||||
1161210|||25-200||0-12||||||||||||||
1161211|||||0-10|10-52|||||||||||||
1161212|||||6-19|19-85|||||||||||||
1161213|||80-200||0-20|20-80|||||||||||||
1161214||||||28-100||||||||||||0-28|
1161216|9-27|0-9|41-200||||||||||||||||
1161217|14-21||21-200||0-14||||||||||||||
1161218||||||22-44||||||||||||0-22|
1161219|12-28||40-200|||||||||||||||0-12|
1161220|17-57|||||||||||||||||2-17|
1161221|||||0-57||||||||||||||
1161222||0-16|||||||||||||||||
@end get_pediagfeatures_from_NASIS
@begin get_phorizon_from_NASIS
peiid|phiid|obsmethod|hzname|genhz|hzdept|hzdepb|texture|texcl|lieutex|claytotest|silttotest|sandtotest|fragvoltot|total_frags_pct_nopf|total_frags_pct|fine_gravel|gravel|cobbles|stones|boulders|channers|flagstones|parafine_gravel|paragravel|paracobbles|parastones|paraboulders|parachanners|paraflagstones|unspecified|phfield|effclass|rupresblkdry|rupresblkmst|rupresblkcem|stickiness|plasticity|ksatpedon|
1092667|4718359||Oi||0|3|SPM||44||||||||||||||||||||||||||||||
1092667|4718360||Oe||3|7|MPM||45||||||||||||||||||||||||||||||
1092667|4718361||E1||7|15|GRV-SL|10||17.0|22|61.0|40|40|40|||||||||||||||40|6.0|5|3|3||3|3||
1092667|4718362||E2||15|31|GRV-SL|10||19.0|18|63.0|52|52|52|||||||||||||||52|5.8|5|3|3||3|3||
1092667|4718363||E3||31|51|GRV-SL|10||17.0|13|70.0|62|62|62|||||||||||||||62|6.2|5|3|3||3|3||
1092667|4718364||Bt1||51|70|GRV-SCL|16||26.0|12|62.0|57|57|57|||||||||||||||57|6.6|5|4|4||1|1||
1092667|4718365||Bt2||70|98|GRV-SCL|16||28.0|4|68.0|57|57|57|||||||||||||||57|7.0|5|4|4||1|1||
1092667|4718366||Btk||98|105|GRV-SCL|16||22.0|13|65.0|62|62|62|||||||||||||||62|8.0|2|4|4||1|3||
1092608|4718124||Oi||0|5|SPM||44||||||||||||||||||||||||||||||
1092608|4718125||E||5|13|GRV-L|13||16.0|41|43.0|45|45|45|||||||||||||||45|5.2|5|2|2||3|3||
1092608|4718126||Bw||13|31|GRV-L|13||17.0|42|41.0|50|50|50|||||||||||||||50|5.4|5|3|3||3|3||
1092608|4718127||2Bw||31|64|GRX-SL|10||15.0|30|55.0|70|70|70|||||||||||||||70|5.8|5|3|3||3|2||
1092608|4718128||2C||64|110|CBX-SL|10||10.0|19|71.0|80|80|80|||||||||||||||80|6.2|5|1|1||2|2||
1092609|4718129||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1092609|4718130||E||2|13|GR-L|13||15.0|35|50.0|32|32|32|||||||||||||||32|6.0|5|2|2||3|2||
1092609|4718131||Bw1||13|33|CBV-L|13||16.0|29|55.0|55|55|55|||||||||||||||55|5.8|5|3|3||3|2||
1092609|4718132||Bw2||33|58|CBX-SL|10||17.0|20|63.0|70|70|70|||||||||||||||70|5.8|5|3|3||3|3||
1092609|4718133||Bw3||58|84|CBX-SL|10||19.0|16|65.0|55|55|55|||||||||||||||55|5.8|5|3|3||3|3||
1092609|4718134||2R||84|94|BR||47||||||||||||||||||||||||||||||
1092610|4718135||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1092610|4718136||A1||2|13|SICL|18||29.0|53|18.0|||||||||||||||||||6.6|5|4|4||1|1||
1092610|4718137||A2||13|30|CL|17||30.0|46|24.0|||||||||||||||||||6.2|5|4|4||1|1||
1092610|4718138||Bt1||30|49|CL|17||33.0|32|35.0|10|10|10|||||||||||||||10|6.4|5|4|4||1|1||
1092610|4718139||Bt2||49|86|SCL|16||31.0|19|50.0|||||||||||||||||||6.2|5|4|3||1|1||
1092610|4718140||BC||86|115|SCL|16||25.0|15|60.0|||||||||||||||||||6.1|5|3|3||1|3||
1092611|4718141||Oi||0|5|SPM||44||||||||||||||||||||||||||||||
1092611|4718142||E||5|17|CNV-L|13||18.0|40|42.0|40|40|40|||||||||||||||40|5.4|5|3|2||3|3||
1092611|4718143||Bw||17|37|ASHY-GRV-L|13||16.0|38|46.0|45|45|45|||||||||||||||45|5.6|5|3|3||3|3||
1092611|4718144||C||37|68|GRV-SL|10||17.0|28|55.0|55|55|55|||||||||||||||55|5.8|5|||||||
1092611|4718145||2R||68|78|BR||47||||||||||||||||||||||||||||||
1092612|4718146||Oi||0|4|SPM||44||||||||||||||||||||||||||||||
1092612|4718147||E1||4|6|ASHY-GR-L|13||12.0|48|40.0|25|25|25|||||||||||||||25|5.2|5|2|2||2|2||
1092612|4718148||E2||6|8|ASHY-GRV-L|13||14.0|41|45.0|35|35|35|||||||||||||||35|5.4|5|2|2||2|3||
1092612|4718149||Bw1||8|27|ASHY-GR-L|13||11.0|39|50.0|30|30|30|||||||||||||||30|5.6|5|2|2||2|2||
1092612|4718150||Bw2||27|36|ASHY-GRV-SL|10||13.0|30|57.0|35|35|35|||||||||||||||35|5.8|5|3|3||2|3||
1092612|4718151||2C1||36|68|GRX-SL|10||13.0|24|63.0|65|65|65|||||||||||||||65|5.8|5|1|1||2|2||
1092612|4718152||2C2||68|100|GRX-LCOS|5||7.0|13|80.0|70|70|70|||||||||||||||70|6.0|5|1|1||2|2||
1092613|4718153||Oi||0|2|SPM||44||||||||||||||||||||||||||||||
1092613|4718154||A1||2|17|L|13||18.0|33|49.0|10|10|10|||||||||||||||10|6.2|5|3|3||3|3||
1092613|4718155||A2||17|29|GR-SL|10||19.0|27|54.0|30|30|30|||||||||||||||30|6.6|5|3|3||3|3||
1092613|4718156||Bw||29|51|GRV-SCL|16||21.0|24|55.0|40|40|40|||||||||||||||40|6.4|5|3|3||3|3||
1092613|4718157||BC||51|61|GRV-SCL|16||23.0|24|53.0|55|55|55|||||||||||||||55|6.8|5|4|3||1|1||
1092613|4718158||C||61|150|GRX-COSL|9||18.0|10|72.0|70|70|70|||||||||||||||70|6.8|5||||1|3||
1092614|4718159||Oi||0|4|SPM||44||||||||||||||||||||||||||||||
1092614|4718160||E||4|8|ASHY-SIL|14||13.0|60|27.0|15|15|15|||||||||||||||15|5.2|5|2|2||2|2||
1092614|4718161||Bw1||8|20|ASHY-SIL|14||11.0|54|35.0|25|25|25|||||||||||||||25|5.4|5|2|2||2|2||
1092614|4718162||Bw2||20|31|ASHY-SIL|14||13.0|50|37.0|55|55|55|||||||||||||||55|6.0|5|2|2||3|2||
1092614|4718163||2BC||31|100|GRX-L|13||15.0|47|38.0|65|65|65|||||||||||||||65|5.8|5|3|3||3|3||
1092615|4718164||A||0|13|GRX-L|13||9.0|43|48.0|75|75|75|||||||||||||||75|7.0|5|2|2||2|2||
1092615|4718165||Ab||13|59|GRX-L|13||8.0|47|45.0|80|80|80|||||||||||||||80|7.6|5|2|2||2|2||
1092615|4718166||C||59|100|GRX-L|13||12.0|43|45.0|90|90|90|||||||||||||||90|7.2|5|1|1||2|2||
1092616|4718167||Oi||0|4|SPM||44||||||||||||||||||||||||||||||
1092616|4718168||E||4|26|SIL|14||19.0|61|20.0|5|5|5|||||||||||||||5|5.8|5|2|2||3|3||
1092616|4718169||C1||26|46|GRV-SCL|16||20.0|20|60.0|50|50|50|||||||||||||||50|6.6|5|3|3||2|2||
1092616|4718170||Ab||46|58|CBV-L|13||21.0|37|42.0|40|40|40|||||||||||||||40|7.0|5|4|3||3|3||
1092616|4718171||Ckb||58|100|STX-SL|10||18.0|17|65.0|65|65|65|||||||||||||||65|7.4|5|1|1||3|2||
1092617|4718172||A1||0|18|SIL|14||20.0|50|30.0|10|10|10|||||||||||||||10|6.2|5|3|3||3|3||
1092617|4718173||A2||18|34|GR-SIL|14||20.0|48|32.0|15|15|15|||||||||||||||15|6.1|5|3|3||3|3||
1092617|4718174||Bt||34|72|GRV-L|13||25.0|35|40.0|35|35|35|||||||||||||||35|6.8|5|4|3||1|1||
1092617|4718175||Ab||72|100|GR-SIL|14||20.0|48|32.0|25|25|25|||||||||||||||25|7.4|5|3|3||3|3||
1092618|4718176||A||0|23|L|13||12.0|43|45.0|10|10|10|||||||||||||||10|5.8|5|2|2||2|2||
1092618|4718177||Bt||23|52|GRV-L|13||23.0|34|43.0|40|40|40|||||||||||||||40|6.0|5|3|3||1|1||
1092618|4718178||C||52|100|GRX-LS|6||7.0|13|80.0|65|65|65|||||||||||||||65|7.0|5|1|1||2|2||
1092619|4718179||A1||0|15|L|13||14.0|41|45.0|10|10|10|||||||||||||||10|6.8|5|2|2||2|2||
1092619|4718180||A2||15|32|L|13||15.0|45|40.0|10|10|10|||||||||||||||10|6.6|5|2|2||3|2||
1092619|4718181||Bt||32|70|GRV-L|13||28.0|30|42.0|50|50|50|||||||||||||||50|6.6|5|3|3||1|1||
1092620|4718182||A||0|24|GR-SL|10||15.0|25|60.0|30||||||||||||||||||6.0|5|2|2||3|3||
1092620|4718183||Bt||24|53|GRV-SCL|16||22.0|13|65.0|50||||||||||||||||||6.0|5|3|3||1|3||
1092620|4718184||C||53|110|GRX-LS|6||5.0|10|85.0|65||||||||||||||||||7.6|5|1|1||2|2||
1092621|4718185||Oi||0|1|SPM||44||||||||||||||||||||||||||||||
1092621|4718186||A1||1|9|GR-SL|10||10.0|35|55.0|20|20|20|||||||||||||||20|6.0|5|2|2||2|2||
1092621|4718187||A2||9|19|GRV-SL|10||14.0|23|63.0|50|50|50|||||||||||||||50|6.0|5|3|3||3|3||
1092621|4718188||Bt||19|42|GRV-SL|10||19.0|16|65.0|55|55|55|||||||||||||||55|5.8|5|3|3||3|3||
1092621|4718189||BC||42|68|GRX-SL|10||13.0|17|70.0|67|67|67|||||||||||||||67|6.0|5|3|3||3|2||
1092621|4718190||C||68|110|GRX-LS|6||7.0|11|82.0|77|77|77|||||||||||||||77|6.6|5|1|1||2|2||
1092622|4718191||A||0|18|GR-L|13||12.0|43|45.0|15|15|15|||||||||||||||15|5.8|5|2|2||2|2||
1092622|4718192||Bt1||18|46|GRV-L|13||19.0|33|48.0|40|40|40|||||||||||||||40|6.0|5|3|3||3|3||
1092622|4718193||Bt2||46|100|GRV-SCL|16||25.0|25|50.0|50|55|55|||||||||||||||55|6.6|5|4|3||3|3||
1092623|4718194||A1||0|18|L|13||18.0|37|45.0|10|10|10|||||||||||||||10|5.8|5|2|2||3|3||
1092623|4718195||A2||18|33|GR-L|13||21.0|36|43.0|25|25|25|||||||||||||||25|5.8|5|3|3||3|3||
1092623|4718196||Bt||33|70|GRV-CL|17||31.0|27|42.0|40|40|40|||||||||||||||40|6.2|5|4|4||1|1||
1092624|4718197||A1||0|16|L|13||12.0|48|40.0|12|12|12|||||||||||||||12|6.2|5|2|2||2|2||
1092624|4718198||A2||16|35|GRV-L|13||14.0|41|45.0|55|55|55|||||||||||||||55|6.4|5|3|3||3|2||
1092624|4718199||Bt||35|57|GRV-L|13||20.0|30|50.0|55|55|55|||||||||||||||55|6.8|5|4|4||1|3||
1092624|4718200||C||57|100|GRX-SL|10||15.0|15|70.0|75|75|75|||||||||||||||75|7.0|5|1|1||3|2||
1092625|4718201||A1||0|23|SIL|14||15.0|65|20.0|||||||||||||||||||6.6|5|3|3||3|3||
1092625|4718202||A2||23|46|SIL|14||18.0|67|15.0|||||||||||||||||||6.8|5|3|3||1|3||
1092625|4718203||C1||46|75|L|13||20.0|45|35.0|5|5|5|||||||||||||||5|7.2|5|4|3||1|3||
1092625|4718204||C2||75|101|VFSL|12||18.0|27|55.0|||||||||||||||||||7.6|5|4|3||3|3||
1092625|4718205||C3||101|112|FSL|11||13.0|17|70.0|2|2|2|||||||||||||||2|7.8|5|3|3||2|2||
1092625|4718206||C4||112|150|GRX-COS|1||5.0|5|90.0|65|65|65|||||||||||||||65|7.8|5|1|1||2|2||
1092626|4718207||A1||0|17|SIL|14||16.0|59|25.0|10|10|10|||||||||||||||10|6.0|5|3|3||3|3||
1092626|4718208||A2||17|33|GR-L|13||19.0|46|35.0|15|15|15|||||||||||||||15|5.8|5|3|3||1|1||
1092626|4718209||Bt1||33|56|GR-L|13||26.0|36|38.0|25|25|25|||||||||||||||25|6.6|5|5|4||1|4||
1092626|4718210||Bt2||56|82|GRV-CL|17||31.0|29|40.0|40|40|40|||||||||||||||40|6.8|5|4|4||4|4||
1092626|4718211||Btk||82|100|GRV-CL|17||29.0|29|42.0|55|55|55|||||||||||||||55|7.6|1|4|4||4|4||
1092627|4718212||Oi||0|8|SPM||44||||||||||||||||||||||||||||||
1092627|4718213||E||8|23|GR-L|13||20.0|30|50.0|25|25|25|||||||||||||||25|5.8|5|3|3||1|1||
1092627|4718214||Bw||23|42|ASHY-GR-L|13||14.0|46|40.0|30|30|30|||||||||||||||30|5.8|5|2|5||3|2||
1092627|4718215||2BC||42|73|GRV-SCL|16||22.0|13|65.0|55|55|55|||||||||||||||55|6.2|5|3|3||1|1||
1092627|4718216||2C||73|100|GRX-SL|10||15.0|13|72.0|65|65|65|||||||||||||||65|6.0|5|3|3||3|2||
1092628|4718217||Oi||0|6|SPM||44||||||||||||||||||||||||||||||
1092628|4718218||Oe||6|12|MPM||45||||||||||||||||||||||||||||||
1092628|4718219||E||12|16|GRX-SL|10||13.0|27|60.0|65||||||||||||||||||5.4|5|3|3||3|2||
1092628|4718220||Bw||16|37|GRX-SL|10||11.0|24|65.0|60||||||||||||||||||5.8|5|3|3||3|2||
1092628|4718221||C1||37|68|GRV-SL|10||7.0|20|73.0|50||||||||||||||||||5.8|5|1|1||2|2||
1092628|4718222||C2||68|100|GRX-LS|6||5.0|15|80.0|60||||||||||||||||||6.0|5|1|1||2|2||
1092629|4718223||Oi||0|5|SPM||44||||||||||||||||||||||||||||||
1092629|4718224||Oe||5|10|MPM||45||||||||||||||||||||||||||||||
1092629|4718225||E||10|14|ASHY-GR-L|13||18.0|35|47.0|25|25|25|||||||||||||||25|5.2|5|3|3||1|3||
1092629|4718226||Bw1||14|26|GR-L|13||19.0|31|50.0|25|25|25|||||||||||||||25|5.4|5|3|3||1|1||
1092629|4718227||Bw2||26|50|BYV-L|13||21.0|34|45.0|50|50|50|||||||||||||||50|5.8|5|3|3||1|1||
1092630|4718228||Oi||0|6|SPM||44||||||||||||||||||||||||||||||
1092630|4718229||E||6|18|CBV-FSL|11||16.0|29|55.0|45|45|45|||||||||||||||45|5.2|5|3|3||3|3||
1092630|4718230||Bw||18|41|GRX-SL|10||13.0|23|64.0|65|65|65|||||||||||||||65|5.8|5|3|3||3|2||
1092630|4718231||C1||41|53|GR-SL|10||15.0|17|68.0|25|25|25|||||||||||||||25|6.0|5|3|3||2|2||
1092630|4718232||C2||53|100|GRX-SL|10||17.0|8|75.0|65|65|65|||||||||||||||65|6.0|5|1|1||2|2||
1092631|4718233||Oa1||0|94|MK-SIL|14||12.0|78|10.0|||||||||||||||||||6.6|5||||1|1||
1092631|4718234||Oa2||94|140|MK-SIL|14||10.0|75|15.0|||||||||||||||||||6.7|5||||1|1||
1092631|4718235||2C||140|150|ASHY-SIL|14||10.0|70|20.0|2|2|2|||||||||||||||2|7.3|5||||3|3||
1092632|4718236||Oi||0|3|SPM||44||||||||||||||||||||||||||||||
1092632|4718237||E||3|15|CNV-L|13||12.0|44|44.0|50|50|50|||||||||||||||50|5.2|5|2|2||3|2||
1092632|4718238||Bw||15|33|ASHY-CNV-SL|10||14.0|31|55.0|55|55|55|||||||||||||||55|5.4|5|2|2||3|3||
1092632|4718239||2C1||33|55|GRX-SL|10||16.0|24|60.0|65|65|65|||||||||||||||65|5.6|5||||3|2||
1092632|4718240||2C2||55|71|GRX-SL|10||18.0|17|65.0|70|70|70|||||||||||||||70|6.0|5||||3|2||
1092632|4718241||R||71|81|BR||47||||||||||||||||||||||||||||||
1092633|4718242||Oi||0|3|SPM||44||||||||||||||||||||||||||||||
1092633|4718243||A||3|10|FSL|11||14.0|31|55.0|1|1|1|||||||||||||||1|5.8|5|2|3||3|3||
1092633|4718244||C1||10|26|GR-COS|1||3.0|7|90.0|15|15|15|||||||||||||||15|5.8|5|1|1||2|2||
1092633|4718245||C2||26|44|FSL|11||15.0|26|59.0|5|5|5|||||||||||||||5|6.2|5|1|1||3|2||
1092633|4718246||Ab||44|52|FSL|11||17.0|29|54.0|5|5|5|||||||||||||||5|6.0|5|3|3||3|3||
1092633|4718247||C'1||52|66|GRV-LS|6||6.0|14|80.0|50|50|50|||||||||||||||50|6.6|5|1|1||2|2||
