lid5m_slop,lid5m_cu,sagawi25m
8.4357796,0.173004,3.6407001
7.5290599,0.203371,3.5546
7.52702,0.172908,3.5216
7.5704298,0.112487,3.6064999
6.6177402,0.0565054,3.7532001
5.2385898,0.0250909,3.9064
4.1329398,0.0206888,4.1044998
3.6556699,0.0210014,4.4236999
3.30755,0.0105024,5.8041
3.18731,0.005159,7.5179
3.1313,0.0073412,6.9555998
3.01649,0.0101411,6.1887999
2.97206,0.0086157,5.9811001
2.80123,0.0170613,6.1373
3.1726401,0.0222201,6.2564001
3.4027801,0.002103,6.1665001
3.0652599,-0.0188584,6.0774002
1.97427,-0.0254198,6.0615001
1.11678,-0.0181201,6.1259999
0.800369,-0.0077733,6.2982001
0.823536,-0.0022468,6.7953
0.954461,-0.0035718,7.2939
1.07513,-0.0085957,6.7126999
1.11426,-0.0145373,6.1069999
1.06941,-0.0310837,7.0728998
0.877198,-0.0684588,7.5802002
2.01336,-0.109539,5.1627998
6.0858998,-0.115874,3.6754
10.8983002,-0.0718387,3.6259999
12.9183998,-0.0155682,3.6486001
10.8929996,0.0322414,3.8541999
8.3193302,0.0482623,4.0872002
6.90168,0.0244401,3.8608999
7.6419601,0.062333,3.4895
6.9310999,0.177211,3.2873001
8.8427401,0.263838,3.1889999
16.0181999,0.176199,3.1429999
18.5928993,0.02038,3.1940999
19.1105003,-0.057516,3.2214
16.7999992,-0.0958051,3.2600999
11.507,-0.108204,3.4003
7.5597301,-0.100312,3.4535
5.1960301,-0.0853161,3.5968001
3.47452,-0.0649387,3.9287
2.53705,-0.0455855,4.3067002
2.1379099,-0.035216,4.4449
2.0315001,-0.0290151,4.6627998
1.97618,-0.0205507,4.8987999
1.93841,-0.0105922,5
1.9170099,-0.0093322,5.2268
1.80246,-0.0110601,5.8505001
1.61444,-0.0104253,6.3325
1.3303699,-0.0087773,6.4643002
1.01502,-0.0016815,6.4424
0.823694,0.0061836,6.2817001
0.870112,0.0065039,6.2104001
0.958729,0.0042324,6.1837001
1.01482,0.0023642,6.2563
1.05452,0.0017347,6.2316999
1.09852,0.0031104,6.0135002
1.22701,0.0049694,5.9085999
1.4397,0.0041492,5.901
1.56322,-0.0008972,5.9439998
1.46252,-0.0023863,5.9928999
1.45302,0.0004052,6.0028
1.52371,0.0015615,6.0229998
1.59624,-0.0009416,6.0784998
1.54182,-0.002372,6.1363001
1.5283,0.0001359,6.1093001
1.5759799,0.0011695,6.0232
1.5850199,0.0021377,5.9678998
1.59851,0.0043924,5.9562001
1.65827,0.0053241,5.9807
1.73975,0.001507,6.0630999
1.60061,-0.0051533,6.1982999
1.30589,-0.0095822,6.2697001
1.00967,-0.0105506,6.2702999
0.778875,-0.0096855,6.3881001
0.564225,-0.0067961,7.5994
0.430073,0.0032949,8.3069
0.454765,0.0229854,7.8470001
0.725752,0.0408344,6.8766999
1.52175,0.0344763,6.1350002
2.56042,-0.0289656,6.2437
1.1787601,-0.0091347,8.6011
0.911916,-0.0060012,7.8758001
0.962783,-0.00118,6.9920998
1.023,-0.0040682,7.4352002
1.16196,-0.0035026,7.4886999
1.2300299,0.0016027,7.3642001
1.16198,0.0052304,7.1813998
1.04228,0.0031893,7.0949998
1.0121599,0.0005743,6.8821998
0.971619,0.0019321,6.5846
0.956177,0.0020787,6.4619002
1.03962,-0.0033426,6.5567002
1.1887,-0.0125468,6.9151001
1.38528,-0.0165838,7.5602999
1.60748,-0.0052493,7.1985998
1.42149,0.007824,6.5700002
1.48772,0.0033122,6.3834
1.33513,-0.0022148,6.4624
1.05205,-0.0022945,6.3692002
0.990469,-0.0008935,6.0387998
1.03584,-0.0027907,6.2623
1.10887,-0.0048586,6.5170002
1.19324,-0.004996,6.6329999
1.2867301,-0.0051347,6.7097001
1.32074,-0.003484,6.6321001
1.27942,-0.0012719,6.5500002
1.22522,-0.0011672,6.7249999
1.1605901,-0.0011149,6.9737
1.09953,-0.0002198,7.1169
1.05268,0.0007748,7.1286001
1.02461,0.000432,7.2907
1.0671999,-0.0004374,7.1156998
1.13793,-0.0006384,6.7371001
1.13182,0.0000281,6.5523
1.0671999,0.0000974,6.5964999
0.998256,-0.0002877,6.8277998
0.975782,0.0011667,7.1542001
1.0723701,0.0070093,6.9812002
1.38021,0.0089149,6.7189999
1.67058,0.0009479,6.7522001
1.70623,-0.0083774,6.8692999
1.55627,-0.0147348,6.9225001
1.44241,-0.023064,7.9780002
2.1226799,-0.0342295,5.2547002
4.2598801,-0.0027135,4.2129998
4.6427302,0.0627096,4.1004
3.28915,0.107055,4.3130999
1.43522,0.103825,4.6388998
2.0151501,0.0830374,4.0836
4.1979799,0.0986228,3.7945001
4.95188,0.178207,3.7553
2.77088,0.250088,4.0644999
4.03479,0.249398,3.7774
6.8979602,0.178972,3.5611999
7.0043001,0.0977826,3.5998001
6.0012698,0.0401066,3.7272999
4.5075898,0.0090386,3.9284999
3.21438,0.0063758,4.2659998
3.15873,0.0115653,5.3336
3.2474501,0.0085266,7.4854002
3.1478901,0.0088374,7.1036
3.1358399,0.0096547,6.3649998
2.97876,0.0056385,6.1332998
2.82446,0.0013546,6.2340999
2.8166599,0.0177293,6.3432999
3.7205999,0.0270855,6.0602002
4.1177702,-0.006784,5.8565998
3.28039,-0.0323838,5.8081002
1.85914,-0.0324761,5.8390999
0.95241,-0.0198932,6.0830998
0.75986,-0.0094892,6.8028998
0.830853,-0.0048998,7.2009001
0.954001,-0.0049052,6.5587001
1.04377,-0.0072721,5.8815999
1.0926501,-0.0085295,5.8399
1.1019599,-0.0135573,6.1206999
0.95105,-0.0335638,7.2252002
0.863265,-0.0745717,6.7104001
2.25457,-0.113179,4.2213001
5.8883801,-0.124364,3.9035001
10.2351999,-0.109266,3.8926001
11.7592001,-0.0716706,4.1900001
10.5157003,-0.0399201,4.0481
10.1659002,-0.0363267,3.5409
12.0674,0.0497093,3.2233
10.1676998,0.210421,3.1524999
9.3129797,0.309495,3.0918
15.8347998,0.228654,3.0476999
18.5063992,0.0770413,3.1054001
18.9615993,-0.0088974,3.1424999
18.7092991,-0.0660718,3.1954999
15.4324999,-0.113928,3.2263
10.6616001,-0.148551,3.2978001
6.99998,-0.154425,3.5033
5.0183401,-0.118998,3.9196999
4.3529301,-0.0747359,4.0648999
3.70924,-0.0625202,4.1787
3.16767,-0.0523786,4.4672999
2.79772,-0.0346764,4.7564998
2.5437901,-0.0188769,4.9313998
2.3699999,-0.0134717,5.2957001
2.14237,-0.0127281,6.0346999
1.8904001,-0.0117506,6.4124999
1.57468,-0.0115628,6.4425001
1.2021101,-0.0073177,6.4748001
0.950211,-0.0018201,6.3586001
0.890364,-0.0014425,6.2059999
0.936944,-0.0022053,6.1978998
0.999107,-0.0020383,6.1697998
1.0874799,-0.0009961,5.9331999
1.17197,0.0007826,5.7880001
1.29141,0.0025239,5.77
1.46371,0.0020811,5.8174
1.57433,-0.0020919,5.8765001
1.51588,-0.0038692,5.9154
1.49518,-0.0023065,5.9474001
1.53224,-0.0016082,6.0015001
1.57372,-0.0033973,6.0208001
1.52903,-0.0040348,5.9650002
1.52148,-0.0014987,5.8962002
1.55145,-0.0004611,5.9013
1.54757,-0.0000707,5.9517999
1.53795,0.0009253,6.0321002
1.5566601,0.0011894,6.1377001
1.6171401,-0.0015324,6.2158999
1.58016,-0.0065588,6.1908002
1.39057,-0.0104148,6.0885
1.1585,-0.0098934,6.1090002
0.996231,-0.0084239,6.2491002
0.779981,-0.0083572,7.2509999
0.585366,-0.0033535,8.2799997
0.497612,0.014208,7.8491001
0.908175,0.0296202,6.8614001
1.78048,0.0131065,6.9292998
1.48432,-0.0443814,9.0823002
1.2195801,-0.0188798,8.1826
1.00699,-0.0064985,7.5588999
1.04992,-0.0019375,6.8462
1.07508,-0.0037081,7.2381001
1.1568201,-0.0034787,7.4284
1.15236,0.0007027,7.4493999
1.0500799,0.0032372,7.3327999
0.963606,0.0003784,7.1588001
0.978826,-0.0026625,6.9391999
1.0096,-0.000971,6.7177
1.0979199,0.0013361,6.5437002
1.25542,0.0005452,6.5788999
1.48304,-0.0029506,6.7948999
1.70138,-0.003756,7.3076
1.6413,0.0051427,7.4376001
1.28294,0.0149319,6.9285002
1.1338201,0.0117318,6.5057998
1.1918401,0.0033586,6.4854999
1.2000099,-0.001104,6.2077999
1.21652,-0.0002841,5.9717002
1.24523,-0.00214,6.2135
1.28574,-0.0037931,6.4716001
1.32435,-0.0028389,6.6058002
1.35027,-0.0019682,6.6848998
1.3196599,-0.0003664,6.6146002
1.25142,0.0007983,6.5236001
1.2055399,-0.0002171,6.6669002
1.16466,-0.0008148,6.9047999
1.11471,-0.0003468,7.0809999
1.0620199,0.0001096,7.1101999
1.04511,-0.0003422,7.2817001
1.08128,-0.0000562,7.1567001
1.11448,0.0014428,6.7632999
1.1091,0.0022159,6.5426998
1.074,0.0011053,6.5665002
1.0396301,-0.0006958,6.7975001
1.04418,0.000168,7.1602001
1.0986,0.0069798,7.0423999
1.3067,0.0109733,6.7950001
1.6020499,0.0052694,6.8136001
1.72856,-0.0023851,6.8379002
1.65213,-0.0083956,6.7136002
1.4521101,-0.0186479,7.3663001
1.52151,-0.0363362,7.1500001
2.92257,-0.0221598,4.4369998
3.7065101,0.0203907,4.3256001
3.8506501,0.0508506,4.4823999
3.3980801,0.0526345,4.6297002
3.82128,0.0519306,4.0595002
5.07374,0.0888628,3.7520001
5.19557,0.174738,3.7126
4.4722199,0.232933,3.825
6.74124,0.207961,3.6564
8.2577,0.121665,3.5597999
7.2367501,0.0427147,3.6380999
5.5163598,-0.0001639,3.7862
3.56673,-0.0159655,4.0265002
2.2683001,-0.0043906,4.8701
2.6359301,0.0122933,7.5556998
2.91711,0.0150612,7.1805
2.8912799,0.0133347,6.4815001
3.13954,0.0075667,6.1690001
3.07342,-0.0009466,6.1655998
2.8578701,-0.0013134,6.2010002
2.9864199,0.0257304,5.7771001
4.5083699,0.0354932,5.3870001
4.9992599,-0.0178161,5.2462001
3.29884,-0.0480656,5.3000002
1.63165,-0.0395575,5.4322
0.786784,-0.0220293,6.5749002
0.742705,-0.0101401,7.2456002
0.90062,-0.0052174,6.5194998
1.06348,-0.0044573,5.6714001
1.15713,-0.0054162,5.6468
1.14852,-0.0053134,5.652
1.09954,-0.0065548,5.7101002
1.02274,-0.0153442,6.5012002
0.995985,-0.0362856,7.4266
1.10388,-0.0719344,5.1726999
2.43981,-0.113474,4.5011001
5.7906599,-0.134363,4.4412999
10.0401001,-0.111513,4.0956998
11.5270996,-0.0623706,3.6324999
12.6598997,-0.0168186,3.2855
15.0960999,0.120882,3.0750999
11.8056002,0.321443,3.0955999
4.4250698,0.439195,3.4755001
9.9411802,0.384219,3.263
15.7033005,0.248659,3.0846
18.3738995,0.150523,3.0349
19.9953003,0.0762281,3.0597999
19.8889008,-0.01304,3.0318
15.7381001,-0.109546,3.0925
10.5346003,-0.151124,3.3246
7.8852701,-0.108129,3.7275
7.6581802,-0.0408976,3.7939
6.5133901,-0.0285908,3.9733
5.05088,-0.0274317,4.3386998
3.9964299,-0.0186772,4.6752
3.3239501,-0.0096734,4.9067001
2.95995,-0.0066068,5.4797001
2.63814,-0.0069106,6.2642002
2.2954299,-0.0079813,6.4844999
1.93319,-0.0101095,6.4466
1.54012,-0.0096028,6.5033998
1.25376,-0.0080441,6.2872
1.10812,-0.0090997,6.1241002
1.10174,-0.0087242,6.0963001
1.16362,-0.0068531,5.8649001
1.22572,-0.0054267,5.7073002
1.29275,-0.004559,5.6619
1.38613,-0.0039293,5.6775999
1.52808,-0.0046346,5.7302999
1.63318,-0.0080443,5.7793999
1.62301,-0.0096599,5.8278999
1.59324,-0.008708,5.8657999
1.6066999,-0.0079973,5.8355999
1.63149,-0.0082386,5.7543998
1.58093,-0.0074066,5.7423
1.56178,-0.0048039,5.8060999
1.59012,-0.0038015,5.8804998
1.61457,-0.0036987,5.9700999
1.6531,-0.0033055,6.0689998
1.68369,-0.0031189,6.0797
1.69042,-0.0044082,6.0018001
1.6418,-0.0072881,5.9189
1.45429,-0.0095931,5.9021001
1.21349,-0.006971,6.0001998
1.0751899,-0.0044891,6.5351
0.848813,-0.0061116,7.5127001
0.617442,-0.0035811,8.3381004
0.534285,0.0139282,7.8144999
1.48568,0.0252642,6.717
2.15433,-0.0074176,7.3421001
0.510129,-0.0453852,10.177
1.18528,-0.0284747,9.3870001
1.0231,-0.0069255,7.3843002
1.02087,-0.001192,6.7581
1.06051,-0.0030546,7.0233002
1.13291,-0.0041544,7.2709999
1.1325901,-0.0016453,7.4303002
1.0933,-0.000109,7.4650002
1.0947,-0.0025947,7.2774
1.16188,-0.0043718,6.9584999
1.20465,-0.001132,6.7761002
1.2001899,0.0033349,6.6238999
1.17844,0.006045,6.6072001
1.24877,0.0071121,6.6788001
1.30415,0.0091748,7.1117001
1.13634,0.0127908,7.4658999
0.884892,0.0152505,7.1726999
0.779707,0.0125974,6.6732001
0.936545,0.004595,6.4201002
1.16702,0.0003718,6.0440998
1.2918,0.0035227,5.9015999
1.32275,0.0017841,6.1694002
1.33384,-0.0009337,6.4345999
1.3432699,-0.000536,6.5724001
1.3312,-0.0000959,6.6757002
1.2927901,0.0005731,6.6055999
1.2402,0.0007227,6.4893999
1.18943,-0.0005467,6.6181998
1.15365,-0.0008449,6.8555999
1.10878,-0.0003176,7.0450001
1.04829,-0.0003854,7.0823998
1.0250601,-0.0011632,7.237
1.04003,-0.0004791,7.1985998
1.05023,0.0017899,6.8249002
1.06786,0.0027639,6.5574002
1.09005,0.0015412,6.5538998
1.1071399,-0.0003533,6.7582002
1.12164,0.000419,7.1285
1.11005,0.0069173,7.1339002
1.2034301,0.0115425,6.8923001
1.44347,0.0082025,6.8332
1.59337,0.0031694,6.7512999
1.53804,-0.0020507,6.5009999
1.26652,-0.0130175,6.8010001
0.878851,-0.0327587,8.2578001
1.5709,-0.033543,6.0116
2.3032501,-0.0141119,4.7108998
2.90659,0.0006695,4.7343998
3.43522,-0.004464,4.5479002
4.3484998,-0.0097491,4.1497998
6.1462698,0.014744,3.8666
7.8579102,0.0730307,3.6233001
8.5683002,0.106411,3.5581999
8.9788504,0.077792,3.5652001
8.2319298,0.0121937,3.6177001
5.99898,-0.0352616,3.7843001
3.6556499,-0.0467598,4.0187001
1.87594,-0.0361465,5.3755999
1.42329,-0.0066334,7.7409
2.00261,0.0174665,7.1255002
2.62287,0.0182707,6.368
2.9378901,0.0108762,6.0328999
2.8916199,0.0026109,6.0214
2.9054899,-0.0005162,6.0483999
2.8678701,0.0111225,5.6624999
3.1059301,0.0437999,5.2693
5.32724,0.0438077,5.0228
5.7747502,-0.0287881,4.9040999
3.1389999,-0.0616374,5.0057001
1.42987,-0.0454825,5.4611001
0.821362,-0.0255001,7.1465998
0.854189,-0.0121626,6.6314998
0.999214,-0.0056972,5.7273002
1.1452,-0.00368,5.4594002
1.24312,-0.0036548,5.4896002
1.22925,-0.0035201,5.5162001
1.14344,-0.0047933,5.6248999
1.04118,-0.0099854,6.1987
1.0406899,-0.0175148,7.342
1.13599,-0.034481,6.3846998
1.43323,-0.0672531,4.4727998
3.3857801,-0.105295,4.0099001
8.1887798,-0.101193,3.6445999
11.3409996,-0.0511734,3.3736
13.5969,0.0083174,3.1331
16.1228008,0.147229,2.9672
14.0949001,0.335605,2.9781001
9.4438601,0.457115,3.1881001
5.7997699,0.457412,3.3183
7.4534602,0.389081,3.0746
10.4372997,0.33328,3.0373001
14.1845999,0.306608,3.0785
18.7182007,0.218423,2.9719
17.7921009,0.064336,2.9655001
12.5917997,-0.0280774,3.1027999
7.56462,-0.01056,3.4725001
6.1943798,0.0474907,3.6840999
5.77946,0.0493798,3.9556999
4.8062901,0.0321107,4.3512998
3.99224,0.019784,4.6789999
3.3718801,0.0134027,4.9468999
3.00424,0.0089173,5.8586998
2.73329,0.004332,6.5165
2.4472101,-0.0008105,6.4960999
2.15803,-0.005888,6.5278001
1.83851,-0.0091455,6.4054999
1.57542,-0.0117788,6.0893002
1.40391,-0.0149198,6.0035
1.41922,-0.0133106,5.8615999
1.56262,-0.009901,5.6402001
1.65347,-0.009487,5.5709
1.71749,-0.0108265,5.5447001
1.77127,-0.0120132,5.5562
1.87131,-0.013096,5.5791998
1.97601,-0.0153546,5.6251001
2.0183201,-0.0156481,5.6648002
1.99773,-0.0144747,5.6278
1.93357,-0.0145011,5.5366001
1.88208,-0.0138134,5.5492001
1.80255,-0.0120117,5.6718001
1.74428,-0.0099678,5.7623
1.73281,-0.0083425,5.8485999
1.73005,-0.0067721,5.9624
1.7604899,-0.0051387,5.9566998
1.7903301,-0.004156,5.8656998
1.77948,-0.0045719,5.8014998
1.70936,-0.0066388,5.7888999
1.51009,-0.0086587,5.8224001
1.23727,-0.0059401,6.1342001
1.11087,-0.0040628,7.2312999
0.89861,-0.0070066,7.9868999
0.64637,-0.0045973,8.3004999
0.546416,0.0159105,7.6445999
1.81494,0.0261452,6.3225002
2.4527199,-0.0208012,7.0913
0.206407,-0.0505535,9.7453003
1.35984,-0.0281585,8.9573002
0.71202,0.0304281,6.3979001
0.894172,-0.0087346,7.4502001
0.995887,-0.0050118,6.7498999
1.11079,-0.0055989,6.8599
1.24131,-0.0059041,7.0760999
1.2885799,-0.0031104,7.3190999
1.27906,-0.0002278,7.507
1.25651,-0.0000293,7.4377999
1.26446,0.0003335,7.0179
1.22135,0.0033627,6.7916002
1.07415,0.0056332,6.6378999
0.926777,0.0055213,6.5637002
0.873256,0.0049948,6.5620999
0.801264,0.007089,6.7862
0.647797,0.006848,7.4631
0.60211,0.0052895,7.3692002
0.655447,0.0056789,6.8393998
0.814574,0.0012534,6.4095998
1.0642999,-0.0002534,5.9756999
1.2331899,0.0054918,5.862
1.29451,0.0039347,6.1259999
1.32324,0.0001401,6.3929
1.34175,-0.0003227,6.5412998
1.32952,-0.0004545,6.6752
1.31296,-0.0002189,6.6047001
1.2868299,-0.0003265,6.4614
1.22551,-0.0016094,6.5763998
1.16356,-0.0018265,6.8147998
1.09952,-0.0017241,7.0233002
1.03599,-0.0027145,7.0409999
1.01922,-0.0037612,7.1599998
1.04189,-0.0027987,7.2244
1.0628999,0.00018,6.9011998
1.08825,0.0025641,6.5918999
1.1096801,0.0028974,6.5467
1.10778,0.0020452,6.7171001
1.07232,0.0028414,7.086
1.01072,0.0079863,7.2221999
1.0534,0.0114836,6.9617
1.25247,0.00876,6.8088999
1.4342,0.0052376,6.6304002
1.45295,-0.0005041,6.3028998
1.23528,-0.0122664,6.4710002
0.790558,-0.0285173,7.9530001
0.841166,-0.0306651,7.4860001
1.1932,-0.0202775,5.5959001
1.40274,-0.0161428,4.7921
2.11081,-0.0274161,4.5493999
3.3166001,-0.0483852,4.3072
4.7207298,-0.0604214,4.0426002
6.55088,-0.044256,3.7260001
7.5533199,-0.0335268,3.6401999
6.9702601,-0.0501481,3.6756001
5.1354098,-0.0747839,3.7799001
2.96175,-0.0791453,4.3074002
1.48516,-0.0606054,6.71
1.16606,-0.0347855,7.9017
1.27091,-0.0065827,6.9155998
1.74572,0.0097494,5.7480998
2.33582,0.0073279,5.7729001
2.6773701,0.0020028,5.8681002
2.65816,0.0012772,5.8674998
2.75124,0.0095293,5.5553999
2.86851,0.0302906,5.2714
3.33125,0.0564756,5.0611
5.80127,0.0416625,4.8688998
5.96278,-0.0355521,4.7677999
2.8872499,-0.0643495,4.9387999
1.49316,-0.0448589,6.1999998
1.15606,-0.0271465,6.9500999
1.18117,-0.015117,5.6265998
1.25409,-0.0086305,5.2954998
1.31085,-0.0061321,5.3288002
1.3538899,-0.0047616,5.3594999
1.33811,-0.0046629,5.4074998
1.25772,-0.0069934,5.5551
1.12843,-0.0112881,6.0138001
1.06767,-0.0132893,7.0242
1.1379,-0.0174572,7.1725001
1.3209,-0.035717,4.7909002
2.3468399,-0.0755678,3.9465001
5.7393799,-0.0955891,3.5929999
9.61028,-0.0771309,3.3757999
12.7160997,-0.0372242,3.1621001
15.0927,0.0589787,2.9935
15.7272997,0.181328,2.944
16.3430004,0.258127,2.9688001
15.7600002,0.283508,3.0053
13.4421997,0.289857,3.0516
9.7966499,0.322936,3.118
7.0873399,0.399024,3.1031001
11.9399004,0.381139,2.9075
14.3631001,0.23316,2.8419001
11.7216997,0.0973521,2.9512999
6.1949902,0.058548,3.2486
3.9373701,0.0734855,3.6400001
3.60813,0.0543639,4.0513
3.3185101,0.0344481,4.4198999
3.14571,0.0249521,4.7014999
2.90096,0.0176853,5.2638001
2.70192,0.0123535,6.4590998
2.60076,0.0063548,6.5977998
2.44452,-0.000835,6.5358
2.2688899,-0.006516,6.4770999
2.06691,-0.0110068,6.1169
1.85505,-0.0156491,5.8927002
1.70658,-0.0191534,5.7806001
1.79222,-0.0144788,5.6553001
2.0251701,-0.0076294,5.5237999
2.1962099,-0.0066289,5.4786
2.30372,-0.008852,5.4404001
2.34638,-0.0108547,5.4563999
2.3885801,-0.0116175,5.4931002
2.4577601,-0.0121013,5.5386
2.5292301,-0.0104332,5.546
2.56479,-0.0095761,5.4531999
2.4451799,-0.0129709,5.4074001
2.29598,-0.0139585,5.5307002
2.19752,-0.0135641,5.6599002
2.10253,-0.0142837,5.7356
2.0644801,-0.0127306,5.8649001
2.04533,-0.0103774,5.8845
2.0198901,-0.0090347,5.7782998
1.98771,-0.0084908,5.6998
1.93366,-0.0091211,5.6806002
1.82874,-0.0108602,5.6880002
1.6450599,-0.0120626,5.7958999
1.38916,-0.0091694,7.0976
1.24491,-0.0078201,7.9597001
1.01305,-0.011164,8.2463999
0.736914,-0.0082093,7.8386998
0.621389,0.0131134,7.1746998
1.91084,0.0217346,6.0251002
2.60694,-0.0314853,6.6111999
0.615779,-0.0657081,8.5732002
1.4138401,-0.0370334,8.7990999
1.61578,0.0155946,5.3527999
0.537575,0.0020668,7.7252002
0.983178,-0.0112561,7.2897
1.15275,-0.0104348,6.8056998
1.35385,-0.0063253,6.7831998
1.5220799,-0.0025828,6.9309001
1.53207,0.0019467,7.1773
1.39563,0.0052868,7.4359002
1.17962,0.0050106,7.5481
1.00518,0.0039441,7.0938001
0.87969,0.0046176,6.8653002
0.803818,0.0041746,6.6697998
0.803651,0.0019002,6.5009999
0.821229,0.0000934,6.4356999
0.742892,0.0010919,6.4151001
0.603809,-0.0008681,7.1571002
0.642944,-0.003135,7.5865998
0.798956,-0.0005411,7.0639
0.874149,-0.0023361,6.4913001
1.03722,-0.0017242,5.9980001
1.16478,0.0056814,5.8706002
1.25957,0.0049108,6.098
1.35972,0.0011679,6.3529
1.40224,0.0004173,6.5243001
1.39792,-0.0000239,6.6794
1.38779,0.0003042,6.6114001
1.37034,0.0003159,6.4551001
1.31715,-0.0015666,6.5538998
1.22852,-0.0029944,6.8000002
1.14417,-0.0041571,7.0363002
1.09627,-0.0056945,6.9828
1.11373,-0.0059198,7.0616999
1.16517,-0.0037109,7.2329001
1.1857001,0.0004732,6.9779
1.15653,0.0044053,6.6360998
1.0839601,0.0053547,6.5521998
0.972236,0.0037482,6.7055998
0.844578,0.0029577,7.0678
0.783869,0.0060613,7.2989998
0.853011,0.0088518,6.9554
1.04155,0.0082264,6.7392998
1.2887501,0.0086254,6.4612002
1.48043,0.0048213,6.1346998
1.4322799,-0.0061985,6.1135998
1.1737,-0.0182357,6.9148998
0.848867,-0.0194534,7.908
0.603414,-0.0133241,7.1128001
0.509411,-0.0141905,6.3218002
1.01261,-0.0279856,5.9587998
1.46559,-0.0522121,5.7087998
1.8362,-0.0744562,5.4066
2.1643,-0.0771745,5.3393002
2.1394999,-0.0744719,5.5654998
1.6709,-0.0770306,6.0539999
1.14961,-0.07618,7.7916999
0.978695,-0.0629718,7.9931998
1.18585,-0.040061,7.2943001
1.40748,-0.0177959,6.2971001
1.63169,-0.0019533,5.4664998
1.9833,0.0027428,5.5339999
2.2810299,-0.0014415,5.6178002
2.4886899,-0.0017797,5.6141
2.5745399,0.0054109,5.4379001
2.6331,0.0197823,5.2600002
3.0781,0.0383813,5.1371999
4.1941199,0.0475919,5.0093999
5.8765602,0.0191854,4.9232001
5.2508898,-0.0472002,4.8691001
2.54214,-0.0643481,5.2156
1.70318,-0.0421107,7.2635999
1.62957,-0.026816,5.6025
1.72472,-0.0170521,5.1933999
1.76465,-0.0116028,5.1691999
1.7070301,-0.0092668,5.2182999
1.62385,-0.0075254,5.2546
1.53346,-0.0076348,5.3193002
1.43221,-0.0100852,5.4919
1.33251,-0.0131295,5.8789001
1.23154,-0.0134546,6.6455998
1.18449,-0.0131493,7.2220001
1.22806,-0.0221653,6.5689998
1.65329,-0.0528588,4.1875
3.39376,-0.0829721,3.7444999
7.0839,-0.0876799,3.533
10.3015003,-0.0584469,3.3192999
11.6736002,-0.0009802,3.1429999
12.3192997,0.0505706,3.0702
14.2985001,0.059903,3.0564001
16.8528004,0.0417439,3.0451
18.2014999,0.0342983,3.0566001
17.6137009,0.0815134,3.1287999
16.0653,0.196489,3.0294001
14.8080997,0.238433,2.8683
13.2868004,0.15192,2.8374
10.2723999,0.048512,2.9935999
5.9383798,0.0112387,3.3209
3.4997799,0.0204544,3.7414999
2.4687901,0.0125852,4.1601
2.277,0.0084349,4.5572
2.3270199,0.0093866,5.039
2.3504801,0.006376,6.3650999
2.3720701,0.0043989,6.6862001
2.4860899,0.0004602,6.5461998
2.48984,-0.0063213,6.5057998
2.4223001,-0.0114402,6.1648998
2.3185999,-0.016328,5.8223
2.1530001,-0.0215771,5.6904998
2.0376799,-0.0235947,5.4921999
2.1480501,-0.0147894,5.5149002
2.3722,-0.0026958,5.4878001
2.5961299,0.0023759,5.4345999
2.7464499,0.0015465,5.3948002
2.77841,-0.000688,5.4236999
2.7423899,-0.0014211,5.4646001
2.7193201,-0.0004587,5.4938002
2.7413299,0.0030402,5.4714999
2.8392799,0.003753,5.3673
2.7767401,-0.0025443,5.3832998
2.6280701,-0.0048423,5.5514002
2.59741,-0.0053747,5.6360998
2.5108199,-0.0083132,5.7319002
2.5023401,-0.0071383,5.8431001
2.5572,-0.0053,5.7652001
2.5139599,-0.0062798,5.6661
2.41031,-0.008604,5.5963998
2.2748599,-0.0112972,5.5441999
2.1050601,-0.0131921,5.5633998
1.9287601,-0.0128135,6.6423998
1.72291,-0.0094051,7.9331002
1.55311,-0.0085801,8.2477999
1.26153,-0.0123146,7.8752999
0.916543,-0.0098506,6.9320002
0.774472,0.0089492,6.3210001
1.81462,0.0169642,6.0650001
2.5437,-0.0283613,6.3006001
1.50409,-0.0594213,7.7330999
1.82297,-0.028495,7.2549
1.9751199,0.0015268,5.0907998
1.04187,-0.02048,7.9748001
1.42668,-0.0312867,6.8148999
1.54625,-0.0100959,6.8028002
1.59724,-0.0018705,6.7437
1.49651,0.0044839,6.8432999
1.28088,0.0086921,7.0723
1.05032,0.0099665,7.3748999
0.871178,0.0065013,7.5816998
0.77752,0.002316,7.1079998
0.744414,0.0010815,6.8975
0.767076,0.0001825,6.7406001
0.822068,-0.0009348,6.507
0.843717,-0.0014291,6.3734002
0.798172,-0.0010787,6.3105998
0.759241,-0.0032867,6.6251001
0.841121,-0.0049798,7.4884
0.897964,-0.0023988,7.4320998
0.87338,-0.0041854,6.6289001
1.08243,-0.0030029,6.0426998
1.2055,0.0056894,5.9115
1.27762,0.0066908,6.0869002
1.39533,0.0040321,6.3280001
1.42182,0.0031093,6.5275998
1.40903,0.0019718,6.6894002
1.38977,0.0021188,6.6231999
1.37255,0.0021095,6.4661002
1.3471,-0.0006306,6.5542002
1.2982301,-0.0032241,6.8063998
1.28413,-0.0047163,7.0427999
1.32276,-0.0051725,6.908
1.34027,-0.0037909,6.9485998
1.27868,-0.0007092,7.2146001
1.1452,0.0033839,7.0539999
1.00686,0.0070756,6.6869001
0.907113,0.0068973,6.6096001
