lid5m_slop,lid5m_cu,sagawi25m
0.938326,-0.0300092,6.2012
0.955415,-0.0324535,6.0981002
1.17693,-0.0360892,5.4396
1.44347,-0.0384316,5.1034002
1.69031,-0.0378784,5.0787001
1.823,-0.0323135,5.2926002
1.79726,-0.0238413,5.5188999
1.77368,-0.0153839,6.1301999
1.91585,-0.0032359,7.0956001
1.96619,0.0108428,7.1957002
1.78845,0.0214361,6.8887
1.65757,0.0240184,6.5963001
1.71524,0.0179494,6.5151
1.8062299,0.008024,6.7059999
1.84205,0.0021814,6.6620002
1.81372,0.0018879,6.5658998
1.71591,0.0040497,6.8232002
1.6115201,0.0052733,7.0451002
1.56371,0.007311,6.7744999
1.54801,0.0094535,6.3158002
1.54763,0.0090349,6.1587
1.55924,0.0041015,6.4807
1.5535001,-0.0022253,6.9403
1.55598,-0.0061188,6.5843
1.54761,-0.0048922,5.9137998
1.27742,0.0048426,5.7642999
0.897322,0.0114949,5.7540002
0.947938,0.0021449,6.6015
0.902068,-0.0086775,7.6756001
0.704653,-0.0231386,8.6288996
0.133385,-0.0419093,9.1779003
0.877164,-0.0455132,7.3246999
1.89705,-0.0376865,6.2000999
2.3773701,-0.0360426,5.0503001
1.95603,-0.0548532,4.6079001
1.44321,-0.0774293,4.5082002
1.60321,-0.105575,4.3158998
3.13011,-0.143087,3.974
6.31845,-0.147049,3.7825
9.6214705,-0.121651,3.7565999
10.0661001,-0.0968679,4.1128001
7.1835098,-0.0899429,5.3221998
5.9910002,-0.0979639,3.9572001
9.2201099,-0.0734133,3.5191
11.0901003,0.0359467,3.3329
9.6184101,0.126513,3.2981999
10.9562998,0.136594,3.2934
14.4673996,0.0865987,3.3097
16.6452007,0.0296376,3.2701001
17.3355007,-0.0221362,3.2444999
16.4069996,-0.0682971,3.2866001
14.8062,-0.0946106,3.3597
12.9244003,-0.153804,3.4133999
8.3503504,-0.181276,3.6726
5.0767598,-0.0396292,3.4282999
5.0008101,0.0264613,3.3606999
5.3018198,-0.0341815,3.7358
4.1936202,-0.0716707,4.0577002
3.4043,-0.0528547,4.2845998
3.5797701,-0.0314896,4.3853002
3.3271,-0.0429522,4.4243002
2.7002201,-0.0342852,4.4421
2.7171299,-0.0167496,4.527
3.09905,-0.0117571,4.6950002
3.33741,-0.0171704,4.8817
3.1212399,-0.0247131,4.9941001
2.7384,-0.0349467,4.8762999
2.1145,-0.0442507,4.6043
1.33371,-0.0227545,4.6136999
0.766784,0.0010319,4.5014
0.441206,-0.0018375,4.3204999
0.0846138,-0.0025254,4.5570002
0.375355,0.0021656,5.6209998
0.755829,0.00302,5.2325001
0.915956,-0.0043678,5.3552999
1.04276,-0.0054026,5.5253
1.40351,-0.0060414,5.6089001
1.36373,-0.0190776,5.6252999
0.871615,-0.022308,5.7886
0.98544,-0.010036,6.3477998
1.3302799,0.0021733,6.1392999
1.53789,-0.0074854,6.1529999
1.6524,-0.0094585,6.3934999
2.07304,0.0031639,6.1812
2.51665,-0.0010533,6.1606002
2.6191199,-0.0028948,6.2628999
2.78654,0.0000878,6.2494998
2.8205099,-0.0055536,6.1409001
2.6340001,-0.0101442,6.2363
2.3524899,-0.0112431,6.4493999
1.98686,-0.0093173,6.4505
1.8724999,-0.0022588,6.1131001
2.23316,-0.0086038,5.7702999
1.73795,-0.0263854,5.9261999
0.542582,-0.0264975,7.1202002
0.922671,-0.0086825,7.8260002
0.888203,0.010139,6.3583002
0.933807,0.0147413,5.6873999
1.00297,0.0138187,5.6844001
1.03993,0.0097374,5.7476001
1.02981,0.0040028,5.9361
0.947878,0.0049333,6.0409999
0.904336,0.00808,5.9965
0.903462,0.0081599,5.9811001
0.916775,0.0059321,6.0043998
0.898561,0.0048052,6.0537
0.904434,0.0043375,6.0818
0.898598,0.0020321,6.1276999
0.859309,-0.0002707,6.3881998
0.80926,-0.0010921,7.1817999
0.792146,-0.0005214,7.1865001
0.797808,0.0001851,7.5525999
0.780051,0.0025271,6.9134998
0.764111,0.0054452,6.4972
0.790941,0.0042972,6.3470998
0.832057,-0.0018189,6.7916999
0.746822,-0.0078749,7.875
0.952573,-0.0047211,7.2412
1.03374,0.0126987,6.0377002
1.2618099,0.0092466,5.6712999
0.983809,-0.0218879,7.9463
1.01959,-0.0136277,7.7491002
1.01033,0.00922,5.9025002
0.780817,0.0137556,5.7069001
0.792737,0.005812,6.0244999
0.764965,-0.000147,6.4622002
0.733591,0.0016588,6.3604002
0.727621,0.0071984,6.0183001
0.762351,0.0096359,5.8772001
0.64651,0.0055295,6.2849002
0.718216,-0.002372,6.7501001
0.821005,-0.0057973,7.3484998
0.605536,-0.0059149,7.6431999
1.04101,-0.0044051,6.7838998
1.19777,-0.0000184,5.9067001
1.06243,0.005024,6.0145998
0.812611,-0.0057868,5.8432002
1.48502,-0.0150533,5.2258
1.8274699,0.0258186,5.4064999
1.89695,0.0299733,5.4282999
1.85479,0.0101776,5.5004001
1.83795,0.0049708,5.7143998
1.88583,-0.0002024,5.8267002
1.97054,-0.0035536,5.855
2.0465701,-0.0064864,6.1048002
2.0464301,-0.0104065,6.4850001
2.0402,-0.0116614,6.6360998
2.0901999,-0.0100828,6.7413998
2.1506901,-0.0083307,6.3551002
2.1482201,-0.0089042,5.6764998
2.0471499,-0.010073,5.6395998
1.8769701,-0.0094917,5.8016
1.74071,-0.0072584,5.8741002
1.64008,-0.0072695,5.9572001
1.5434,-0.0066266,6.0748
1.36379,-0.0039839,7.2384
1.36573,-0.0155103,7.5173001
1.66392,-0.0259078,5.3710999
2.1059501,-0.0219802,4.8634
2.41517,-0.0242824,4.8769002
2.7069299,-0.0277708,4.836
2.9254501,-0.0272052,4.7287002
2.8255,-0.0280867,4.8446999
2.5925701,-0.0261843,5.1662002
2.3306899,-0.0223877,5.3663998
2.06722,-0.0197015,5.684
1.9461401,-0.0109479,6.7535
1.72387,0.0013322,7.2676001
1.42535,0.0100904,7.0855999
1.28571,0.0123665,6.7006001
1.34842,0.0090691,6.5405002
1.47149,0.0044478,6.6827998
1.56125,0.0036123,6.5749002
1.53956,0.0052758,6.4693999
1.4121799,0.0066451,6.7219
1.29261,0.0067813,6.9998002
1.2508301,0.0089094,6.8902001
1.24269,0.0125016,6.4071999
1.26089,0.0143495,6.1992002
1.32988,0.011868,6.4561
1.39117,0.0079317,6.9355001
1.4185899,0.0066855,6.5942998
1.38258,0.0101843,5.9551001
1.1666,0.0159146,5.7740998
0.993351,0.0165839,5.7579002
1.0083899,0.0078427,5.927
0.966471,-0.0005186,6.9517002
0.88014,-0.0097804,7.9281001
0.660844,-0.0218931,8.6027002
0.338008,-0.0280362,8.9779997
0.0215806,-0.0289918,9.0848999
0.378227,-0.0296722,7.5728002
0.570454,-0.0334252,6.7687998
0.559487,-0.0379025,6.0934
0.624128,-0.0516772,5.4389
1.25428,-0.0823453,4.6026001
2.7519701,-0.109019,4.6567998
5.2901402,-0.115407,5.0623002
8.2572699,-0.0911331,4.9752002
9.80791,-0.0334679,3.5836
9.7988195,0.0216841,3.2697999
11.4035997,0.0839334,3.1691999
11.2932997,0.200589,3.1756999
8.0071497,0.284928,3.3089001
7.6445198,0.291273,3.4143
11.6185999,0.24194,3.3815999
15.8429003,0.169169,3.2881999
18.9022007,0.0768345,3.2126999
19.7851009,-0.0262931,3.1949999
18.8215008,-0.104908,3.2028999
17.0049992,-0.192142,3.2368
12.4074001,-0.237366,3.3706
7.7378602,-0.134706,3.3471
7.2962198,-0.0781864,3.4012001
6.9444199,-0.11394,3.6159999
5.45959,-0.127174,3.6803
4.52388,-0.0814759,3.8306
4.81425,-0.0409691,3.9265001
4.4324198,-0.0502251,3.9719999
3.4921999,-0.04358,4.0454001
3.0199599,-0.0220468,4.1480999
3.0561099,-0.00714,4.2449002
3.1454899,-0.0052069,4.3031998
2.8765399,-0.0085856,4.3162999
2.33039,-0.0131429,4.3108001
1.687,-0.0162572,4.3123999
1.05311,-0.0068679,4.3571
0.636156,0.0037853,4.3120999
0.38318,0.0037668,4.1440001
0.279597,0.0025936,4.0837998
0.408763,0.0032627,4.3898001
0.562963,0.0036976,4.8715
0.710654,0.0019133,5.0921001
0.902121,0.003488,5.1297998
1.2254699,0.0026292,5.1545
1.31248,-0.0075796,5.1826
1.10384,-0.0100773,5.3165002
1.11498,-0.0054749,5.6620998
1.1735801,-0.0034798,5.8868999
1.24747,-0.0059144,5.9183002
1.41423,-0.0022202,5.8877001
1.7841001,0.0059212,6.0405998
2.18434,0.0038016,6.1774998
2.40504,0.0039188,6.2895999
2.6784201,0.005947,6.1528001
2.8213799,0.0001269,6.1732998
2.7570601,-0.0054333,6.4203
2.63587,-0.0092696,6.4572001
2.32564,-0.0102614,6.1921
2.03843,-0.0023813,5.8063002
2.22802,-0.0036003,5.5862999
2.24597,-0.0194573,5.4906001
1.22523,-0.0297493,6.6939001
0.90548,-0.0182933,7.2056999
0.920366,0.0054067,7.2041998
0.615786,0.0194214,7.0165
0.703983,0.0224547,6.7154999
0.802722,0.0171803,6.4169002
0.799809,0.0096453,5.9879999
0.712481,0.0090625,5.9893999
0.698882,0.0113225,5.9837999
0.739736,0.0110904,5.9720998
0.779818,0.00864,5.9877
0.782189,0.0070575,6.0328002
0.816868,0.00608,6.0864
0.822715,0.0035693,6.5707002
0.776767,0.0011786,7.2940998
0.723975,0.0004091,7.1869998
0.713829,0.0013122,7.5963998
0.720342,0.0024307,7.2505999
0.706739,0.0043425,6.7367001
0.725079,0.005251,6.4889998
0.788839,0.0010719,6.5430999
0.807919,-0.0061013,7.2266002
0.769077,-0.0093987,7.6044002
0.987047,-0.0016841,6.6254001
0.945,0.0149211,5.6441998
1.25792,0.008423,5.6968002
0.963513,-0.0231708,7.9348001
0.997082,-0.0156024,7.7041998
0.996988,0.0072533,5.9665999
0.710902,0.0129896,5.7804999
0.724002,0.0059467,6.0721002
0.716382,0.0013789,6.3796
0.679062,0.004865,6.1735001
0.641565,0.0109427,5.8902001
0.720033,0.0117897,5.7175999
0.866818,0.0036612,6.1998
0.727432,-0.0077161,7.4759002
0.55185,-0.0076066,7.6999998
0.987197,-0.0005428,6.7979999
0.939345,0.0048869,5.9798002
0.813783,0.0066441,5.8814998
0.697316,0.005476,5.9787002
0.445052,-0.0044842,5.5825
1.67983,-0.008328,5.4404998
1.65468,0.0300626,5.4829001
1.66281,0.0132639,5.5632
1.70637,0.0062281,5.7591
1.8145601,0.0020853,5.7712002
1.96049,0.0007813,5.8228998
2.0968699,-0.0005375,6.1339002
2.1773,-0.0034812,6.4654002
2.2009699,-0.0043931,6.5795002
2.21544,-0.0022879,6.7364001
2.2474401,0.0010573,6.4727998
2.3257101,0.0027895,5.6704998
2.30779,0.0016158,5.5577002
2.1429801,-0.0004707,5.7175999
1.97435,0.0000199,5.8211999
1.86122,0.0000214,5.9713998
1.78379,0.0009319,5.8783002
1.69384,0.0030961,7.0321999
1.7515399,-0.0058503,7.6054001
2.31657,-0.0073039,5.0388999
3.0488501,0.0094814,4.7333002
3.4598701,0.0145186,4.8018999
3.78668,0.0149559,4.7291002
3.9413199,0.0158548,4.5976
3.60093,0.0064879,4.7765002
3.1473999,-0.0010813,5.1615
2.8445699,-0.0044251,5.3060002
2.5098701,-0.0084852,5.4801998
2.1247499,-0.0047759,6.2083001
1.75374,0.0033092,7.23
1.50629,0.0081546,7.2030001
1.35523,0.0090972,6.7508998
1.28774,0.006924,6.5324001
1.2582,0.004664,6.6448998
1.24025,0.0059399,6.5112
1.16629,0.0074056,6.3892002
1.04757,0.0069987,6.632
0.961697,0.0061026,6.8769999
0.922288,0.0079242,6.9603
0.873644,0.0116545,6.5429001
0.824086,0.0142106,6.2270002
0.821217,0.0133931,6.4057002
0.847803,0.0106734,6.9225001
0.859097,0.0103495,6.6100001
0.787877,0.0156814,6.0409002
0.670645,0.0194267,5.8839998
0.754615,0.0168041,5.9189
0.905667,0.0091921,6.0349998
0.939755,0.0023175,6.3561001
0.909113,-0.0040759,7.1472001
0.805394,-0.0106945,7.7932
0.705279,-0.013644,8.2691002
0.639107,-0.0163494,8.5974998
0.512837,-0.0197693,8.7447004
0.455322,-0.0199013,8.6622
0.470596,-0.0194934,7.1957002
0.515441,-0.0244026,5.7143002
0.874269,-0.0400442,5.1262999
1.8208899,-0.0665095,4.9159002
3.52529,-0.0927572,4.3383999
7.1738,-0.0873349,3.6858001
10.9598999,-0.0108027,3.3885
11.5142002,0.0718466,3.2298999
11.8494997,0.138414,3.1359
11.4818001,0.239375,3.1594
8.9147902,0.318213,3.3188
4.9502301,0.350848,3.5875001
1.98197,0.354927,3.9816
8.05124,0.325073,3.5797999
15.0165997,0.253051,3.2804
20.4475002,0.146636,3.1526
23.0084991,0.0331268,3.1136
23.1320992,-0.102143,3.1101999
20.0366001,-0.209548,3.1547
15.4658003,-0.196204,3.1933
13.0202999,-0.179227,3.2376001
11.3884001,-0.202098,3.2581
8.85674,-0.201328,3.3968999
6.91153,-0.125324,3.7565999
6.9291701,-0.0564866,3.7221
6.31499,-0.060284,3.714
4.8383999,-0.0535719,3.7485001
3.6996,-0.0298241,3.8297999
3.21697,-0.0112651,3.9363999
3.0173399,-0.0072477,4.0332999
2.65851,-0.0087787,4.1093001
2.0585301,-0.0101361,4.1792998
1.40952,-0.0104256,4.2266998
0.854135,-0.0055197,4.2384
0.498592,0.0005707,4.2484999
0.354503,0.0030173,4.2565999
0.392816,0.0039667,4.3408999
0.48287,0.0036507,4.4791999
0.604598,0.0019986,4.5955
0.718951,0.0003362,4.7220998
0.808329,0.0017376,4.8336
1.01201,0.0021423,5.0416002
1.14627,-0.0028188,5.4991002
1.12053,-0.0032294,5.8165998
1.15213,-0.0012642,5.7927999
1.14562,-0.0021586,5.7494998
1.1098599,-0.0021455,5.7825999
1.16697,0.0019223,5.9432998
1.45945,0.007359,6.1072998
1.84331,0.0081107,6.257
2.1354101,0.0094894,6.1859999
2.47172,0.0102427,6.1490998
2.7351999,0.0053597,6.3597002
2.7981901,0.0002692,6.4863
2.80112,-0.0041,6.2167001
2.6479499,-0.0063652,5.8339
2.3697,-0.0010961,5.5983
2.28808,-0.0005468,5.4906001
2.42068,-0.0136175,5.4826999
1.99016,-0.0320134,5.6680002
0.636798,-0.0303535,6.8460999
0.824767,-0.0098468,8.1148005
0.704195,0.0087296,7.4433999
0.196501,0.0202054,8.1833
0.449176,0.0208308,7.6364999
0.533483,0.0134082,6.7743001
0.444782,0.0110282,6.3748999
0.469573,0.0121144,6.4247999
0.565893,0.0116863,6.3541999
0.638143,0.0089558,6.4842
0.642203,0.0068025,6.7164998
0.678794,0.0053279,7.0012999
0.689731,0.0027696,7.4626002
0.643535,0.0003916,7.7837
0.586549,-0.0002573,7.4503002
0.573169,0.0009572,7.5310998
0.588484,0.00224,7.0749998
0.611479,0.0033375,6.6497998
0.693406,0.0026559,6.5805001
0.766894,-0.0023055,6.8730998
0.794666,-0.0079976,7.5240998
0.896714,-0.0079467,7.0258999
0.920724,0.0024854,6.2838001
0.829308,0.0177546,5.7344999
1.25054,0.0086467,6.0152998
0.994406,-0.0229119,7.9506001
1.06801,-0.013621,7.5655999
0.973423,0.0086815,5.9530001
0.654059,0.0119159,5.8460999
0.660888,0.005736,6.0854998
0.675617,0.0052386,6.2091999
0.615949,0.010248,5.9345999
0.543635,0.010881,6.0407
0.78813,0.0064999,5.9464998
1.10156,-0.0049481,6.3979998
0.50084,-0.0172919,7.6722002
0.709634,-0.0117973,7.4401002
0.898135,0.0009786,6.2927999
0.769746,0.0075359,5.6817999
0.676951,0.0042507,5.8195
1.15546,-0.0026682,5.4509001
1.18068,0.0304893,5.6248999
1.32813,0.0281652,5.6648002
1.5051,0.0121694,5.7753
1.66002,0.0095116,5.7314
1.7859401,0.0096479,5.8274002
1.90441,0.0095705,6.1701999
2.0352299,0.0077454,6.4531002
2.07546,0.006897,6.5373001
2.01632,0.0082562,6.6866002
1.93792,0.0115706,6.6135001
1.93787,0.0156816,5.7817998
1.92619,0.0163371,5.6287999
1.85823,0.0136563,5.7357998
1.73105,0.0127091,5.8390999
1.5837899,0.0120773,6.1549001
1.47611,0.0131628,6.1993999
1.4283299,0.0157723,6.6202998
1.41442,0.0090585,7.7817998
1.92134,0.0143828,5.2420001
2.16098,0.0418812,4.8688998
2.13502,0.055175,4.9933
2.35605,0.0604265,4.9424
2.5007901,0.0611278,4.8119998
2.6412899,0.0442468,4.9520998
2.4661901,0.029476,5.2838001
2.3350201,0.0215653,5.3498998
2.0994301,0.0126387,5.4756999
1.7731301,0.0115826,5.9250998
1.47022,0.0148904,7.1616001
1.23744,0.0152693,7.2754998
1.10427,0.0139372,6.7547998
1.0372699,0.0105894,6.5194001
0.964915,0.0072189,6.6065998
0.893658,0.0076291,6.4545999
0.816577,0.0073989,6.3445001
0.727409,0.0051349,6.5637999
0.664931,0.0036081,6.7076998
0.615307,0.0048453,6.8583002
0.549098,0.0073801,6.7715001
0.489481,0.0089186,6.4208002
0.501558,0.0090321,6.3060002
0.541633,0.006768,6.8631001
0.544716,0.0057642,6.6940999
0.476169,0.0115279,6.3765998
0.442321,0.0143722,6.1251001
0.594776,0.0104078,6.2483001
0.725231,0.0040002,6.6886001
0.778584,-0.0006303,7.165
0.828151,-0.0044545,7.6443
0.862365,-0.0083054,6.9888
0.912883,-0.0087844,7.0450001
0.972974,-0.009844,7.2202001
0.95288,-0.0127282,7.3608999
0.857401,-0.0131797,7.4899998
0.728925,-0.0125878,7.5128002
0.624388,-0.0153091,6.6068001
0.747636,-0.0258228,5.2107
1.42451,-0.0462626,4.3358998
2.9444699,-0.0822784,4.0732999
6.0129399,-0.105156,3.8253
9.1554298,-0.0463893,3.6008
10.0313997,0.0164628,3.3915
11.5906,0.0437106,3.2253001
13.8533001,0.0927442,3.1947
15.0667,0.150308,3.2539001
14.1177998,0.213534,3.3389001
10.6166,0.288636,3.4566
5.11555,0.342664,3.7021999
1.99169,0.357448,4.0917001
10.0910997,0.328904,3.5060999
17.4976006,0.255108,3.2711
23.0284004,0.128965,3.0987999
25.3985996,-0.0039118,3.0531001
24.5830994,-0.0656906,3.0731001
22.7332001,-0.110008,3.0434
20.4976006,-0.172974,3.0390999
16.5890007,-0.218,3.3134999
12.1856003,-0.151896,3.7467
10.2409,-0.0831709,3.5947001
8.5834398,-0.108074,3.4969001
6.2759099,-0.10848,3.5441999
4.6154299,-0.07532,3.6575999
3.7377801,-0.0425695,3.7860999
3.2124701,-0.0282696,3.9100001
2.5978799,-0.02354,4.0240002
1.9387,-0.0201161,4.1162
1.32691,-0.0159748,4.1904998
0.843465,-0.0100483,4.2722001
0.544554,-0.0044959,4.3635001
0.404393,-0.001188,4.4313002
0.42354,0.0011341,4.5363002
0.540136,0.001224,4.6507001
0.66281,-0.0013427,4.7695999
0.708059,-0.004091,4.9671998
0.684967,-0.002952,5.3724999
0.855968,-0.0005865,5.7670002
1.0476,-0.0018636,5.7964001
1.1352201,-0.0024427,5.7273998
1.18601,-0.0031081,5.6452999
1.14443,-0.0053786,5.6360998
1.03793,-0.0056279,5.8312998
0.992574,-0.0014118,6.0056
1.16336,0.0052389,6.1954002
1.47779,0.0092639,6.1633
1.79424,0.0118974,6.1385002
2.1354699,0.0130013,6.2989998
2.48511,0.0109334,6.5004001
2.6810701,0.0067639,6.2757001
2.7469499,0.0029241,5.8421998
2.70871,0.0012029,5.5970998
2.52981,0.0009562,5.5152001
2.3912101,-0.0012935,5.4728999
2.4397099,-0.0110985,5.5258999
2.4619501,-0.0294948,5.7006001
1.80067,-0.0355584,5.7586999
0.726061,-0.0257879,6.4306998
0.631525,-0.0116919,8.1288996
0.432964,0.0050432,8.1040001
0.373226,0.0137749,7.9039001
0.524877,0.009844,6.9703002
0.45484,0.0075535,6.7607999
0.429317,0.0083382,7.1304998
0.489221,0.0084842,7.2073998
0.565249,0.0060759,7.3374
0.565153,0.0037254,7.5938001
0.572292,0.0021173,7.8758001
0.572903,0.0000882,7.9738002
0.553762,-0.0017264,7.4191999
0.530192,-0.0019108,7.6146002
0.547525,-0.000263,7.3562999
0.57613,0.0010184,6.7859001
0.614754,0.0014478,6.6216998
0.704988,0.0002549,6.7442002
0.777123,-0.0035268,7.1525002
0.814938,-0.0064731,7.1778998
0.875718,-0.0039891,6.8873
0.792099,0.0063386,6.3716002
0.728714,0.0190985,5.8224001
1.1606801,0.0079773,6.4050999
0.762382,-0.0225441,8.1829996
0.998477,-0.0102935,7.8206
0.902919,0.0115557,6.0068002
0.669252,0.0117266,5.8269
0.638792,0.0070215,6.0081
0.59052,0.0081363,5.9786
0.569054,0.0092521,5.7256999
0.76428,0.0008935,6.4658999
0.8243,-0.0064865,7.0767999
0.836541,-0.0152279,7.3860998
1.0326101,-0.0234078,6.8028998
1.30142,-0.0116452,6.1697998
0.91195,0.0034147,5.6680999
0.773127,0.003904,5.5911002
0.538001,0.0084106,7.5327001
0.647754,0.0230398,7.4513001
0.872802,0.0212773,7.1245999
1.04825,0.0207161,6.7349
1.17593,0.0213588,6.1998
1.29951,0.021328,6.1630001
1.4371001,0.0197026,6.4456
1.50535,0.018057,6.5110998
1.4618,0.0168788,6.6018
1.35282,0.0170717,6.7564998
1.27923,0.0207188,7.2950001
1.22207,0.0227748,7.6475
1.20693,0.0209335,8.0110998
1.11321,0.0187893,8.4497004
0.969001,0.0167428,8.8488998
0.879049,0.0171803,8.9015999
0.849003,0.0186747,8.7586002
0.743188,0.0076584,8.2980003
1.21804,0.0085733,7.6343999
1.39947,0.0344627,5.9461999
0.904992,0.0464667,5.1859002
0.609178,0.0541708,5.3808999
0.574324,0.0602066,5.698
1.21773,0.0451333,5.2009001
1.2467901,0.033012,5.3929
1.28045,0.0290161,5.6773
1.17511,0.0213119,6.4689999
0.978336,0.0182069,7.0328999
0.833017,0.0184347,7.2571001
0.699484,0.0167321,7.3216
0.658832,0.0137229,6.6750998
0.674428,0.0091107,6.4893999
0.651901,0.0049735,6.5493999
0.622258,0.004719,6.3704
0.601069,0.0033745,6.3116002
0.543246,0.0001522,6.4801998
0.483656,-0.0014196,6.5042
0.421024,-0.0005576,6.5945001
0.355118,0.0010331,6.8453999
0.329369,0.0022824,6.6655002
0.359865,0.0044825,6.2881999
0.362214,0.0037786,6.7444
0.355412,0.0024242,6.8845
0.332486,0.0077026,6.5907001
0.439631,0.0084852,6.2413998
0.611692,0.0018695,6.5960999
0.647362,-0.0050345,7.1381998
0.64753,-0.0077067,7.5288
0.80066,-0.0080588,6.9166999
0.967822,-0.0083798,6.6774001
1.08983,-0.0064892,6.6932001
1.17896,-0.0057334,6.6848998
1.20446,-0.0076227,6.6389999
1.12538,-0.0093189,6.6219001
0.994843,-0.0105359,6.6616001
0.856243,-0.0133709,6.8150001
0.789555,-0.0210245,6.3241
1.1977299,-0.036215,4.5707002
2.6977701,-0.0638374,4.1135998
5.5048699,-0.0815321,3.8959999
7.6935601,-0.0378666,3.7265999
6.7933502,-0.0080295,3.5502999
7.69942,-0.0366497,3.3776
10.9488001,-0.0745963,3.3413
14.4129,-0.0857547,3.3264999
16.4939003,-0.0477733,3.3155
16.1711006,0.0400613,3.3071001
13.5539999,0.143261,3.4154999
9.4150896,0.239598,3.6315999
3.3873,0.314589,3.9324999
4.33602,0.350147,3.76
12.3209,0.334145,3.3474
19.3533993,0.289699,3.2409
23.7793007,0.255455,3.1526
24.9232006,0.177834,3.017
24.0277996,0.0314959,3.0741
21.4503994,-0.117955,3.4868
18.4773998,-0.112159,3.7486999
17.5230007,-0.0913998,3.2588999
14.7166004,-0.186049,3.0778
10.2472,-0.221256,3.1856
6.7450399,-0.180309,3.3239
4.8135099,-0.117889,3.4619
3.7576399,-0.0753773,3.6184001
2.7969201,-0.0502612,3.7902
1.98393,-0.0343396,3.9507999
1.32321,-0.023688,4.0888
0.852753,-0.0145824,4.2117
0.626511,-0.0079989,4.3161998
0.488702,-0.0048976,4.4517002
0.466236,-0.0023309,4.6757998
0.600857,-0.0019945,4.9018998
0.682023,-0.0047214,5.1406999
0.668052,-0.0074615,5.3717999
0.645072,-0.0054828,5.5941
0.835737,-0.0011721,5.6483002
1.06804,-0.0004695,5.5089002
1.2187001,-0.0023239,5.3931999
1.26985,-0.0054706,5.5037999
1.21743,-0.0086399,5.7086
1.09247,-0.0095377,5.8358998
0.990568,-0.00568,6.0665002
1.0327899,0.0014691,6.0928998
1.21545,0.0068131,6.0936999
1.48721,0.0099708,6.2212
1.77441,0.0125399,6.4850001
2.1344099,0.0143172,6.3554001
2.41945,0.0100401,5.8573999
2.5230999,0.0058398,5.5616999
2.65236,0.006045,5.5180998
2.65958,0.0015401,5.4650998
2.52544,-0.0051,5.4383001
2.4132199,-0.0102866,5.5221
2.55988,-0.0152639,5.5917001
2.61847,-0.0210839,5.6932001
1.93338,-0.0254201,5.8224001
0.649996,-0.0237279,6.1757998
0.201276,-0.013928,8.4607
0.455076,-0.0051269,7.9891
0.586929,-0.0039666,7.2804999
0.523669,-0.0030176,7.1708002
0.451941,-0.0004987,7.5657001
0.450938,0.0015656,7.8829002
0.489317,0.0009665,8.0684996
0.475901,-0.0003358,8.2916002
0.456162,-0.0010626,7.7048001
0.45952,-0.0014641,7.5180001
0.478113,-0.0018716,7.5888
0.483887,-0.0011,7.4214001
0.516444,0.0010706,6.9654002
0.554578,0.0021841,6.6567001
0.602293,0.0021946,6.6752
0.670579,0.0010296,6.8941002
0.747525,-0.0017,7.0665998
0.769174,-0.0026224,6.9449
0.737668,0.0006187,6.8243999
0.647201,0.0081241,6.4008999
0.632261,0.0164015,5.9158001
1.1702501,0.0029933,6.3610001
0.671354,-0.0256429,8.3362999
1.10028,-0.0101131,7.7217999
0.865077,0.0124626,6.0425
0.702599,0.0121108,5.7951999
0.673487,0.0095709,5.8635001
0.574465,0.0048733,5.7449999
0.958436,-0.0049639,5.7207999
0.958038,-0.0165842,6.7514
0.34488,-0.0183451,7.4464002
1.02369,-0.015528,6.7178001
1.59302,-0.0118626,5.5813999
1.35586,0.0032173,5.5095
0.902993,0.0097211,5.4028001
0.111047,0.0081268,8.243
0.230608,0.0106694,8.3203001
0.122594,0.009196,8.5930004
0.144755,0.0179148,8.3717003
0.287852,0.0185934,7.296
0.451144,0.0187745,7.1026001
0.571008,0.019076,7.381
0.669245,0.0180282,7.6728001
0.725168,0.0160292,7.9754
0.707252,0.0152109,8.2983999
0.624217,0.0175879,9.0683002
0.506809,0.0199653,9.7386999
0.455932,0.0195948,9.9280005
0.371917,0.0168188,10.2235003
0.27923,0.0128336,10.5531998
0.282958,0.0120386,10.4252996
0.275454,0.0136189,10.3205996
0.20278,0.0007121,9.0878
0.771997,-0.0052802,8.5256004
1.19382,0.0106428,6.9885998
1.11072,0.0180399,5.8817
0.980952,0.026256,5.3903999
0.626079,0.0351615,5.9575
0.723869,0.0238894,6.2944002
0.610993,0.0153468,6.7003999
0.660876,0.0138122,7.0187998
0.587818,0.0069987,7.6306
0.335903,0.0034945,7.836
0.280446,0.0030532,7.7385998
0.298828,0.0013308,7.1873999
0.357783,-0.0008654,6.5672002
0.454832,-0.0037865,6.3864999
0.519119,-0.0061106,6.3634
0.578739,-0.0055828,6.2382998
0.629579,-0.0064038,6.2638001
0.608424,-0.0088682,6.3488002
0.543414,-0.0098066,6.3365002
0.471585,-0.0092015,6.3582001
0.390129,-0.0083507,6.4916
0.352394,-0.0071932,6.6743999
0.370734,-0.0036734,6.3449998
0.286541,-0.0032853,6.6476998
0.286232,-0.0044816,6.9187999
0.320874,0.0011427,6.4899998
0.49538,0.0019519,6.5170002
0.691485,-0.0050211,6.9692998
0.742896,-0.0115481,7.2200999
0.824085,-0.0114388,6.8248
1.01152,-0.0081254,6.4661002
1.15517,-0.0060679,6.5679998
1.22471,-0.0030878,6.6545
1.27267,-0.0009775,6.6687999
